type	status	Coverage	genome
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.1666672	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.500005	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0909074	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0909074	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.2000008	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0769232	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.2222227	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.027027	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.2499962	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.1428547	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0999982	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.1999968	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0769232	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0344828	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0555556	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0357136	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0624988	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.500005	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.3333344	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.1428547	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	1	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	1	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0588236	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0666668	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.3333355	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.1666639	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	1	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	1	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0357136	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0357143	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0526316	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.1250003	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0444445	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.3333355	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.3333355	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.04	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.1818185	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0833326	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0212762	K
conserved	B	0.0952372	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.2000008	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.1111091	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.2500013	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.1538448	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.1428576	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	1	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0434774	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0869566	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0.0322574	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
conserved	B	0	K
