type	status	Coverage	genome
conserved	A	0	D
conserved	A	0.6666644	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0.2592587	D
conserved	A	0.1538462	D
conserved	A	0	D
conserved	A	0.0363637	D
conserved	A	0.1600001	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0.4615376	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0.1538464	D
conserved	A	0	D
conserved	A	1	D
conserved	A	0	D
conserved	A	0.1000001	D
conserved	A	0.0869566	D
conserved	A	0.2222223	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0.2222227	D
conserved	A	0	D
conserved	A	0.5000025	D
conserved	A	1	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0.2499962	D
conserved	A	0	D
conserved	A	1	D
conserved	A	1	D
conserved	A	0	D
conserved	A	0	D
conserved	A	1	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0.1250001	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0.6666644	D
conserved	A	0	D
conserved	A	0.3333344	D
conserved	A	0	D
conserved	A	1	D
conserved	A	0	D
conserved	A	0.3333289	D
conserved	A	1	D
conserved	A	0.1176472	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0.2857151	D
conserved	A	0.499995	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	1	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	1	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
conserved	A	0	D
specific	B	0	A
specific	B	0	A
specific	B	0.1250001	A
specific	B	0	A
specific	B	1	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1052622	A
specific	B	0	A
specific	B	0	A
specific	B	0.0666663	A
specific	B	0	A
specific	B	0	A
specific	B	0.0645162	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0740734	A
specific	B	0.0800001	A
specific	B	0	A
specific	B	0.0714287	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.05	A
specific	B	0	A
specific	B	0.4999975	A
specific	B	0.1111105	A
specific	B	0.1538464	A
specific	B	0	A
specific	B	0.2000008	A
specific	B	0	A
specific	B	0.1052633	A
specific	B	0	A
specific	B	0.1250001	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1818185	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1052633	A
specific	B	0	A
specific	B	0	A
specific	B	0.2000004	A
specific	B	0	A
specific	B	0.1000002	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.4000016	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	1	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1333335	A
specific	B	0.2500006	A
specific	B	0	A
specific	B	0.0526316	A
specific	B	0.1333335	A
specific	B	0	A
specific	B	0.1071422	A
specific	B	0	A
specific	B	0.1111112	A
specific	B	0	A
specific	B	0.0999982	A
specific	B	0	A
specific	B	0	A
specific	B	0.1538464	A
specific	B	0.1111114	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0606061	A
specific	B	0	A
specific	B	0.0800001	A
specific	B	0.05	A
specific	B	0	A
specific	B	0.2000008	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0526316	A
specific	B	0	A
specific	B	0.1052633	A
specific	B	0.1111114	A
specific	B	0.0869566	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.6666644	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1428573	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1666672	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1249978	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2222227	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.499995	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	1	A
specific	B	0.500005	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2222227	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2000008	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0526316	A
specific	B	0	A
specific	B	0	A
specific	B	0.0740741	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2500006	A
specific	B	0	A
specific	B	0.1999984	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2000004	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1818167	A
specific	B	0	A
specific	B	0.0625	A
specific	B	0.0689656	A
specific	B	0.0769231	A
specific	B	0	A
specific	B	0.0625	A
specific	B	0	A
specific	B	0.1818167	A
specific	B	0	A
specific	B	0.1111106	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0303024	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.3333344	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2500006	A
specific	B	0.500005	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1250003	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2000008	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1250001	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.4000016	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1249978	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1666639	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1666672	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2500013	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	1	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0800001	A
specific	B	0	A
specific	B	0.097561	A
specific	B	0	A
specific	B	0	A
specific	B	0.0363637	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2142852	A
specific	B	0.0714287	A
specific	B	0	A
specific	B	0.0555545	A
specific	B	0.0540541	A
specific	B	0.0434774	A
specific	B	0.0909092	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1666669	A
specific	B	0	A
specific	B	0.0545455	A
specific	B	0	A
specific	B	0.1428563	A
specific	B	0	A
specific	B	0	A
specific	B	0.0434783	A
specific	B	0.1249978	A
specific	B	0	A
specific	B	0	A
specific	B	0.1333335	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2857151	A
specific	B	0	A
specific	B	0.1428573	A
specific	B	0	A
specific	B	0.5000025	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2857151	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1111112	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0666667	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0357136	A
specific	B	0	A
specific	B	0.2307681	A
specific	B	0	A
specific	B	0.0625001	A
specific	B	0	A
specific	B	0.1052633	A
specific	B	0.0952381	A
specific	B	0	A
specific	B	0.0909092	A
specific	B	0.1176472	A
specific	B	0	A
specific	B	0.1578949	A
specific	B	0.0555556	A
specific	B	0	A
specific	B	0.0444445	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0689656	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.3333289	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.500005	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0833335	A
specific	B	0.1363629	A
specific	B	0.0909074	A
specific	B	0.2222227	A
specific	B	0.0833335	A
specific	B	0.1000002	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1000002	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0625	A
specific	B	0.1538464	A
specific	B	0.0857143	A
specific	B	0	A
specific	B	0	A
specific	B	0.0833318	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0384616	A
specific	B	0.0909092	A
specific	B	0.0499991	A
specific	B	0	A
specific	B	0.0588236	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1034477	A
specific	B	0.4285698	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0624988	A
specific	B	0	A
specific	B	0.2500013	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2499962	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2857122	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.3333289	A
specific	B	0	A
specific	B	0.1250003	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.3333355	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.4999987	A
specific	B	0	A
specific	B	0	A
specific	B	0.2500006	A
specific	B	0.6666644	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2499981	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1428576	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2857151	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1428547	A
specific	B	0	A
specific	B	0.3749985	A
specific	B	0.0909074	A
specific	B	0	A
specific	B	0	A
specific	B	0.0769232	A
specific	B	0.6666644	A
specific	B	0	A
specific	B	0	A
specific	B	0.2500013	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1249978	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0249995	A
specific	B	0	A
specific	B	0.0370371	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.3333289	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2727278	A
specific	B	0	A
specific	B	0.0588236	A
specific	B	0.0869566	A
specific	B	0	A
specific	B	0.1818185	A
specific	B	0	A
specific	B	0	A
specific	B	0.031746	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0540541	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0625	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.3749985	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.500005	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.6000024	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	1	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1999968	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0666654	A
specific	B	0.0655738	A
specific	B	0	A
specific	B	0	A
specific	B	0.0769232	A
specific	B	0	A
specific	B	0.0454546	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0869566	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2500013	A
specific	B	0.1666669	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2999986	A
specific	B	0.187499	A
specific	B	0	A
specific	B	0.1428573	A
specific	B	0	A
specific	B	0.1739132	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	1	A
specific	B	0	A
specific	B	0.2499962	A
specific	B	0.0204082	A
specific	B	0.0571429	A
specific	B	0.1666663	A
specific	B	0	A
specific	B	0.0833335	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2857151	A
specific	B	0	A
specific	B	0	A
specific	B	0.1428576	A
specific	B	0.1000002	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1111114	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2000008	A
specific	B	0.1428547	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1666669	A
specific	B	0	A
specific	B	0.0769232	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.2500013	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.500005	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	1	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0526306	A
specific	B	0.1111112	A
specific	B	0.0465117	A
specific	B	0	A
specific	B	0	A
specific	B	0.0338983	A
specific	B	0	A
specific	B	0.0833334	A
specific	B	0.1481483	A
specific	B	0.0909091	A
specific	B	0.1666672	A
specific	B	0	A
specific	B	0.1250001	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.0740741	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1250003	A
specific	B	0.1666672	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0.1052622	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
specific	B	0	A
