index	RPKM	genome
K2_TE1157078	1.26069	K
K2_TE1157077	1.26069	K
K2_TE1157076	1.26069	K
K2_TE1157075	1.26069	K
K2_TE1157074	1.26069	K
K2_TE1157073	1.26069	K
K2_TE1157072	1.26069	K
K2_TE1157069	1.26069	K
K2_TE1157071	1.26069	K
K2_TE1157068	1.26069	K
K2_TE1157070	1.26069	K
K2_TE1157067	1.26069	K
K2_TE1157066	1.26069	K
K2_TE1157065	1.26069	K
K2_TE1157064	1.26069	K
K2_TE1157063	1.68092	K
K2_TE1157062	1.76496	K
K2_TE1157061	1.84901	K
K2_TE1157060	1.76496	K
K2_TE1157059	1.84901	K
K2_TE1157058	2.35328	K
K2_TE1157057	1.26069	K
K2_TE1157056	1.26069	K
K2_TE1157055	1.26069	K
K2_TE1157054	1.26069	K
K2_TE1157053	12.6909	K
K2_TE1157052	1.26069	K
K2_TE1157051	1.26069	K
K2_TE1157050	1.26069	K
K2_TE1157049	1.26069	K
K2_TE1157048	1.26069	K
K2_TE1157047	1.26069	K
K2_TE1157046	1.26069	K
K2_TE1157045	1.26069	K
K2_TE1157044	1.26069	K
K2_TE1157043	1.26069	K
K2_TE1157042	1.26069	K
K2_TE1157041	1.26069	K
K2_TE1157040	1.26069	K
K2_TE1157039	1.26069	K
K2_TE1157038	1.26069	K
K2_TE1157037	17.3975	K
K2_TE1157036	1.26069	K
K2_TE1157035	1.26069	K
K2_TE1157033	1.26069	K
K2_TE1157034	1.26069	K
K2_TE1157032	1.26069	K
K2_TE1157031	1.26069	K
K2_TE1157030	1.26069	K
K2_TE1157029	1.26069	K
K2_TE1157028	1.26069	K
K2_TE1157027	1.26069	K
K2_TE1157026	3.69802	K
K2_TE1157025	3.61397	K
K2_TE1157024	1.26069	K
K2_TE1157023	1.26069	K
K2_TE1157022	1.26069	K
K2_TE1157021	1.26069	K
K2_TE1157020	15.3804	K
K2_TE1157019	1.26069	K
K2_TE1157018	1.17664	K
K2_TE1157016	1.17664	K
K2_TE1157017	1.17664	K
K2_TE1157015	1.17664	K
K2_TE1157014	14.2878	K
K2_TE1157012	1.17664	K
K2_TE1157011	1.17664	K
K2_TE1157013	1.17664	K
K2_TE1157010	1.17664	K
K2_TE1157009	1.17664	K
K2_TE1157008	1.17664	K
K2_TE1157007	1.17664	K
K2_TE1157006	1.17664	K
K2_TE1156545	0.336183	K
K2_TE1156544	0.336183	K
K2_TE1156543	0.336183	K
K2_TE1156542	0.336183	K
K2_TE1156541	0.336183	K
K2_TE1156540	0.336183	K
K2_TE1156539	0.336183	K
K2_TE1156538	42.3591	K
K2_TE1156537	68.1612	K
K2_TE1156536	41.6867	K
K2_TE1156535	25.4659	K
K2_TE1156533	26.1382	K
K2_TE1156534	26.1382	K
K2_TE1156532	26.1382	K
K2_TE1156531	25.8021	K
K2_TE1156530	25.8021	K
K2_TE1156529	25.8021	K
K2_TE1156528	25.718	K
K2_TE1156527	9.24504	K
K2_TE1156526	9.32909	K
K2_TE1156525	6.89176	K
K2_TE1156524	1.84901	K
K2_TE1156523	1.84901	K
K2_TE1156522	1.84901	K
K2_TE1156521	18.1539	K
K2_TE1156520	52.1084	K
K2_TE1156519	36.9802	K
K2_TE1156518	23.3647	K
K2_TE1156517	23.4488	K
K2_TE1156516	23.6169	K
K2_TE1156515	0.252137	K
K2_TE1156514	0.252137	K
K2_TE1156513	0.252137	K
K2_TE1156512	0.252137	K
K2_TE1156511	0.252137	K
K2_TE1156510	0.252137	K
K2_TE1156486	0.168092	K
K2_TE1156485	0.168092	K
K2_TE1156484	0.168092	K
K2_TE1156483	0.168092	K
K2_TE1156482	0.168092	K
K2_TE1156481	0.168092	K
K2_TE1156480	0.168092	K
K2_TE1156479	0.168092	K
K2_TE1156478	0.168092	K
K2_TE1156477	0.168092	K
K2_TE1156476	0.168092	K
K2_TE1156475	0.168092	K
K2_TE1156474	0.168092	K
K2_TE1156473	3.69802	K
K2_TE1156472	3.44588	K
K2_TE1156471	3.44588	K
K2_TE1156470	3.44588	K
K2_TE1156469	3.44588	K
K2_TE1156468	3.44588	K
K2_TE1156467	3.44588	K
K2_TE1156466	3.44588	K
K2_TE1156465	3.44588	K
K2_TE1156464	4.9587	K
K2_TE1156463	11.1781	K
K2_TE1156462	11.9345	K
K2_TE1156461	9.91741	K
K2_TE1156460	8.90886	K
K2_TE1156459	6.55557	K
K2_TE1156455	6.55557	K
K2_TE1156454	6.55557	K
K2_TE1156453	6.55557	K
K2_TE1156452	6.72367	K
K2_TE1156451	6.72367	K
K2_TE1156450	6.72367	K
K2_TE1156449	5.54702	K
K2_TE1156448	2.35328	K
K2_TE1156447	0.336183	K
K2_TE1156445	0.168092	K
K2_TE1156446	0.168092	K
K2_TE1156444	0.168092	K
K2_TE1156443	0.168092	K
K2_TE1156442	0.168092	K
K2_TE1156441	0.168092	K
K2_TE1156440	0.168092	K
K2_TE1156439	0.168092	K
K2_TE1156438	0.168092	K
K2_TE1156437	0.168092	K
K2_TE1156436	0.168092	K
K2_TE1156434	0.168092	K
K2_TE1156435	0.168092	K
K2_TE1156433	0.168092	K
K2_TE1156432	0.168092	K
K2_TE1156431	0.168092	K
K2_TE1156430	0.168092	K
K2_TE1156429	0.168092	K
K2_TE1156428	0.168092	K
K2_TE1156427	0.168092	K
K2_TE1156426	0.168092	K
K2_TE1156424	0.168092	K
K2_TE1156423	0.168092	K
K2_TE1156425	0.168092	K
K2_TE1156422	0.168092	K
K2_TE1156421	0.168092	K
K2_TE1156420	0.168092	K
K2_TE1156419	0.168092	K
K2_TE1156418	0.168092	K
K2_TE1156417	0.168092	K
K2_TE1156416	0.168092	K
K2_TE1156415	0.168092	K
K2_TE1156414	0.168092	K
K2_TE1156413	0.168092	K
K2_TE1156412	0.168092	K
K2_TE1156411	0.168092	K
K2_TE1156410	0.168092	K
K2_TE1156408	0.168092	K
K2_TE1156409	0.168092	K
K2_TE1156407	0.168092	K
K2_TE1156406	0.168092	K
K2_TE1156405	0.168092	K
K2_TE1156404	0.168092	K
K2_TE1156403	0.168092	K
K2_TE1156401	0.168092	K
K2_TE1156400	0.168092	K
K2_TE1156399	0.168092	K
K2_TE1156398	0.168092	K
K2_TE1156397	0.168092	K
K2_TE1156396	0.168092	K
K2_TE1156395	0.168092	K
K2_TE1156394	0.168092	K
K2_TE1156393	0.168092	K
K2_TE1156392	0.168092	K
K2_TE1156391	0.168092	K
K2_TE1156390	0.168092	K
K2_TE1156389	0.168092	K
K2_TE1156388	0.168092	K
K2_TE1156387	0.168092	K
K2_TE1156386	0.168092	K
K2_TE1156385	0.168092	K
K2_TE1156384	0.168092	K
K2_TE1156383	0.168092	K
K2_TE1156382	0.168092	K
K2_TE1156381	0.168092	K
K2_TE1156380	0.168092	K
K2_TE1156379	0.168092	K
K2_TE1156378	0.168092	K
K2_TE1156377	0.168092	K
K2_TE1156376	0.168092	K
K2_TE1156375	0.168092	K
K2_TE1156374	0.168092	K
K2_TE1156373	0.168092	K
K2_TE1156372	0.168092	K
K2_TE1156371	0.168092	K
K2_TE1156370	0.168092	K
K2_TE1156369	0.168092	K
K2_TE1156368	0.168092	K
K2_TE1156367	0.168092	K
K2_TE1156366	4.0342	K
K2_TE1156365	3.61397	K
K2_TE1156364	3.69802	K
K2_TE1156363	3.69802	K
K2_TE1156362	0.168092	K
K2_TE1156360	0.168092	K
K2_TE1156361	0.168092	K
K2_TE1156359	0.168092	K
K2_TE1156358	0.168092	K
K2_TE1156357	0.168092	K
K2_TE1156356	0.252137	K
K2_TE1156355	0.252137	K
K2_TE1156354	0.420229	K
K2_TE1156353	0.336183	K
K2_TE1156352	0.336183	K
K2_TE1156351	0.336183	K
K2_TE1156350	0.252137	K
K2_TE1156349	2.60542	K
K2_TE1156348	2.77351	K
K2_TE1156347	2.77351	K
K2_TE1156346	2.60542	K
K2_TE1156345	2.68947	K
K2_TE1156344	2.60542	K
K2_TE1156343	2.60542	K
K2_TE1156342	2.52137	K
K2_TE1156341	2.43733	K
K2_TE1156340	2.43733	K
K2_TE1156339	0.168092	K
K2_TE1156338	0.168092	K
K2_TE1156337	0.168092	K
K2_TE1156336	0.168092	K
K2_TE1156335	0.168092	K
K2_TE1156334	0.168092	K
K2_TE1156333	0.168092	K
K2_TE1156332	0.168092	K
K2_TE1156331	0.168092	K
K2_TE1156330	0.168092	K
K2_TE1156329	0.168092	K
K2_TE1156328	0.168092	K
K2_TE1156327	0.168092	K
K2_TE1156326	0.168092	K
K2_TE1156325	0.168092	K
K2_TE1156324	0.168092	K
K2_TE1156323	0.168092	K
K2_TE1156322	0.168092	K
K2_TE1156321	0.168092	K
K2_TE1156320	0.168092	K
K2_TE1156319	0.168092	K
K2_TE1156318	0.168092	K
K2_TE1156317	0.168092	K
K2_TE1156316	0.168092	K
K2_TE1156315	0.168092	K
K2_TE1156314	0.168092	K
K2_TE1156313	20.087	K
K2_TE1156311	20.087	K
K2_TE1156312	20.087	K
K2_TE1156310	0.504275	K
K2_TE1156309	5.54702	K
K2_TE1153845	12.9431	K
K2_TE1153844	12.3547	K
K2_TE1153840	15.3804	K
K2_TE1153830	4.20229	K
K2_TE1153827	0.168092	K
K2_TE1153826	0.168092	K
K2_TE1153822	0.168092	K
K2_TE1153821	3.02565	K
K2_TE1153820	1.59687	K
K2_TE1153812	1.68092	K
K2_TE1153811	0.504275	K
K2_TE1153804	24.6254	K
K2_TE1153799	10.926	K
K2_TE1153798	11.2621	K
K2_TE1153797	10.8419	K
K2_TE1153796	16.557	K
K2_TE1153795	31.3491	K
K2_TE1153794	11.6824	K
K2_TE1153793	11.8505	K
K2_TE1153792	11.6824	K
K2_TE1153791	0.756412	K
K2_TE1153790	15.6325	K
K2_TE1153789	10.1695	K
K2_TE1153788	0.756412	K
K2_TE1153787	15.3804	K
K2_TE1153786	0.924504	K
K2_TE1153785	1.84901	K
K2_TE1153784	1.76496	K
K2_TE1153783	2.9416	K
K2_TE1153782	12.1866	K
K2_TE1153781	2.26924	K
K2_TE1153780	1.68092	K
K2_TE1153779	1.76496	K
K2_TE1153778	31.181	K
K2_TE0191751	9.07695	K
K2_TE0486188	0.168092	K
K2_TE2061754	0.168092	K
K2_TE0805243	0.756412	K
K2_TE0803751	0.420229	K
K2_TE0734911	0.420229	K
K2_TE1834453	1.17664	K
K2_TE1294082	2.18519	K
K2_TE0185125	0.168092	K
K2_TE0174365	0.168092	K
K2_TE1863629	19.6667	K
K2_TE1867455	0.252137	K
K2_TE1868669	1.0926	K
K2_TE1868967	0.168092	K
K2_TE0191731	94.5515	K
K2_TE0191700	8.15244	K
K2_TE1184306	9.32909	K
K2_TE0487194	0.168092	K
K2_TE0487494	2.0171	K
K2_TE0487514	0.504275	K
K2_TE0487515	0.504275	K
K2_TE0487525	0.504275	K
K2_TE0487526	0.504275	K
K2_TE0488446	0.168092	K
K2_TE0488969	0.420229	K
K2_TE0490645	0.168092	K
K2_TE0255679	2.85756	K
K2_TE0685078	0.168092	K
K2_TE0120248	0.252137	K
K2_TE0120181	1.26069	K
K2_TE0812931	0.336183	K
K2_TE0809625	0.252137	K
K2_TE0809609	0.252137	K
K2_TE0809063	2.77351	K
K2_TE0808714	0.168092	K
K2_TE0808050	0.168092	K
K2_TE0805779	4.0342	K
K2_TE0805232	4.37038	K
K2_TE0734318	1.59687	K
K2_TE0738654	1.17664	K
K2_TE0068232	0.336183	K
K2_TE1449294	1.0926	K
K2_TE1450080	0.252137	K
K2_TE0388426	1.17664	K
K2_TE1334571	12.2707	K
K2_TE1334570	15.1282	K
K2_TE1334569	8.0684	K
K2_TE1334030	0.252137	K
K2_TE1334025	0.252137	K
K2_TE1332772	0.252137	K
K2_TE1834660	5.71512	K
K2_TE1834458	1.17664	K
K2_TE0450009	0.672367	K
K2_TE0449908	5.88321	K
K2_TE0449424	30.1724	K
K2_TE0189312	0.252137	K
K2_TE0188620	30.2565	K
K2_TE0186374	0.420229	K
K2_TE0185230	0.168092	K
K2_TE0183943	0.168092	K
K2_TE0182188	5.37893	K
K2_TE0179795	0.924504	K
K2_TE0178632	0.336183	K
K2_TE0176239	0.924504	K
K2_TE0176238	0.924504	K
K2_TE0176193	0.924504	K
K2_TE0176192	0.924504	K
K2_TE0176188	1.26069	K
K2_TE0175685	53.6212	K
K2_TE1856389	0.252137	K
K2_TE1856442	1.00855	K
K2_TE1856847	0.168092	K
K2_TE1861053	0.420229	K
K2_TE1861149	0.252137	K
K2_TE1862299	12.0186	K
K2_TE1865068	0.168092	K
K2_TE1866632	20.5912	K
K2_TE1867488	0.168092	K
K2_TE1869026	0.168092	K
K2_TE1869027	0.168092	K
K2_TE1869564	0.336183	K
K2_TE1870663	0.588321	K
K2_TE0428630	5.29489	K
K2_TE0428593	12.0186	K
K2_TE0191762	7.05985	K
K2_TE0191761	7.14389	K
K2_TE0191760	6.0513	K
K2_TE0191759	6.0513	K
K2_TE0191758	6.0513	K
K2_TE0191757	6.0513	K
K2_TE0191756	6.13534	K
K2_TE0191755	6.13534	K
K2_TE0191754	6.0513	K
K2_TE0191753	7.73222	K
K2_TE0191752	6.47153	K
K2_TE0191750	6.55557	K
K2_TE0191749	4.70657	K
K2_TE0191748	4.70657	K
K2_TE0191747	4.70657	K
K2_TE0191746	5.46298	K
K2_TE0191745	7.14389	K
K2_TE0191741	3.78206	K
K2_TE0191740	3.69802	K
K2_TE0191738	4.0342	K
K2_TE0191739	3.95015	K
K2_TE0191736	0.504275	K
K2_TE0191735	0.924504	K
K2_TE0191734	0.588321	K
K2_TE0191733	0.588321	K
K2_TE0191732	0.336183	K
K2_TE0191730	0.924504	K
K2_TE0191729	12.4388	K
K2_TE0191728	12.3547	K
K2_TE0191726	12.4388	K
K2_TE0191727	12.3547	K
K2_TE0191725	14.0357	K
K2_TE0191724	13.4473	K
K2_TE0191723	16.2208	K
K2_TE0191722	13.7835	K
K2_TE0191721	14.0357	K
K2_TE0191720	13.8676	K
K2_TE0191716	0.756412	K
K2_TE0191715	0.924504	K
K2_TE0191714	4.53847	K
K2_TE0191713	4.53847	K
K2_TE0191712	4.87466	K
K2_TE0191711	4.87466	K
K2_TE0191710	4.87466	K
K2_TE0191709	4.53847	K
K2_TE0191708	4.53847	K
K2_TE0191707	4.70657	K
K2_TE0191706	4.9587	K
K2_TE0191705	4.62252	K
K2_TE0191704	4.62252	K
K2_TE0191703	5.29489	K
K2_TE0191702	5.96725	K
K2_TE0191701	7.64817	K
K2_TE0191699	6.38748	K
K2_TE0191697	3.27779	K
K2_TE0191698	3.27779	K
K2_TE0191696	3.52992	K
K2_TE0191695	3.36183	K
K2_TE0191694	3.27779	K
K2_TE0191693	3.27779	K
K2_TE0191692	3.86611	K
K2_TE0191691	3.86611	K
K2_TE0191690	3.86611	K
K2_TE0191689	4.62252	K
K2_TE0261992	0.168092	K
K2_TE1183405	0.252137	K
K2_TE1183406	0.252137	K
K2_TE1183407	0.252137	K
K2_TE1183408	0.252137	K
K2_TE1183409	0.252137	K
K2_TE1183410	0.252137	K
K2_TE1183411	0.252137	K
K2_TE1183445	0.168092	K
K2_TE1183446	5.63107	K
K2_TE1183447	5.79916	K
K2_TE1183448	6.47153	K
K2_TE1183449	3.27779	K
K2_TE1183450	3.1097	K
K2_TE1183451	3.02565	K
K2_TE1183452	2.77351	K
K2_TE1183453	2.77351	K
K2_TE1183454	1.84901	K
K2_TE1183467	0.420229	K
K2_TE1183468	0.756412	K
K2_TE1183469	0.672367	K
K2_TE1183470	0.420229	K
K2_TE1183471	0.504275	K
K2_TE1184301	7.39603	K
K2_TE1184302	10.0015	K
K2_TE1184303	12.5228	K
K2_TE1184304	12.6069	K
K2_TE1184305	4.28634	K
K2_TE1184312	4.9587	K
K2_TE1185609	0.420229	K
K2_TE1185672	63.4546	K
K2_TE1185673	70.0942	K
K2_TE1185674	59.8406	K
K2_TE1185675	0.420229	K
K2_TE1185676	0.168092	K
K2_TE1185678	0.168092	K
K2_TE0292673	4.28634	K
K2_TE0292674	1.17664	K
K2_TE0292675	0.588321	K
K2_TE0486184	0.168092	K
K2_TE0486185	0.168092	K
K2_TE0486186	0.168092	K
K2_TE0486187	0.168092	K
K2_TE0486189	5.54702	K
K2_TE0486190	1.26069	K
K2_TE0486191	1.26069	K
K2_TE0486192	1.93305	K
K2_TE0486193	1.93305	K
K2_TE0486194	1.0926	K
K2_TE0486195	1.34473	K
K2_TE0486196	1.34473	K
K2_TE0486197	0.588321	K
K2_TE0486231	3.78206	K
K2_TE0486232	3.78206	K
K2_TE0486233	3.86611	K
K2_TE0486234	3.86611	K
K2_TE0486235	3.78206	K
K2_TE0486236	3.69802	K
K2_TE0486237	4.0342	K
K2_TE0486238	3.95015	K
K2_TE0486239	5.96725	K
K2_TE0486240	6.13534	K
K2_TE0486241	5.71512	K
K2_TE0486271	0.168092	K
K2_TE0486287	6.72367	K
K2_TE0486288	9.16099	K
K2_TE0486294	2.18519	K
K2_TE0486295	2.18519	K
K2_TE0486296	2.10115	K
K2_TE0486299	4.87466	K
K2_TE0486300	4.9587	K
K2_TE0486301	4.9587	K
K2_TE0486302	4.45443	K
K2_TE0486303	4.62252	K
K2_TE0486304	4.62252	K
K2_TE0486305	4.62252	K
K2_TE0486306	5.46298	K
K2_TE0486307	5.46298	K
K2_TE0486308	1.84901	K
K2_TE0486320	0.168092	K
K2_TE0486321	0.840458	K
K2_TE0486338	0.168092	K
K2_TE0486350	0.336183	K
K2_TE0486351	0.336183	K
K2_TE0486352	0.336183	K
K2_TE0486353	0.336183	K
K2_TE0486354	0.336183	K
K2_TE0486355	0.336183	K
K2_TE0486356	0.336183	K
K2_TE0486357	0.588321	K
K2_TE0486358	0.588321	K
K2_TE0486359	0.588321	K
K2_TE0486360	0.504275	K
K2_TE0486361	0.504275	K
K2_TE0486362	0.504275	K
K2_TE0486363	0.504275	K
K2_TE0486364	0.504275	K
K2_TE0486365	0.504275	K
K2_TE0487163	4.70657	K
K2_TE0487176	1.17664	K
K2_TE0487177	2.10115	K
K2_TE0487178	9.58122	K
K2_TE0487179	9.66527	K
K2_TE0487190	0.588321	K
K2_TE0487247	0.168092	K
K2_TE0487259	29.416	K
K2_TE0487260	0.588321	K
K2_TE0487261	0.336183	K
K2_TE0487264	0.168092	K
K2_TE0487481	0.168092	K
K2_TE0487493	1.59687	K
K2_TE0487495	0.504275	K
K2_TE0487496	0.504275	K
K2_TE0487497	0.504275	K
K2_TE0487498	0.504275	K
K2_TE0487499	0.504275	K
K2_TE0487500	0.504275	K
K2_TE0487501	0.504275	K
K2_TE0487502	0.504275	K
K2_TE0487503	0.504275	K
K2_TE0487504	0.504275	K
K2_TE0487505	0.504275	K
K2_TE0487506	0.504275	K
K2_TE0487507	0.504275	K
K2_TE0487508	0.504275	K
K2_TE0487509	0.504275	K
K2_TE0487510	0.504275	K
K2_TE0487511	0.504275	K
K2_TE0487512	0.504275	K
K2_TE0487513	0.504275	K
K2_TE0487516	0.504275	K
K2_TE0487517	0.504275	K
K2_TE0487518	0.504275	K
K2_TE0487519	0.504275	K
K2_TE0487520	0.504275	K
K2_TE0487521	0.504275	K
K2_TE0487522	0.504275	K
K2_TE0487523	0.504275	K
K2_TE0487524	0.504275	K
K2_TE0487527	0.504275	K
K2_TE0487528	0.504275	K
K2_TE0487529	0.504275	K
K2_TE0487530	0.504275	K
K2_TE0487531	0.504275	K
K2_TE0487532	0.504275	K
K2_TE0487533	0.504275	K
K2_TE0487534	0.504275	K
K2_TE0487535	0.504275	K
K2_TE0487536	0.504275	K
K2_TE0487537	0.504275	K
K2_TE0487538	0.504275	K
K2_TE0487539	0.504275	K
K2_TE0487540	0.504275	K
K2_TE0487541	0.504275	K
K2_TE0487542	0.504275	K
K2_TE0487543	0.504275	K
K2_TE0487544	0.504275	K
K2_TE0487545	0.504275	K
K2_TE0487546	0.504275	K
K2_TE0487547	0.504275	K
K2_TE0487548	0.504275	K
K2_TE0487549	0.504275	K
K2_TE0487550	0.504275	K
K2_TE0487551	0.504275	K
K2_TE0487552	0.504275	K
K2_TE0487553	0.504275	K
K2_TE0487554	0.504275	K
K2_TE0487555	0.504275	K
K2_TE0487556	0.504275	K
K2_TE0487557	0.504275	K
K2_TE0487558	0.504275	K
K2_TE0487559	0.504275	K
K2_TE0487560	0.504275	K
K2_TE0487561	0.504275	K
K2_TE0487562	0.504275	K
K2_TE0487563	0.504275	K
K2_TE0487564	0.588321	K
K2_TE0487565	0.588321	K
K2_TE0487566	4.9587	K
K2_TE0487567	4.87466	K
K2_TE0488336	0.504275	K
K2_TE0488372	4.87466	K
K2_TE0488373	4.79061	K
K2_TE0488419	5.54702	K
K2_TE0488420	2.68947	K
K2_TE0488421	2.43733	K
K2_TE0488422	2.77351	K
K2_TE0488423	2.52137	K
K2_TE0488424	0.168092	K
K2_TE0488433	0.168092	K
K2_TE0488435	0.168092	K
K2_TE0488437	0.168092	K
K2_TE0488438	0.168092	K
K2_TE0488457	0.168092	K
K2_TE0488971	100.351	K
K2_TE0490166	0.336183	K
K2_TE2061193	13.2792	K
K2_TE2061194	4.53847	K
K2_TE2061195	0.252137	K
K2_TE2061196	4.0342	K
K2_TE2061265	0.168092	K
K2_TE2061716	0.840458	K
K2_TE2062265	1.68092	K
K2_TE2062266	1.84901	K
K2_TE2062267	0.840458	K
K2_TE2062268	1.17664	K
K2_TE2062269	1.34473	K
K2_TE2062270	0.504275	K
K2_TE2062339	1.84901	K
K2_TE0255245	0.168092	K
K2_TE0255244	1.42878	K
K2_TE0255243	1.84901	K
K2_TE0255217	7.90031	K
K2_TE0255215	14.708	K
K2_TE0255216	6.30344	K
K2_TE0255214	11.7664	K
K2_TE0255213	11.01	K
K2_TE0255195	4.79061	K
K2_TE0685038	0.252137	K
K2_TE0685039	0.252137	K
K2_TE0685040	0.252137	K
K2_TE0685041	0.252137	K
K2_TE0685042	0.252137	K
K2_TE0685043	0.252137	K
K2_TE0685044	0.252137	K
K2_TE0685045	0.252137	K
K2_TE0685046	0.252137	K
K2_TE0685047	0.252137	K
K2_TE0685048	0.252137	K
K2_TE0685049	0.252137	K
K2_TE0685050	0.252137	K
K2_TE0685051	0.252137	K
K2_TE0685052	0.252137	K
K2_TE0685053	0.252137	K
K2_TE0685054	0.252137	K
K2_TE0685055	0.252137	K
K2_TE0685056	0.252137	K
K2_TE0685057	0.252137	K
K2_TE0685058	0.252137	K
K2_TE0685059	0.252137	K
K2_TE0685060	0.252137	K
K2_TE0685061	0.252137	K
K2_TE0685062	0.252137	K
K2_TE0685063	0.252137	K
K2_TE0685064	0.924504	K
K2_TE0685086	9.74931	K
K2_TE0685087	7.05985	K
K2_TE0685088	2.60542	K
K2_TE0139891	0.336183	K
K2_TE0139923	4.70657	K
K2_TE0139924	5.29489	K
K2_TE0139925	4.9587	K
K2_TE0139926	6.0513	K
K2_TE0139927	5.46298	K
K2_TE0139928	5.21084	K
K2_TE0139929	3.36183	K
K2_TE0120194	0.672367	K
K2_TE0120193	0.672367	K
K2_TE0120189	0.924504	K
K2_TE0120188	0.924504	K
K2_TE0120187	0.924504	K
K2_TE0120186	0.924504	K
K2_TE0120185	1.26069	K
K2_TE0120184	1.26069	K
K2_TE0120183	1.26069	K
K2_TE0120182	1.26069	K
K2_TE0120180	1.26069	K
K2_TE0120178	1.26069	K
K2_TE0120177	1.26069	K
K2_TE0120179	1.26069	K
K2_TE0120176	1.26069	K
K2_TE0120172	0.168092	K
K2_TE0120170	0.336183	K
K2_TE0120169	0.420229	K
K2_TE0120168	0.924504	K
K2_TE0120167	0.504275	K
K2_TE0120166	0.588321	K
K2_TE0120165	1.0926	K
K2_TE0120164	1.26069	K
K2_TE1013987	1.17664	K
K2_TE1013988	0.840458	K
K2_TE0051898	0.252137	K
K2_TE0051899	0.504275	K
K2_TE0051900	0.840458	K
K2_TE0051901	1.26069	K
K2_TE0051902	1.59687	K
K2_TE0051903	15.8847	K
K2_TE0051904	26.2223	K
K2_TE0051905	6.89176	K
K2_TE0051966	2.18519	K
K2_TE0051967	0.168092	K
K2_TE0051968	0.168092	K
K2_TE0812919	1.34473	K
K2_TE0812921	0.168092	K
K2_TE0812920	0.840458	K
K2_TE0812918	0.504275	K
K2_TE0812917	0.588321	K
K2_TE0812916	0.252137	K
K2_TE0812915	0.336183	K
K2_TE0812911	0.672367	K
K2_TE0812910	3.36183	K
K2_TE0812909	5.37893	K
K2_TE0812908	9.49718	K
K2_TE0812907	9.32909	K
K2_TE0809630	0.504275	K
K2_TE0809629	0.336183	K
K2_TE0809627	0.504275	K
K2_TE0809626	0.168092	K
K2_TE0809624	0.252137	K
K2_TE0809623	0.252137	K
K2_TE0809622	0.252137	K
K2_TE0809621	0.252137	K
K2_TE0809620	0.252137	K
K2_TE0809618	0.252137	K
K2_TE0809619	0.252137	K
K2_TE0809617	0.252137	K
K2_TE0809616	0.252137	K
K2_TE0809615	0.252137	K
K2_TE0809614	0.252137	K
K2_TE0809613	0.252137	K
K2_TE0809612	0.252137	K
K2_TE0809611	0.252137	K
K2_TE0809610	0.252137	K
K2_TE0809065	2.77351	K
K2_TE0809064	2.77351	K
K2_TE0809047	1.26069	K
K2_TE0809046	1.26069	K
K2_TE0809045	2.43733	K
K2_TE0809044	4.37038	K
K2_TE0809043	5.04275	K
K2_TE0808712	8.57267	K
K2_TE0808711	9.07695	K
K2_TE0808710	2.60542	K
K2_TE0808709	2.43733	K
K2_TE0808708	3.36183	K
K2_TE0808707	2.52137	K
K2_TE0808706	14.2878	K
K2_TE0808694	3.36183	K
K2_TE0808693	4.20229	K
K2_TE0808692	0.588321	K
K2_TE0808691	0.588321	K
K2_TE0807963	8.82481	K
K2_TE0807962	8.82481	K
K2_TE0807961	8.82481	K
K2_TE0807960	0.252137	K
K2_TE0807959	0.252137	K
K2_TE0807090	11.094	K
K2_TE0807089	8.90886	K
K2_TE0807088	8.9929	K
K2_TE0807087	8.9929	K
K2_TE0805784	0.168092	K
K2_TE0805783	0.252137	K
K2_TE0805781	0.168092	K
K2_TE0805780	0.168092	K
K2_TE0805242	0.252137	K
K2_TE0805240	0.252137	K
K2_TE0805237	0.252137	K
K2_TE0805236	0.252137	K
K2_TE0805228	1.42878	K
K2_TE0805227	2.43733	K
K2_TE0805224	0.504275	K
K2_TE0805202	0.168092	K
K2_TE0805200	0.168092	K
K2_TE0805199	0.168092	K
K2_TE0805153	0.168092	K
K2_TE0803758	1.84901	K
K2_TE0803757	16.0528	K
K2_TE0803755	1.76496	K
K2_TE0803756	1.34473	K
K2_TE0803754	3.52992	K
K2_TE0803753	2.35328	K
K2_TE0803752	0.420229	K
K2_TE0959419	0.336183	K
K2_TE0959420	0.336183	K
K2_TE0960022	0.252137	K
K2_TE0960023	0.252137	K
K2_TE0960024	0.252137	K
K2_TE0960025	0.252137	K
K2_TE0960026	0.420229	K
K2_TE0960027	0.252137	K
K2_TE0960060	6.30344	K
K2_TE0960083	39.2494	K
K2_TE0960084	27.1468	K
K2_TE0960085	33.3662	K
K2_TE0960086	18.8263	K
K2_TE0960087	14.0357	K
K2_TE0960088	14.624	K
K2_TE0960089	13.3633	K
K2_TE0960090	24.4573	K
K2_TE0960091	18.4901	K
K2_TE0960092	10.5057	K
K2_TE0960093	7.14389	K
K2_TE0960094	11.5983	K
K2_TE0960095	13.8676	K
K2_TE0960096	21.2636	K
K2_TE0960097	13.2792	K
K2_TE0960098	11.2621	K
K2_TE0960099	10.926	K
K2_TE0960100	9.91741	K
K2_TE0960101	9.41313	K
K2_TE0960102	6.9758	K
K2_TE0963034	2.43733	K
K2_TE0963035	8.9929	K
K2_TE0733032	0.168092	K
K2_TE0733033	0.168092	K
K2_TE0733135	11.5143	K
K2_TE0733136	13.0271	K
K2_TE0733137	8.65672	K
K2_TE0733138	12.2707	K
K2_TE0733139	10.4217	K
