index	RPKM	genome
D5_TE1204563	4.64697	D
D5_TE1204573	0.197743	D
D5_TE1204574	0.197743	D
D5_TE1205197	29.1671	D
D5_TE1205719	9.09619	D
D5_TE1205720	4.35035	D
D5_TE1205721	10.1838	D
D5_TE1205722	13.4465	D
D5_TE1205723	11.4691	D
D5_TE1205724	1.58195	D
D5_TE1205725	2.17518	D
D5_TE1205726	0.692101	D
D5_TE1205727	0.692101	D
D5_TE1206441	1.58195	D
D5_TE1206442	8.7007	D
D5_TE1206465	0.197743	D
D5_TE1206483	0.59323	D
D5_TE1206484	0.197743	D
D5_TE1206490	0.889845	D
D5_TE1206491	0.889845	D
D5_TE1206492	0.494358	D
D5_TE1206493	0.395487	D
D5_TE1206494	0.494358	D
D5_TE1208249	2.86728	D
D5_TE1208250	2.86728	D
D5_TE1208251	2.86728	D
D5_TE1208284	0.59323	D
D5_TE1208286	0.889845	D
D5_TE1208287	2.0763	D
D5_TE1208293	0.197743	D
D5_TE1208294	0.197743	D
D5_TE1208295	0.197743	D
D5_TE1208296	0.197743	D
D5_TE1208297	0.197743	D
D5_TE1208298	0.197743	D
D5_TE1208299	0.197743	D
D5_TE1208300	0.197743	D
D5_TE1208301	0.197743	D
D5_TE1208302	0.197743	D
D5_TE1208303	0.197743	D
D5_TE1208304	0.197743	D
D5_TE1208305	0.197743	D
D5_TE1208306	0.197743	D
D5_TE1208307	0.197743	D
D5_TE1208308	0.197743	D
D5_TE1208309	0.197743	D
D5_TE1208310	0.197743	D
D5_TE1208377	0.296615	D
D5_TE1209328	8.30522	D
D5_TE1209329	7.61312	D
D5_TE1209330	0.988716	D
D5_TE1209331	0.790973	D
D5_TE1209368	0.197743	D
D5_TE1210224	0.59323	D
D5_TE1210225	0.296615	D
D5_TE1210226	0.197743	D
D5_TE1210228	0.197743	D
D5_TE1210229	0.197743	D
D5_TE1210232	0.197743	D
D5_TE1210302	11.568	D
D5_TE1210303	8.99732	D
D5_TE1210304	8.7007	D
D5_TE1210305	8.79958	D
D5_TE1210509	9.98604	D
D5_TE1210510	9.49168	D
D5_TE1210588	15.3251	D
D5_TE1210589	15.2262	D
D5_TE1210590	10.5793	D
D5_TE1210591	10.5793	D
D5_TE1210609	25.7066	D
D5_TE1210610	1.3842	D
D5_TE1210611	1.3842	D
D5_TE1210612	1.68082	D
D5_TE1210613	1.97743	D
D5_TE1210614	1.48307	D
D5_TE1210615	1.68082	D
D5_TE1210616	1.48307	D
D5_TE1210617	1.58195	D
D5_TE1210618	1.28533	D
D5_TE1210619	1.77969	D
D5_TE1210620	1.68082	D
D5_TE1210621	1.87856	D
D5_TE1210622	1.77969	D
D5_TE1210623	1.3842	D
D5_TE1210624	1.18646	D
D5_TE1210625	5.43794	D
D5_TE1210626	1.18646	D
D5_TE1210627	5.83343	D
D5_TE1210629	0.296615	D
D5_TE1210640	1.3842	D
D5_TE1210641	0.692101	D
D5_TE1210643	0.197743	D
D5_TE1211841	2.27405	D
D5_TE1211842	0.889845	D
D5_TE1211843	0.889845	D
D5_TE1211844	0.494358	D
D5_TE1211845	0.59323	D
D5_TE1211846	0.790973	D
D5_TE1211847	1.58195	D
D5_TE1211849	0.296615	D
D5_TE1211850	0.296615	D
D5_TE1211851	0.197743	D
D5_TE1211853	0.395487	D
D5_TE1211854	0.296615	D
D5_TE1211855	1.18646	D
D5_TE1211856	0.59323	D
D5_TE1211860	0.197743	D
D5_TE1211915	0.197743	D
D5_TE1211916	0.197743	D
D5_TE1211917	0.197743	D
D5_TE1212681	0.790973	D
D5_TE1212682	0.395487	D
D5_TE1212683	0.395487	D
D5_TE1212684	0.59323	D
D5_TE1212685	0.494358	D
D5_TE1212686	0.395487	D
D5_TE1212687	0.692101	D
D5_TE1212689	0.197743	D
D5_TE1212691	0.197743	D
D5_TE1212692	0.197743	D
D5_TE1212695	34.6051	D
D5_TE1212696	36.4836	D
D5_TE1212697	9.59055	D
D5_TE1212698	2.66953	D
D5_TE1212699	0.296615	D
D5_TE1212702	0.197743	D
D5_TE1212704	0.197743	D
D5_TE1212711	0.197743	D
D5_TE1212712	0.197743	D
D5_TE1212713	0.197743	D
D5_TE1212714	0.197743	D
D5_TE1212729	9.49168	D
D5_TE1212730	3.36164	D
D5_TE1213774	1.68082	D
D5_TE1213775	1.97743	D
D5_TE1213776	2.0763	D
D5_TE1213777	1.77969	D
D5_TE1213778	1.77969	D
D5_TE1213779	1.77969	D
D5_TE1213780	0.790973	D
D5_TE1213781	13.842	D
D5_TE1215140	5.04245	D
D5_TE1215141	5.2402	D
D5_TE1215142	6.32778	D
D5_TE1215164	1.18646	D
D5_TE1215165	1.97743	D
D5_TE1215166	0.395487	D
D5_TE1215167	1.58195	D
D5_TE1215168	1.97743	D
D5_TE1215169	44.5911	D
D5_TE1215170	0.197743	D
D5_TE1215171	0.197743	D
D5_TE1215172	3.26276	D
D5_TE1215703	0.197743	D
D5_TE1215772	10.5793	D
D5_TE1215773	15.5228	D
D5_TE1215775	0.197743	D
D5_TE1215778	5.43794	D
D5_TE1215779	6.92101	D
D5_TE1215780	30.6502	D
D5_TE1238090	33.5175	D
D5_TE1238089	1.97743	D
D5_TE1237574	7.41537	D
D5_TE1237573	7.41537	D
D5_TE1237526	1.97743	D
D5_TE1237525	1.68082	D
D5_TE1237524	2.66953	D
D5_TE1237523	3.85599	D
D5_TE1237522	6.92101	D
D5_TE1237521	2.86728	D
D5_TE1237468	4.35035	D
D5_TE1237464	0.395487	D
D5_TE1237463	0.197743	D
D5_TE1237456	0.395487	D
D5_TE1237455	0.197743	D
D5_TE1237451	1.28533	D
D5_TE1237450	1.77969	D
D5_TE1237433	0.197743	D
D5_TE1237432	0.197743	D
D5_TE1237431	2.96615	D
D5_TE1237430	2.86728	D
D5_TE1237393	11.8646	D
D5_TE1237391	2.76841	D
D5_TE1236395	3.75712	D
D5_TE1236394	3.75712	D
D5_TE1236330	0.197743	D
D5_TE1236317	0.296615	D
D5_TE1236316	0.296615	D
D5_TE1236314	0.296615	D
D5_TE1236308	22.0484	D
D5_TE1236307	13.1499	D
D5_TE1236306	3.36164	D
D5_TE1236305	0.296615	D
D5_TE1236304	0.296615	D
D5_TE1236303	0.197743	D
D5_TE1236300	0.197743	D
D5_TE1236302	0.197743	D
D5_TE1236298	0.692101	D
D5_TE1236301	0.197743	D
D5_TE1236299	0.296615	D
D5_TE1236297	0.494358	D
D5_TE1236274	4.84471	D
D5_TE1236273	1.28533	D
D5_TE1236236	3.46051	D
D5_TE1236235	55.8625	D
D5_TE1236234	50.82	D
D5_TE1236233	17.2037	D
D5_TE1236232	16.3138	D
D5_TE1236231	16.0172	D
D5_TE1236230	15.8195	D
D5_TE1236229	15.8195	D
D5_TE1236228	31.8367	D
D5_TE1236227	24.8168	D
D5_TE1236226	23.2348	D
D5_TE1236224	10.777	D
D5_TE1236223	9.88716	D
D5_TE1236222	0.296615	D
D5_TE1236221	0.494358	D
D5_TE1236220	0.296615	D
D5_TE1236219	0.395487	D
D5_TE1235935	0.197743	D
D5_TE1235934	0.197743	D
D5_TE1235933	0.197743	D
D5_TE1235932	0.197743	D
D5_TE1235931	0.197743	D
D5_TE1235930	0.197743	D
D5_TE1235929	0.197743	D
D5_TE1235928	0.197743	D
D5_TE1235927	0.197743	D
D5_TE1235926	5.63568	D
D5_TE1235924	5.73455	D
D5_TE1235925	5.63568	D
D5_TE1235923	0.197743	D
D5_TE1235922	15.3251	D
D5_TE1235921	0.197743	D
D5_TE1235920	0.197743	D
D5_TE1235919	0.197743	D
D5_TE1235918	0.197743	D
D5_TE1235917	0.197743	D
D5_TE1235916	0.197743	D
D5_TE1235915	0.197743	D
D5_TE1235914	0.197743	D
D5_TE1235913	0.197743	D
D5_TE1235912	0.197743	D
D5_TE1235911	0.197743	D
D5_TE1235910	0.197743	D
D5_TE1235909	0.197743	D
D5_TE1235908	0.197743	D
D5_TE1235907	0.197743	D
D5_TE1235906	0.197743	D
D5_TE1235905	0.197743	D
D5_TE1235903	0.197743	D
D5_TE1235904	0.197743	D
D5_TE1235902	0.197743	D
D5_TE1235901	0.197743	D
D5_TE1235900	0.197743	D
D5_TE1235899	0.197743	D
D5_TE1235898	0.197743	D
D5_TE1235897	0.197743	D
D5_TE1235894	0.197743	D
D5_TE1235895	0.197743	D
D5_TE1235896	0.197743	D
D5_TE1235892	0.197743	D
D5_TE1235893	0.197743	D
D5_TE1235891	0.197743	D
D5_TE1235889	0.197743	D
D5_TE1235888	0.197743	D
D5_TE1235890	0.197743	D
D5_TE1235887	0.197743	D
D5_TE1235886	0.197743	D
D5_TE1234873	4.74584	D
D5_TE1234872	1.08759	D
D5_TE1234871	1.08759	D
D5_TE1234867	1.28533	D
D5_TE1234864	7.61312	D
D5_TE1234866	2.47179	D
D5_TE1234865	1.58195	D
D5_TE1234858	0.197743	D
D5_TE1234857	0.197743	D
D5_TE1234856	0.197743	D
D5_TE1234855	0.59323	D
D5_TE1234854	0.59323	D
D5_TE1234754	5.43794	D
D5_TE1234753	5.14133	D
D5_TE1234752	4.15261	D
D5_TE1234740	0.395487	D
D5_TE1234739	3.36164	D
D5_TE1234738	2.37292	D
D5_TE1234737	1.97743	D
D5_TE1234736	2.37292	D
D5_TE1234734	2.37292	D
D5_TE1234733	2.0763	D
D5_TE1234516	0.197743	D
D5_TE1234515	0.197743	D
D5_TE1234513	0.395487	D
D5_TE1234463	0.296615	D
D5_TE1234462	0.296615	D
D5_TE1234427	1.68082	D
D5_TE1234426	2.27405	D
D5_TE1234425	3.65825	D
D5_TE1234424	3.46051	D
D5_TE1234423	3.75712	D
D5_TE1234422	4.5481	D
D5_TE1234421	0.395487	D
D5_TE1234416	0.692101	D
D5_TE1234414	0.395487	D
D5_TE1233459	0.197743	D
D5_TE1233458	0.197743	D
D5_TE1233457	0.197743	D
D5_TE1233325	2.0763	D
D5_TE1233324	3.36164	D
D5_TE1233323	2.96615	D
D5_TE1233322	2.96615	D
D5_TE1233321	2.86728	D
D5_TE1233320	3.75712	D
D5_TE1233319	3.75712	D
D5_TE1233318	3.75712	D
D5_TE1233313	0.197743	D
D5_TE1233312	3.16389	D
D5_TE1233311	13.1499	D
D5_TE1233310	17.9946	D
D5_TE1233309	2.96615	D
D5_TE1232517	23.0371	D
D5_TE1231201	14.2375	D
D5_TE1231200	13.842	D
D5_TE1231199	14.5341	D
D5_TE1231197	15.3251	D
D5_TE1231198	13.842	D
D5_TE1231196	14.9296	D
D5_TE1231195	2.0763	D
D5_TE1231194	0.790973	D
D5_TE1231186	1.68082	D
D5_TE1231185	1.68082	D
D5_TE1231183	1.77969	D
D5_TE1231184	1.77969	D
D5_TE1231182	1.77969	D
D5_TE1231181	2.66953	D
D5_TE1231180	2.66953	D
D5_TE1231179	2.96615	D
D5_TE1231178	13.1499	D
D5_TE1231177	9.39281	D
D5_TE1231176	9.39281	D
D5_TE1231175	9.78829	D
D5_TE1231174	11.8646	D
D5_TE1231173	11.0736	D
D5_TE1231172	0.197743	D
D5_TE1230078	3.95487	D
D5_TE1230077	1.18646	D
D5_TE1230076	1.18646	D
D5_TE1230074	0.988716	D
D5_TE1230075	0.790973	D
D5_TE1230073	1.48307	D
D5_TE1230070	1.3842	D
D5_TE1230072	1.08759	D
D5_TE1230071	0.889845	D
D5_TE1230069	0.790973	D
D5_TE1230068	1.28533	D
D5_TE1230067	0.790973	D
D5_TE1230066	0.790973	D
D5_TE1230065	0.59323	D
D5_TE1230063	0.692101	D
D5_TE1230064	0.59323	D
D5_TE1230062	0.494358	D
D5_TE1230061	0.296615	D
D5_TE1230060	0.790973	D
D5_TE1230059	1.28533	D
D5_TE1229956	6.72327	D
D5_TE1229955	7.21763	D
D5_TE1229952	0.494358	D
D5_TE1229918	8.7007	D
D5_TE1229246	23.136	D
D5_TE1229245	20.4664	D
D5_TE1229244	0.296615	D
D5_TE1228417	1.08759	D
D5_TE1228416	1.08759	D
D5_TE1228415	2.66953	D
D5_TE1228414	2.66953	D
D5_TE1228413	2.66953	D
D5_TE1228412	2.66953	D
D5_TE1228411	2.66953	D
D5_TE1228368	0.197743	D
D5_TE1228369	0.197743	D
D5_TE1228367	0.197743	D
D5_TE1228366	0.197743	D
D5_TE1228365	0.197743	D
D5_TE1228364	0.197743	D
D5_TE1228363	0.395487	D
D5_TE1228362	0.395487	D
D5_TE1228357	47.1618	D
D5_TE1228356	48.6448	D
D5_TE1228355	14.0398	D
D5_TE1228354	0.790973	D
D5_TE1228348	0.59323	D
D5_TE1228342	0.197743	D
D5_TE1228341	0.197743	D
D5_TE1228340	0.197743	D
D5_TE1228336	0.296615	D
D5_TE1226930	0.296615	D
D5_TE1226929	0.59323	D
D5_TE1226790	12.5567	D
D5_TE1226789	3.85599	D
D5_TE1225533	7.61312	D
D5_TE1225522	13.2488	D
D5_TE1225521	13.1499	D
D5_TE1225520	11.0736	D
D5_TE1225519	11.8646	D
D5_TE1225517	11.7657	D
D5_TE1225518	11.2714	D
D5_TE1225516	11.3702	D
D5_TE1225515	11.2714	D
D5_TE1225514	10.777	D
D5_TE1225513	12.8533	D
D5_TE1225512	5.04245	D
D5_TE1225511	2.86728	D
D5_TE1225510	0.988716	D
D5_TE1224688	1.28533	D
D5_TE1224687	1.08759	D
D5_TE1224686	0.395487	D
D5_TE1224685	1.48307	D
D5_TE1224684	0.988716	D
D5_TE1224683	0.494358	D
D5_TE1224682	0.692101	D
D5_TE1224681	0.790973	D
D5_TE1224595	0.296615	D
D5_TE1222621	8.50296	D
D5_TE1222620	11.4691	D
D5_TE1222619	0.296615	D
D5_TE1222616	0.692101	D
D5_TE1222615	0.59323	D
D5_TE1222613	0.59323	D
D5_TE1222614	0.59323	D
D5_TE1222612	0.494358	D
D5_TE1222611	0.494358	D
D5_TE1222610	0.494358	D
D5_TE1222609	0.395487	D
D5_TE1222608	0.395487	D
D5_TE1222607	0.395487	D
D5_TE1222606	1.58195	D
D5_TE1222605	0.790973	D
D5_TE1222604	0.197743	D
D5_TE1222603	0.197743	D
D5_TE1222601	3.06502	D
D5_TE1222600	7.90973	D
D5_TE1222599	9.98604	D
D5_TE1222598	9.78829	D
D5_TE1222597	9.78829	D
D5_TE1222596	9.88716	D
D5_TE1222595	9.98604	D
D5_TE1222594	9.88716	D
D5_TE1222593	9.88716	D
D5_TE1222592	9.98604	D
D5_TE1222591	9.78829	D
D5_TE1222590	9.88716	D
D5_TE1222589	9.98604	D
D5_TE1222588	9.78829	D
D5_TE1222587	9.59055	D
D5_TE1222586	9.59055	D
D5_TE1222585	9.68942	D
D5_TE1222584	9.68942	D
D5_TE1222583	9.59055	D
D5_TE1222582	9.59055	D
D5_TE1222579	9.88716	D
D5_TE1222581	9.59055	D
D5_TE1222580	9.78829	D
D5_TE1222578	9.98604	D
D5_TE1222577	9.68942	D
D5_TE1222576	9.59055	D
D5_TE1222575	9.59055	D
D5_TE1222574	9.59055	D
D5_TE1222573	9.59055	D
D5_TE1222571	1.3842	D
D5_TE1222570	0.494358	D
D5_TE1222569	0.395487	D
D5_TE1221673	6.92101	D
D5_TE1221498	0.395487	D
D5_TE1221497	0.395487	D
D5_TE1220958	97.3886	D
D5_TE1220930	0.494358	D
D5_TE1220929	0.395487	D
D5_TE1219908	0.494358	D
D5_TE1219907	0.395487	D
D5_TE1219848	30.4525	D
D5_TE1219847	47.4584	D
D5_TE1218770	4.15261	D
D5_TE1218696	14.7319	D
D5_TE1218695	15.0285	D
D5_TE1218694	15.0285	D
D5_TE1218693	15.424	D
D5_TE1218692	14.7319	D
D5_TE1218691	14.7319	D
D5_TE1218690	14.8307	D
D5_TE1218689	14.8307	D
D5_TE1218688	0.790973	D
D5_TE1217318	1.48307	D
D5_TE1216293	50.2268	D
D5_TE1216292	50.2268	D
D5_TE1216291	63.179	D
D5_TE1216290	24.7179	D
D5_TE1216289	24.7179	D
D5_TE1216288	24.3224	D
D5_TE1216287	24.3224	D
D5_TE1216286	8.50296	D
D5_TE0755926	0.395487	D
D5_TE0755852	0.296615	D
D5_TE0755851	0.296615	D
D5_TE0753198	16.4127	D
D5_TE0753197	19.9721	D
D5_TE0753196	0.395487	D
D5_TE0753195	0.197743	D
D5_TE0752033	0.197743	D
D5_TE0752032	0.296615	D
D5_TE0752030	2.0763	D
D5_TE0752031	0.197743	D
D5_TE1016602	4.35035	D
D5_TE1016603	5.53681	D
D5_TE1016604	6.52553	D
D5_TE1016605	2.37292	D
D5_TE1016606	0.296615	D
D5_TE1016632	0.395487	D
D5_TE1016633	0.197743	D
D5_TE1016634	0.197743	D
D5_TE1016635	0.197743	D
D5_TE1016636	0.395487	D
D5_TE1016637	0.395487	D
D5_TE1016638	0.395487	D
D5_TE1016639	0.395487	D
D5_TE1016640	0.395487	D
D5_TE1016641	0.395487	D
D5_TE1016642	0.395487	D
D5_TE1016643	0.395487	D
D5_TE1016644	0.395487	D
D5_TE1016645	0.395487	D
D5_TE1016646	0.395487	D
D5_TE1018155	1.3842	D
D5_TE1018156	2.27405	D
D5_TE1018157	6.52553	D
D5_TE1018158	6.72327	D
D5_TE1018159	8.0086	D
D5_TE1018160	7.61312	D
D5_TE1018161	7.61312	D
D5_TE1018162	7.71199	D
D5_TE1018163	7.71199	D
D5_TE1018205	0.296615	D
D5_TE1018206	0.395487	D
D5_TE1018207	0.692101	D
D5_TE1018208	0.790973	D
D5_TE1018209	1.68082	D
D5_TE1018210	4.05374	D
D5_TE1018211	0.988716	D
D5_TE1018212	1.08759	D
D5_TE1018213	1.18646	D
D5_TE1018214	1.48307	D
D5_TE1018215	0.197743	D
D5_TE1018251	0.197743	D
D5_TE1018259	7.21763	D
D5_TE1018260	5.43794	D
D5_TE1018261	4.35035	D
D5_TE0264787	0.296615	D
D5_TE0264878	0.296615	D
D5_TE0264879	0.296615	D
D5_TE0264899	0.197743	D
D5_TE0265421	2.17518	D
D5_TE0265496	0.296615	D
D5_TE0265497	0.197743	D
D5_TE0265506	8.99732	D
D5_TE0265549	0.296615	D
D5_TE0265556	7.21763	D
D5_TE0265589	2.96615	D
D5_TE0265594	3.65825	D
D5_TE0265595	6.03117	D
D5_TE0265596	0.59323	D
D5_TE0265598	0.296615	D
D5_TE0267168	74.2526	D
D5_TE0268198	0.197743	D
D5_TE0268201	0.197743	D
D5_TE0268211	0.494358	D
D5_TE0268212	1.3842	D
D5_TE0268213	27.8818	D
D5_TE0268214	1.58195	D
D5_TE0268215	1.58195	D
D5_TE0268216	2.96615	D
D5_TE0268217	7.41537	D
D5_TE0268218	9.29393	D
D5_TE0270946	0.395487	D
D5_TE0270951	1.58195	D
D5_TE0270952	1.3842	D
D5_TE0270953	1.28533	D
D5_TE0271662	1.97743	D
D5_TE0271663	2.27405	D
D5_TE0271665	3.85599	D
D5_TE0272394	5.83343	D
D5_TE0272410	20.6642	D
D5_TE0272411	66.5406	D
D5_TE0272412	13.6443	D
D5_TE0272413	3.95487	D
D5_TE0273459	118.448	D
D5_TE0273460	1.68082	D
D5_TE0273469	0.296615	D
D5_TE0273470	0.296615	D
D5_TE0273471	0.296615	D
D5_TE0273472	0.296615	D
D5_TE0273473	0.296615	D
D5_TE0273474	0.296615	D
D5_TE0273475	0.296615	D
D5_TE0273476	0.296615	D
D5_TE0273477	0.296615	D
D5_TE0273478	0.296615	D
D5_TE0273479	0.296615	D
D5_TE0273480	0.296615	D
D5_TE0273481	0.296615	D
D5_TE0273482	0.296615	D
D5_TE0273483	0.296615	D
D5_TE0273484	0.296615	D
D5_TE0273485	0.296615	D
D5_TE0273486	0.296615	D
D5_TE0273487	0.296615	D
D5_TE0273488	0.296615	D
D5_TE0273489	0.296615	D
D5_TE0274813	18.5879	D
D5_TE0274814	18.7856	D
D5_TE0274815	20.0709	D
D5_TE0274816	19.5766	D
D5_TE0274905	0.988716	D
D5_TE0276301	0.197743	D
D5_TE0276334	1.48307	D
D5_TE0276338	2.66953	D
D5_TE0276339	3.85599	D
D5_TE0276340	9.68942	D
D5_TE0276341	13.842	D
D5_TE0276396	0.197743	D
D5_TE0276397	0.197743	D
D5_TE0276398	0.197743	D
D5_TE0277346	0.197743	D
D5_TE0277347	0.197743	D
D5_TE0277388	10.3815	D
D5_TE0277389	6.03117	D
D5_TE0277390	2.27405	D
D5_TE0277482	19.7743	D
D5_TE0277483	19.6755	D
D5_TE0277484	19.6755	D
D5_TE0277485	19.6755	D
D5_TE0277486	19.6755	D
D5_TE0277499	16.1161	D
D5_TE0277757	0.296615	D
D5_TE0277758	0.296615	D
D5_TE0277759	0.296615	D
D5_TE0277760	0.197743	D
D5_TE0277773	0.395487	D
D5_TE0277833	0.197743	D
D5_TE0277834	1.58195	D
D5_TE0277835	15.8195	D
D5_TE0277836	15.8195	D
D5_TE0277837	15.5228	D
D5_TE0278406	0.395487	D
D5_TE0278407	0.494358	D
D5_TE0278408	0.494358	D
D5_TE0278409	0.494358	D
D5_TE0278410	0.494358	D
D5_TE0278411	0.494358	D
D5_TE0278412	0.494358	D
D5_TE0278413	0.494358	D
D5_TE0278414	0.494358	D
D5_TE0278415	0.494358	D
D5_TE0278416	0.494358	D
D5_TE0278455	3.36164	D
D5_TE0278458	4.94358	D
D5_TE0278459	7.71199	D
D5_TE0278460	8.99732	D
D5_TE0278461	14.0398	D
D5_TE0278462	6.32778	D
D5_TE0278463	11.4691	D
D5_TE0278464	6.42666	D
D5_TE0278465	12.6556	D
D5_TE0278466	8.20635	D
D5_TE0279197	1.58195	D
D5_TE0279198	1.18646	D
D5_TE0279199	1.18646	D
D5_TE0279200	1.18646	D
D5_TE0279201	1.28533	D
D5_TE0279208	0.197743	D
D5_TE0279209	22.345	D
D5_TE0279310	7.81086	D
D5_TE0279311	7.61312	D
D5_TE0279312	9.98604	D
D5_TE0281453	0.59323	D
D5_TE0281517	0.296615	D
D5_TE0281519	0.296615	D
D5_TE0281522	0.296615	D
D5_TE0281523	0.59323	D
D5_TE0282522	33.8141	D
D5_TE0282523	27.3874	D
D5_TE0282524	24.8168	D
D5_TE0282525	26.201	D
D5_TE0282526	7.90973	D
D5_TE0282527	10.777	D
D5_TE0282528	6.92101	D
D5_TE0282529	11.3702	D
D5_TE0282530	11.1725	D
D5_TE0282531	8.40409	D
D5_TE0282532	1.77969	D
D5_TE0282533	1.68082	D
D5_TE0282534	1.68082	D
D5_TE0282535	2.17518	D
D5_TE0282536	2.17518	D
D5_TE0282537	1.87856	D
D5_TE0282538	1.68082	D
D5_TE0282539	1.58195	D
D5_TE0282540	1.87856	D
D5_TE0282541	1.77969	D
D5_TE0282542	2.0763	D
D5_TE0282543	1.68082	D
D5_TE0282544	1.68082	D
D5_TE0282614	0.197743	D
D5_TE0282615	0.395487	D
D5_TE0282616	5.04245	D
D5_TE0282617	240.456	D
D5_TE0282618	32.6276	D
D5_TE0282619	34.5062	D
D5_TE0282620	74.4503	D
D5_TE0282643	10.0849	D
D5_TE0282644	8.89845	D
D5_TE0283454	0.296615	D
D5_TE0283455	0.296615	D
D5_TE0283458	21.2574	D
D5_TE0285255	0.197743	D
D5_TE0285256	0.197743	D
D5_TE0285257	0.197743	D
D5_TE0285258	0.197743	D
D5_TE0285259	0.197743	D
D5_TE0285260	0.197743	D
D5_TE0285261	0.197743	D
D5_TE0285262	0.197743	D
D5_TE0285263	0.197743	D
D5_TE0285264	0.197743	D
D5_TE0285265	0.197743	D
D5_TE0285267	0.197743	D
D5_TE0285268	0.197743	D
D5_TE0285269	0.197743	D
D5_TE0285270	0.197743	D
D5_TE0285271	0.197743	D
D5_TE0285272	0.197743	D
D5_TE0285273	0.197743	D
D5_TE0285274	0.197743	D
D5_TE0285275	0.197743	D
D5_TE0285276	0.197743	D
D5_TE0285277	0.197743	D
D5_TE0285278	0.197743	D
D5_TE0285279	0.197743	D
D5_TE0285280	0.197743	D
D5_TE0285281	0.197743	D
D5_TE0285282	0.197743	D
D5_TE0285283	0.197743	D
D5_TE0285284	0.197743	D
D5_TE0285285	0.197743	D
D5_TE0285286	0.197743	D
D5_TE0285287	0.197743	D
D5_TE0285288	0.197743	D
D5_TE0285289	0.197743	D
D5_TE0285290	0.197743	D
D5_TE0285291	0.197743	D
D5_TE0285292	0.197743	D
D5_TE0285293	0.197743	D
D5_TE0285294	1.28533	D
D5_TE0285295	1.28533	D
D5_TE0285296	1.28533	D
D5_TE0285297	1.28533	D
D5_TE0285298	1.28533	D
D5_TE0285299	1.28533	D
D5_TE0285300	1.48307	D
D5_TE0285301	1.3842	D
D5_TE0285302	1.3842	D
D5_TE0285303	1.28533	D
D5_TE0285304	1.28533	D
D5_TE0285305	0.692101	D
D5_TE0285306	0.692101	D
D5_TE0285307	0.692101	D
D5_TE0285308	0.59323	D
D5_TE0285309	0.197743	D
D5_TE0285310	0.197743	D
D5_TE0285311	0.197743	D
D5_TE0285312	0.197743	D
D5_TE0285313	0.197743	D
D5_TE0285314	0.197743	D
D5_TE0285315	0.197743	D
D5_TE0285316	0.197743	D
D5_TE0285317	0.197743	D
D5_TE0285318	0.197743	D
D5_TE0285319	0.197743	D
D5_TE0285320	0.197743	D
D5_TE0285321	0.197743	D
D5_TE0285322	0.197743	D
D5_TE0285323	0.197743	D
D5_TE0285324	0.197743	D
D5_TE0285368	4.84471	D
D5_TE0285400	5.2402	D
D5_TE0285751	0.197743	D
D5_TE0285790	32.5288	D
D5_TE0285791	6.52553	D
D5_TE0285792	1.28533	D
D5_TE0285835	0.197743	D
D5_TE0285836	0.197743	D
D5_TE0285837	0.197743	D
D5_TE0285838	0.197743	D
D5_TE0285839	0.197743	D
D5_TE0285840	0.197743	D
D5_TE0285841	0.197743	D
D5_TE0285842	0.197743	D
D5_TE0285843	0.197743	D
D5_TE0285844	0.197743	D
D5_TE0285845	0.197743	D
D5_TE0285846	0.197743	D
D5_TE0285847	0.197743	D
D5_TE0285848	0.197743	D
D5_TE0285849	0.197743	D
D5_TE0285850	0.197743	D
D5_TE0285851	0.197743	D
D5_TE0285852	0.197743	D
D5_TE0285853	0.197743	D
D5_TE0285854	0.197743	D
D5_TE0285855	0.197743	D
D5_TE0285856	0.197743	D
D5_TE0285857	0.197743	D
D5_TE0285858	0.197743	D
D5_TE0285859	0.197743	D
D5_TE0285860	0.197743	D
D5_TE0285861	0.197743	D
D5_TE0285862	0.197743	D
D5_TE0285863	16.2149	D
D5_TE0285864	16.0172	D
D5_TE0285865	0.197743	D
D5_TE0285866	0.197743	D
D5_TE0285867	0.197743	D
D5_TE0285868	0.197743	D
D5_TE0285869	5.43794	D
D5_TE0285870	7.11876	D
D5_TE0285871	11.6669	D
D5_TE0285872	4.5481	D
D5_TE0285873	2.37292	D
D5_TE0285874	1.97743	D
D5_TE0285875	2.37292	D
D5_TE0285876	3.36164	D
D5_TE0285877	4.15261	D
D5_TE0285878	1.3842	D
D5_TE0285879	1.3842	D
D5_TE0285880	1.3842	D
D5_TE0286370	0.197743	D
D5_TE0286371	0.197743	D
D5_TE0286372	46.0742	D
D5_TE0286373	46.5685	D
D5_TE0286374	0.197743	D
D5_TE0286375	0.197743	D
D5_TE0286376	0.197743	D
D5_TE0286377	0.197743	D
D5_TE0286378	0.197743	D
D5_TE0286379	0.197743	D
D5_TE0286380	0.197743	D
D5_TE0286381	0.197743	D
D5_TE0286382	0.197743	D
D5_TE0286383	0.197743	D
D5_TE0286384	0.197743	D
D5_TE0286385	0.197743	D
D5_TE0286386	0.197743	D
D5_TE0286387	0.197743	D
D5_TE0286388	0.197743	D
D5_TE0286389	0.197743	D
D5_TE0286390	0.197743	D
D5_TE0286391	0.197743	D
D5_TE0286392	0.197743	D
D5_TE0286393	0.197743	D
D5_TE0286394	0.197743	D
D5_TE0286395	0.197743	D
D5_TE0286396	0.197743	D
D5_TE0286397	0.197743	D
D5_TE0286398	0.197743	D
D5_TE0286399	0.197743	D
