index	RPKM	type	genome
K2_TE0023753	0.168092	specific	K
K2_TE0023754	0.168092	specific	K
K2_TE0023755	0.168092	specific	K
K2_TE0023756	0.168092	specific	K
K2_TE0023757	0.168092	specific	K
K2_TE0023758	0.504275	specific	K
K2_TE0023759	0.168092	specific	K
K2_TE0023760	0.168092	specific	K
K2_TE0023762	0.168092	specific	K
K2_TE0023763	0.168092	specific	K
K2_TE0023764	0.168092	specific	K
K2_TE0023765	0.168092	specific	K
K2_TE0023766	0.168092	specific	K
K2_TE0023767	0.168092	specific	K
K2_TE0023768	0.168092	specific	K
K2_TE0023769	0.168092	specific	K
K2_TE0023770	0.168092	specific	K
K2_TE0023771	0.168092	specific	K
K2_TE0023772	41.3505	specific	K
K2_TE0023773	0.252137	specific	K
K2_TE1441410	0.252137	specific	K
K2_TE1441423	5.63107	specific	K
K2_TE1441424	4.0342	specific	K
K2_TE1441425	2.77351	specific	K
K2_TE1441426	2.85756	specific	K
K2_TE1441427	2.9416	specific	K
K2_TE1441428	3.61397	specific	K
K2_TE1441429	2.9416	specific	K
K2_TE1441450	7.48008	specific	K
K2_TE1441451	10.7579	specific	K
K2_TE1441452	8.65672	specific	K
K2_TE1441454	11.1781	specific	K
K2_TE1441455	14.0357	specific	K
K2_TE1441456	12.6909	specific	K
K2_TE1441457	12.5228	specific	K
K2_TE1443010	3.86611	specific	K
K2_TE1443011	3.69802	specific	K
K2_TE1443012	3.61397	specific	K
K2_TE1807968	12.859	specific	K
K2_TE1807967	12.6909	specific	K
K2_TE1807907	0.588321	specific	K
K2_TE1807906	1.17664	specific	K
K2_TE1807905	1.0926	specific	K
K2_TE1807904	0.420229	specific	K
K2_TE1807903	0.756412	specific	K
K2_TE1807896	2.85756	specific	K
K2_TE0348152	0.168092	specific	K
K2_TE0348151	0.168092	specific	K
K2_TE1297346	7.56412	specific	K
K2_TE0841527	4.79061	specific	K
K2_TE0841056	0.504275	specific	K
K2_TE0841055	0.504275	specific	K
K2_TE0841054	0.504275	specific	K
K2_TE0841053	0.504275	specific	K
K2_TE0841052	0.504275	specific	K
K2_TE0841051	0.504275	specific	K
K2_TE0841050	0.504275	specific	K
K2_TE0841049	0.504275	specific	K
K2_TE0841047	0.504275	specific	K
K2_TE0841046	0.504275	specific	K
K2_TE0841045	0.504275	specific	K
K2_TE0841043	0.504275	specific	K
K2_TE0841044	0.504275	specific	K
K2_TE0841042	0.504275	specific	K
K2_TE0841041	0.504275	specific	K
K2_TE0841040	0.504275	specific	K
K2_TE1824376	6.63962	specific	K
K2_TE1824354	0.420229	specific	K
K2_TE1800396	0.168092	specific	K
K2_TE1800397	0.168092	specific	K
K2_TE1800398	0.168092	specific	K
K2_TE1800399	0.168092	specific	K
K2_TE1800400	0.168092	specific	K
K2_TE1800401	0.168092	specific	K
K2_TE1800402	0.168092	specific	K
K2_TE1800403	0.168092	specific	K
K2_TE1800404	0.168092	specific	K
K2_TE1800405	0.168092	specific	K
K2_TE1800406	2.10115	specific	K
K2_TE1800407	2.85756	specific	K
K2_TE1800408	0.168092	specific	K
K2_TE1800409	0.168092	specific	K
K2_TE1800410	0.168092	specific	K
K2_TE1800411	0.168092	specific	K
K2_TE1800412	0.168092	specific	K
K2_TE1800413	0.168092	specific	K
K2_TE1800414	0.168092	specific	K
K2_TE1800415	0.168092	specific	K
K2_TE1800416	0.168092	specific	K
K2_TE1800417	0.168092	specific	K
K2_TE1801127	0.168092	specific	K
K2_TE1801730	1.0926	specific	K
K2_TE1801757	0.504275	specific	K
K2_TE0958988	0.168092	specific	K
K2_TE0958985	1.17664	specific	K
K2_TE0958986	0.504275	specific	K
K2_TE0958984	1.0926	specific	K
K2_TE0958983	1.34473	specific	K
K2_TE0958982	1.17664	specific	K
K2_TE0958981	4.28634	specific	K
K2_TE0958978	6.63962	specific	K
K2_TE0955827	4.62252	specific	K
K2_TE0955826	4.62252	specific	K
K2_TE0043744	0.252137	specific	K
K2_TE0043745	0.168092	specific	K
K2_TE0043747	0.504275	specific	K
K2_TE0043748	0.924504	specific	K
K2_TE2254370	3.36183	specific	K
K2_TE2254394	8.90886	specific	K
K2_TE2254395	9.16099	specific	K
K2_TE2254396	9.32909	specific	K
K2_TE2254435	0.168092	specific	K
K2_TE2254436	0.168092	specific	K
K2_TE0507898	0.168092	specific	K
K2_TE0505148	0.168092	specific	K
K2_TE0505147	0.168092	specific	K
K2_TE0505145	0.168092	specific	K
K2_TE0505144	0.168092	specific	K
K2_TE1106298	0.420229	specific	K
K2_TE1108125	0.252137	specific	K
K2_TE1108126	0.504275	specific	K
K2_TE1108127	0.336183	specific	K
K2_TE1108128	0.336183	specific	K
K2_TE1115611	1.17664	specific	K
K2_TE1115612	1.26069	specific	K
K2_TE1116353	4.53847	specific	K
K2_TE1116354	2.77351	specific	K
K2_TE1116355	2.60542	specific	K
K2_TE1116356	2.26924	specific	K
K2_TE1116357	2.9416	specific	K
K2_TE1116359	2.43733	specific	K
K2_TE1116360	2.52137	specific	K
K2_TE1116361	2.26924	specific	K
K2_TE1116362	2.35328	specific	K
K2_TE1116363	0.588321	specific	K
K2_TE1116364	0.588321	specific	K
K2_TE1116790	2.68947	specific	K
K2_TE1116791	1.00855	specific	K
K2_TE1116792	1.00855	specific	K
K2_TE1116793	1.00855	specific	K
K2_TE1116806	0.168092	specific	K
K2_TE1116815	0.252137	specific	K
K2_TE1116816	0.336183	specific	K
K2_TE1116817	0.168092	specific	K
K2_TE1116820	0.504275	specific	K
K2_TE1116821	0.252137	specific	K
K2_TE1116822	0.252137	specific	K
K2_TE1116823	17.3975	specific	K
K2_TE1116825	10.2536	specific	K
K2_TE1116826	131.532	specific	K
K2_TE1116827	41.4346	specific	K
K2_TE1116828	0.168092	specific	K
K2_TE1116829	0.168092	specific	K
K2_TE1116877	25.2978	specific	K
K2_TE1776103	4.20229	specific	K
K2_TE0257384	0.840458	specific	K
K2_TE0257385	0.756412	specific	K
K2_TE0257386	0.756412	specific	K
K2_TE0257387	1.17664	specific	K
K2_TE0257388	1.17664	specific	K
K2_TE0257389	1.0926	specific	K
K2_TE0257390	1.0926	specific	K
K2_TE1255860	0.420229	specific	K
K2_TE1255858	0.504275	specific	K
K2_TE1255857	0.504275	specific	K
K2_TE1255859	0.504275	specific	K
K2_TE1255856	0.504275	specific	K
K2_TE1255854	0.504275	specific	K
K2_TE1255855	0.504275	specific	K
K2_TE1255853	0.504275	specific	K
K2_TE1251487	7.31199	specific	K
K2_TE1245272	0.168092	specific	K
K2_TE1245261	0.168092	specific	K
K2_TE1244651	0.168092	specific	K
K2_TE1244646	0.252137	specific	K
K2_TE2256115	0.252137	specific	K
K2_TE1817990	0.168092	specific	K
K2_TE1817988	0.168092	specific	K
K2_TE1817989	0.168092	specific	K
K2_TE1817987	0.168092	specific	K
K2_TE1817986	0.168092	specific	K
K2_TE1817984	0.168092	specific	K
K2_TE1817985	0.168092	specific	K
K2_TE1817983	0.168092	specific	K
K2_TE1817981	0.168092	specific	K
K2_TE1817980	0.168092	specific	K
K2_TE1817979	0.168092	specific	K
K2_TE1817978	0.168092	specific	K
K2_TE1817977	0.168092	specific	K
K2_TE1817976	0.168092	specific	K
K2_TE1817975	0.168092	specific	K
K2_TE1817974	0.168092	specific	K
K2_TE1817973	0.168092	specific	K
K2_TE1817972	0.168092	specific	K
K2_TE1817971	0.168092	specific	K
K2_TE1817970	0.168092	specific	K
K2_TE1817969	0.168092	specific	K
K2_TE1817968	0.168092	specific	K
K2_TE1817967	0.168092	specific	K
K2_TE1817965	0.168092	specific	K
K2_TE1817966	0.168092	specific	K
K2_TE1817964	0.168092	specific	K
K2_TE1817963	0.168092	specific	K
K2_TE1817962	0.168092	specific	K
K2_TE1817961	0.168092	specific	K
K2_TE1817960	0.168092	specific	K
K2_TE1817959	0.168092	specific	K
K2_TE1817958	0.168092	specific	K
K2_TE1817957	0.168092	specific	K
K2_TE1817956	0.168092	specific	K
K2_TE1817955	0.168092	specific	K
K2_TE1817954	0.168092	specific	K
K2_TE1817951	0.168092	specific	K
K2_TE1817952	0.168092	specific	K
K2_TE1817953	0.168092	specific	K
K2_TE1817949	0.168092	specific	K
K2_TE1817950	0.168092	specific	K
K2_TE1817948	0.168092	specific	K
K2_TE1817947	0.168092	specific	K
K2_TE1817946	0.168092	specific	K
K2_TE1817945	0.168092	specific	K
K2_TE1817944	0.168092	specific	K
K2_TE1817943	0.168092	specific	K
K2_TE1817942	0.168092	specific	K
K2_TE1817941	0.168092	specific	K
K2_TE1817939	0.168092	specific	K
K2_TE1817940	0.168092	specific	K
K2_TE1817938	0.168092	specific	K
K2_TE1817937	0.168092	specific	K
K2_TE1817936	0.168092	specific	K
K2_TE1817935	0.168092	specific	K
K2_TE1817934	0.168092	specific	K
K2_TE1817933	0.168092	specific	K
K2_TE1817932	0.168092	specific	K
K2_TE1817931	43.7879	specific	K
K2_TE1817930	55.05	specific	K
K2_TE1817929	30.3405	specific	K
K2_TE1817928	60.597	specific	K
K2_TE1817927	146.24	specific	K
K2_TE1817926	24.5414	specific	K
K2_TE2053278	0.504275	specific	K
K2_TE2053277	0.504275	specific	K
K2_TE1562142	0.252137	specific	K
K2_TE1562117	0.588321	specific	K
K2_TE1562116	9.83336	specific	K
K2_TE1562115	8.15244	specific	K
K2_TE1562114	11.1781	specific	K
K2_TE1562113	8.57267	specific	K
K2_TE1562112	8.57267	specific	K
K2_TE1562111	15.4644	specific	K
K2_TE1562110	7.39603	specific	K
K2_TE1562109	8.0684	specific	K
K2_TE1562108	8.23649	specific	K
K2_TE1562107	6.89176	specific	K
K2_TE1562106	12.0186	specific	K
K2_TE1562105	5.12679	specific	K
K2_TE1562104	5.96725	specific	K
K2_TE1562103	6.21939	specific	K
K2_TE0657123	1.51282	specific	K
K2_TE0657124	1.59687	specific	K
K2_TE0657125	1.93305	specific	K
K2_TE0657126	0.924504	specific	K
K2_TE0657127	0.756412	specific	K
K2_TE0657128	0.840458	specific	K
K2_TE0657129	0.924504	specific	K
K2_TE0657130	0.840458	specific	K
K2_TE0657131	0.924504	specific	K
K2_TE0657132	1.17664	specific	K
K2_TE0657133	0.924504	specific	K
K2_TE0657134	0.924504	specific	K
K2_TE0657135	0.924504	specific	K
K2_TE0657136	0.924504	specific	K
K2_TE0657137	0.840458	specific	K
K2_TE0657147	0.252137	specific	K
K2_TE0657148	3.69802	specific	K
K2_TE0657149	18.7422	specific	K
K2_TE0657150	5.71512	specific	K
K2_TE0657151	6.55557	specific	K
K2_TE0658072	2.43733	specific	K
K2_TE0658073	3.1097	specific	K
K2_TE0658074	3.1097	specific	K
K2_TE0658075	3.1097	specific	K
K2_TE0658076	3.02565	specific	K
K2_TE1759751	1.59687	specific	K
K2_TE1759750	0.588321	specific	K
K2_TE1757956	4.28634	specific	K
K2_TE1757955	4.28634	specific	K
K2_TE1757953	0.924504	specific	K
K2_TE1756021	1.93305	specific	K
K2_TE1756020	2.52137	specific	K
K2_TE1756019	2.85756	specific	K
K2_TE1756018	2.26924	specific	K
K2_TE1756017	0.756412	specific	K
K2_TE1756016	0.840458	specific	K
K2_TE1756015	1.00855	specific	K
K2_TE1756014	0.840458	specific	K
K2_TE1756012	1.42878	specific	K
K2_TE1756013	0.252137	specific	K
K2_TE1756011	0.252137	specific	K
K2_TE1756010	0.336183	specific	K
K2_TE1756009	0.504275	specific	K
K2_TE1756007	0.336183	specific	K
K2_TE1756008	0.252137	specific	K
K2_TE1756006	0.420229	specific	K
K2_TE1756005	0.336183	specific	K
K2_TE1745451	0.420229	specific	K
K2_TE1745372	2.10115	specific	K
K2_TE1745347	0.756412	specific	K
K2_TE1745346	0.168092	specific	K
K2_TE1744399	7.64817	specific	K
K2_TE1742965	1.93305	specific	K
K2_TE1741504	1.26069	specific	K
K2_TE1741503	18.9103	specific	K
K2_TE1741502	44.5443	specific	K
K2_TE1741501	0.168092	specific	K
K2_TE1741500	0.168092	specific	K
K2_TE1741499	0.168092	specific	K
K2_TE0442869	0.588321	specific	K
K2_TE1321431	0.504275	specific	K
K2_TE1321432	1.42878	specific	K
K2_TE1321433	10.926	specific	K
K2_TE1321434	10.926	specific	K
K2_TE1321445	13.5314	specific	K
K2_TE1321446	13.3633	specific	K
K2_TE1321447	13.6995	specific	K
K2_TE1321448	13.6154	specific	K
K2_TE1321449	13.8676	specific	K
K2_TE1321450	13.5314	specific	K
K2_TE1321451	13.3633	specific	K
K2_TE1321452	13.3633	specific	K
K2_TE1321453	13.4473	specific	K
K2_TE1321454	13.3633	specific	K
K2_TE1321455	13.3633	specific	K
K2_TE1321456	14.708	specific	K
K2_TE1321457	13.4473	specific	K
K2_TE1321458	18.1539	specific	K
K2_TE1321459	15.6325	specific	K
K2_TE1321460	14.7921	specific	K
K2_TE1321461	24.1211	specific	K
K2_TE1321462	31.7693	specific	K
K2_TE1321463	42.8634	specific	K
K2_TE1321464	24.6254	specific	K
K2_TE1321465	24.6254	specific	K
K2_TE1321466	13.2792	specific	K
K2_TE1321480	0.420229	specific	K
K2_TE1324124	0.588321	specific	K
K2_TE1324417	0.420229	specific	K
K2_TE1324419	0.588321	specific	K
K2_TE1324420	0.336183	specific	K
K2_TE1325498	0.168092	specific	K
K2_TE1325524	10.7579	specific	K
K2_TE1325541	11.2621	specific	K
K2_TE1325542	8.74077	specific	K
K2_TE0037661	6.21939	specific	K
K2_TE0037660	6.55557	specific	K
K2_TE0037659	6.72367	specific	K
K2_TE0037658	7.22794	specific	K
K2_TE0037657	7.14389	specific	K
K2_TE2015572	0.420229	specific	K
K2_TE2015570	6.13534	specific	K
K2_TE2015571	6.13534	specific	K
K2_TE2015566	10.0015	specific	K
K2_TE2015568	9.16099	specific	K
K2_TE2015567	9.16099	specific	K
K2_TE2015565	10.4217	specific	K
K2_TE2015563	12.3547	specific	K
K2_TE2015564	12.2707	specific	K
K2_TE2015562	12.1866	specific	K
K2_TE2015561	2.68947	specific	K
K2_TE2015468	46.2252	specific	K
K2_TE2015467	45.2166	specific	K
K2_TE2015466	33.4502	specific	K
K2_TE2015458	12.1026	specific	K
K2_TE1665065	0.840458	specific	K
K2_TE1665066	0.336183	specific	K
K2_TE1665069	0.168092	specific	K
K2_TE1665070	0.168092	specific	K
K2_TE1665071	63.3705	specific	K
K2_TE1665072	69.758	specific	K
K2_TE1665073	40.5101	specific	K
K2_TE1665074	24.5414	specific	K
K2_TE1665075	38.0728	specific	K
K2_TE1665076	5.21084	specific	K
K2_TE1665077	1.0926	specific	K
K2_TE1665079	0.252137	specific	K
K2_TE1665082	0.252137	specific	K
K2_TE1665086	0.168092	specific	K
K2_TE1665087	0.252137	specific	K
K2_TE1667163	0.168092	specific	K
K2_TE0078606	0.168092	specific	K
K2_TE0078607	0.168092	specific	K
K2_TE0078608	0.168092	specific	K
K2_TE0078609	0.168092	specific	K
K2_TE0078610	0.168092	specific	K
K2_TE0078611	0.168092	specific	K
K2_TE0078612	0.168092	specific	K
K2_TE0078613	0.168092	specific	K
K2_TE0078614	0.168092	specific	K
K2_TE0078615	0.168092	specific	K
K2_TE0223177	1.34473	specific	K
K2_TE0223178	1.51282	specific	K
K2_TE0223180	3.69802	specific	K
K2_TE0223181	0.924504	specific	K
K2_TE0223182	0.924504	specific	K
K2_TE0223183	0.924504	specific	K
K2_TE0223184	0.924504	specific	K
K2_TE0223185	0.924504	specific	K
K2_TE0223186	0.924504	specific	K
K2_TE0223187	0.924504	specific	K
K2_TE0223188	0.924504	specific	K
K2_TE0223189	0.924504	specific	K
K2_TE0223190	0.924504	specific	K
K2_TE0223191	0.924504	specific	K
K2_TE0223192	0.924504	specific	K
K2_TE0223193	0.924504	specific	K
K2_TE0223194	0.924504	specific	K
K2_TE0223195	0.924504	specific	K
K2_TE0223196	0.924504	specific	K
K2_TE0223197	0.924504	specific	K
K2_TE0223198	0.924504	specific	K
K2_TE0223199	0.924504	specific	K
K2_TE0223200	0.924504	specific	K
K2_TE0223201	0.924504	specific	K
K2_TE0223202	0.924504	specific	K
K2_TE0223203	0.924504	specific	K
K2_TE0223204	0.924504	specific	K
K2_TE0223205	0.924504	specific	K
K2_TE0223206	0.924504	specific	K
K2_TE0223222	0.504275	specific	K
K2_TE0223223	0.504275	specific	K
K2_TE0223224	0.504275	specific	K
K2_TE0223229	0.168092	specific	K
K2_TE0223230	0.252137	specific	K
K2_TE0223248	0.252137	specific	K
K2_TE0223249	0.252137	specific	K
K2_TE0223250	0.252137	specific	K
K2_TE0223251	0.336183	specific	K
K2_TE0223252	0.336183	specific	K
K2_TE0223253	0.336183	specific	K
K2_TE0223254	45.1326	specific	K
K2_TE0223285	0.168092	specific	K
K2_TE0223784	0.336183	specific	K
K2_TE0223821	0.504275	specific	K
K2_TE0223822	0.420229	specific	K
K2_TE0223823	0.420229	specific	K
K2_TE0223824	0.420229	specific	K
K2_TE0223825	0.420229	specific	K
K2_TE0223826	1.93305	specific	K
K2_TE0223840	0.168092	specific	K
K2_TE0223843	0.336183	specific	K
K2_TE0223845	3.78206	specific	K
K2_TE0224489	0.252137	specific	K
K2_TE0224490	0.252137	specific	K
K2_TE0224491	0.252137	specific	K
K2_TE0224492	0.252137	specific	K
K2_TE0224493	0.252137	specific	K
K2_TE0224494	0.252137	specific	K
K2_TE0224496	0.336183	specific	K
K2_TE0224497	0.336183	specific	K
K2_TE0224498	0.336183	specific	K
K2_TE0224499	0.336183	specific	K
K2_TE0224500	0.336183	specific	K
K2_TE0224501	0.336183	specific	K
K2_TE0224502	0.252137	specific	K
K2_TE0224503	0.252137	specific	K
K2_TE0224504	0.252137	specific	K
K2_TE0224505	0.252137	specific	K
K2_TE0224506	0.252137	specific	K
K2_TE0224507	0.252137	specific	K
K2_TE0224508	0.252137	specific	K
K2_TE0224509	0.252137	specific	K
K2_TE0224510	0.252137	specific	K
K2_TE0224511	0.252137	specific	K
K2_TE0224512	0.252137	specific	K
K2_TE0224513	0.252137	specific	K
K2_TE0224514	0.252137	specific	K
K2_TE0224515	0.252137	specific	K
K2_TE0224516	0.252137	specific	K
K2_TE0224517	0.252137	specific	K
K2_TE0224518	0.252137	specific	K
K2_TE0224520	0.252137	specific	K
K2_TE0224521	0.252137	specific	K
K2_TE0224522	0.252137	specific	K
K2_TE0224523	0.252137	specific	K
K2_TE0224524	0.252137	specific	K
K2_TE0224525	0.252137	specific	K
K2_TE0224526	0.252137	specific	K
K2_TE0224527	0.252137	specific	K
K2_TE0224528	0.252137	specific	K
K2_TE0224529	0.252137	specific	K
K2_TE0224530	31.8534	specific	K
K2_TE0224531	38.577	specific	K
K2_TE0224532	0.252137	specific	K
K2_TE0224533	0.252137	specific	K
K2_TE0224534	0.252137	specific	K
K2_TE0224535	1.26069	specific	K
K2_TE0224536	0.840458	specific	K
K2_TE0286622	7.22794	specific	K
K2_TE0286623	3.36183	specific	K
K2_TE0286624	4.62252	specific	K
K2_TE0623652	1.68092	specific	K
K2_TE0623653	1.00855	specific	K
K2_TE0623656	0.504275	specific	K
K2_TE0623657	136.49	specific	K
K2_TE0623662	0.168092	specific	K
K2_TE0623663	0.168092	specific	K
K2_TE0625248	16.8092	specific	K
K2_TE0625252	2.9416	specific	K
K2_TE0625668	1.00855	specific	K
K2_TE0625669	0.168092	specific	K
K2_TE0625703	0.168092	specific	K
K2_TE0625710	2.52137	specific	K
K2_TE0625711	1.76496	specific	K
K2_TE0625712	1.76496	specific	K
K2_TE0625713	1.76496	specific	K
K2_TE0625724	2.35328	specific	K
K2_TE0625726	4.79061	specific	K
K2_TE0625727	8.65672	specific	K
K2_TE0625728	23.3647	specific	K
K2_TE0625729	23.3647	specific	K
K2_TE0625760	0.756412	specific	K
K2_TE0628099	0.252137	specific	K
K2_TE0628100	0.336183	specific	K
K2_TE0628101	0.252137	specific	K
K2_TE0628102	6.55557	specific	K
K2_TE0628103	0.336183	specific	K
K2_TE0628104	0.336183	specific	K
K2_TE0628105	0.336183	specific	K
K2_TE0628106	0.336183	specific	K
K2_TE0628107	0.336183	specific	K
K2_TE0628109	0.336183	specific	K
K2_TE0628110	0.336183	specific	K
K2_TE0628111	0.336183	specific	K
K2_TE0628112	0.336183	specific	K
K2_TE0628113	0.336183	specific	K
K2_TE0628114	0.336183	specific	K
K2_TE0628115	0.336183	specific	K
K2_TE0628116	0.336183	specific	K
K2_TE0628117	0.336183	specific	K
K2_TE0628118	0.336183	specific	K
K2_TE0628119	0.336183	specific	K
K2_TE0628120	0.336183	specific	K
K2_TE0628121	0.336183	specific	K
K2_TE0628122	0.336183	specific	K
K2_TE0628123	0.336183	specific	K
K2_TE0628124	0.336183	specific	K
K2_TE0628125	0.336183	specific	K
K2_TE0628126	0.336183	specific	K
K2_TE0628127	0.336183	specific	K
K2_TE0628128	0.336183	specific	K
K2_TE0628129	0.336183	specific	K
K2_TE0628130	0.336183	specific	K
K2_TE0628131	0.336183	specific	K
K2_TE0628132	0.336183	specific	K
K2_TE0628133	0.336183	specific	K
K2_TE0628137	97.9134	specific	K
K2_TE0628138	0.420229	specific	K
K2_TE0628139	0.420229	specific	K
K2_TE0628141	0.420229	specific	K
K2_TE0628142	0.420229	specific	K
K2_TE0628143	0.420229	specific	K
K2_TE0628144	0.420229	specific	K
K2_TE0628145	0.420229	specific	K
K2_TE0628146	0.420229	specific	K
K2_TE0628147	0.420229	specific	K
K2_TE0628148	0.420229	specific	K
K2_TE0628149	0.420229	specific	K
K2_TE0628150	0.420229	specific	K
K2_TE0628151	0.420229	specific	K
K2_TE0628152	0.504275	specific	K
K2_TE0628154	0.336183	specific	K
K2_TE0628155	0.336183	specific	K
K2_TE0628156	0.336183	specific	K
K2_TE0628157	0.336183	specific	K
K2_TE0628158	0.336183	specific	K
K2_TE0628159	0.336183	specific	K
K2_TE0628160	0.336183	specific	K
K2_TE0628161	0.420229	specific	K
K2_TE0628162	0.336183	specific	K
K2_TE0628163	0.336183	specific	K
K2_TE0628164	0.336183	specific	K
K2_TE0628165	0.336183	specific	K
K2_TE0628166	0.336183	specific	K
K2_TE0628167	0.336183	specific	K
K2_TE0628168	0.336183	specific	K
K2_TE0628169	0.336183	specific	K
K2_TE0628170	0.336183	specific	K
K2_TE0628171	0.336183	specific	K
K2_TE0628172	0.336183	specific	K
K2_TE0628173	0.336183	specific	K
K2_TE0628174	0.336183	specific	K
K2_TE0628175	0.336183	specific	K
K2_TE0628176	0.336183	specific	K
K2_TE0628177	0.336183	specific	K
K2_TE0628178	0.336183	specific	K
K2_TE0628179	0.336183	specific	K
K2_TE0628180	0.336183	specific	K
K2_TE0628181	0.336183	specific	K
K2_TE0628182	0.336183	specific	K
K2_TE0628183	0.336183	specific	K
K2_TE0628184	0.336183	specific	K
K2_TE0628185	0.336183	specific	K
K2_TE0628186	0.420229	specific	K
K2_TE0628187	0.336183	specific	K
K2_TE0628188	0.336183	specific	K
K2_TE0628442	9.74931	specific	K
K2_TE0628443	10.0015	specific	K
K2_TE0628444	15.2963	specific	K
K2_TE0628445	14.624	specific	K
K2_TE0628450	7.98435	specific	K
K2_TE0628451	0.168092	specific	K
K2_TE0628452	0.588321	specific	K
K2_TE0628453	4.20229	specific	K
K2_TE0628467	0.168092	specific	K
K2_TE0628468	0.168092	specific	K
K2_TE0628477	5.46298	specific	K
K2_TE0628478	5.46298	specific	K
K2_TE0628479	5.46298	specific	K
K2_TE0628480	5.37893	specific	K
K2_TE0628481	5.29489	specific	K
K2_TE0628482	5.29489	specific	K
K2_TE0628483	5.29489	specific	K
K2_TE0628484	8.74077	specific	K
K2_TE0628489	0.168092	specific	K
K2_TE0629183	0.588321	specific	K
K2_TE0629184	0.588321	specific	K
K2_TE0629185	18.8263	specific	K
K2_TE0629186	18.9103	specific	K
K2_TE0629187	0.336183	specific	K
K2_TE0629188	23.1966	specific	K
K2_TE0629189	13.8676	specific	K
K2_TE0629190	15.0442	specific	K
K2_TE0629191	5.96725	specific	K
K2_TE2088949	1.42878	specific	K
K2_TE2088946	1.42878	specific	K
K2_TE2088945	1.42878	specific	K
K2_TE2088948	1.42878	specific	K
K2_TE2088947	1.42878	specific	K
K2_TE2088944	1.42878	specific	K
K2_TE2088943	7.98435	specific	K
K2_TE2088932	6.13534	specific	K
K2_TE2088931	6.13534	specific	K
K2_TE2088930	4.53847	specific	K
K2_TE2088929	6.55557	specific	K
K2_TE2088928	6.55557	specific	K
K2_TE2088927	2.26924	specific	K
K2_TE2088925	2.26924	specific	K
K2_TE2088926	2.26924	specific	K
K2_TE2088924	2.26924	specific	K
K2_TE2088923	2.26924	specific	K
K2_TE2088922	2.26924	specific	K
K2_TE2088921	5.04275	specific	K
K2_TE2088920	5.04275	specific	K
K2_TE2088894	26.3063	specific	K
K2_TE2088893	24.7095	specific	K
K2_TE2088892	14.624	specific	K
K2_TE2088891	12.859	specific	K
K2_TE2088890	12.6909	specific	K
K2_TE2088889	12.6909	specific	K
K2_TE2088888	12.6909	specific	K
K2_TE2088887	12.6909	specific	K
K2_TE2088886	13.0271	specific	K
K2_TE2088885	14.5399	specific	K
K2_TE2088884	15.0442	specific	K
K2_TE2209248	0.168092	specific	K
K2_TE2209249	0.168092	specific	K
K2_TE2209303	0.588321	specific	K
K2_TE2209304	7.14389	specific	K
K2_TE2209305	0.504275	specific	K
K2_TE2209309	12.3547	specific	K
K2_TE2209310	13.5314	specific	K
K2_TE2209327	0.252137	specific	K
K2_TE2209328	0.252137	specific	K
K2_TE2209329	0.252137	specific	K
K2_TE2209330	0.252137	specific	K
K2_TE2209331	0.252137	specific	K
K2_TE2209332	0.252137	specific	K
K2_TE2209333	0.252137	specific	K
K2_TE2209334	0.252137	specific	K
K2_TE2209335	0.252137	specific	K
K2_TE2209336	0.252137	specific	K
K2_TE2209337	0.252137	specific	K
K2_TE2209338	0.252137	specific	K
K2_TE2209339	0.252137	specific	K
K2_TE2209340	0.252137	specific	K
K2_TE2209341	0.252137	specific	K
K2_TE2209342	0.252137	specific	K
K2_TE2209343	0.252137	specific	K
K2_TE2209345	0.252137	specific	K
K2_TE2209346	131.111	specific	K
K2_TE2209347	0.252137	specific	K
K2_TE2209348	0.252137	specific	K
K2_TE2209349	0.252137	specific	K
K2_TE2209350	0.252137	specific	K
K2_TE2209351	0.252137	specific	K
K2_TE2209352	0.252137	specific	K
K2_TE2209353	0.252137	specific	K
K2_TE2210710	2.35328	specific	K
K2_TE2210711	2.35328	specific	K
K2_TE2210712	2.35328	specific	K
K2_TE2210713	2.35328	specific	K
K2_TE2210714	2.35328	specific	K
K2_TE1626057	1.76496	specific	K
K2_TE1626056	4.11825	specific	K
K2_TE1626054	8.0684	specific	K
K2_TE1626055	6.89176	specific	K
K2_TE1626027	12.5228	specific	K
K2_TE1625306	5.29489	specific	K
K2_TE1625305	6.55557	specific	K
K2_TE1625304	3.27779	specific	K
K2_TE1625292	8.23649	specific	K
K2_TE1625270	1.76496	specific	K
K2_TE1625269	1.59687	specific	K
K2_TE1625268	1.93305	specific	K
K2_TE1625267	1.84901	specific	K
K2_TE1625265	1.26069	specific	K
K2_TE1625266	1.26069	specific	K
K2_TE1625264	1.26069	specific	K
K2_TE1625263	1.26069	specific	K
K2_TE1625262	1.26069	specific	K
K2_TE1625236	11.1781	specific	K
K2_TE1625235	9.83336	specific	K
K2_TE1625234	10.0015	specific	K
K2_TE1625233	8.74077	specific	K
K2_TE1625232	9.58122	specific	K
K2_TE1625231	9.16099	specific	K
K2_TE1624449	14.9602	specific	K
K2_TE1624446	0.168092	specific	K
K2_TE1624445	0.168092	specific	K
K2_TE1624444	0.168092	specific	K
K2_TE1624443	5.71512	specific	K
K2_TE1624442	5.63107	specific	K
K2_TE1624441	5.54702	specific	K
K2_TE1624440	5.46298	specific	K
K2_TE1624419	0.168092	specific	K
K2_TE1624418	0.336183	specific	K
K2_TE1624417	0.420229	specific	K
