index	RPKM	type	genome
D5_TE0005762	38.6588	conserved	D
D5_TE0005763	38.6588	conserved	D
D5_TE0006217	0.59323	conserved	D
D5_TE0006229	0.197743	conserved	D
D5_TE0006365	8.89845	conserved	D
D5_TE0006366	10.9748	conserved	D
D5_TE0006367	11.1725	conserved	D
D5_TE0006368	0.692101	conserved	D
D5_TE0006369	0.692101	conserved	D
D5_TE0006372	0.790973	conserved	D
D5_TE0006373	0.790973	conserved	D
D5_TE0006374	0.790973	conserved	D
D5_TE0006375	0.790973	conserved	D
D5_TE0009287	2.57066	conserved	D
D5_TE0009288	3.16389	conserved	D
D5_TE0009289	3.16389	conserved	D
D5_TE0009290	6.42666	conserved	D
D5_TE0009291	6.42666	conserved	D
D5_TE0009295	2.47179	conserved	D
D5_TE0009296	1.87856	conserved	D
D5_TE0009297	1.87856	conserved	D
D5_TE0009341	0.197743	conserved	D
D5_TE0009342	0.197743	conserved	D
D5_TE0009353	2.17518	conserved	D
D5_TE0009354	2.0763	conserved	D
D5_TE0009355	2.96615	conserved	D
D5_TE0009359	1.3842	conserved	D
D5_TE0009360	0.790973	conserved	D
D5_TE0009361	2.17518	conserved	D
D5_TE0009362	1.18646	conserved	D
D5_TE0009363	0.296615	conserved	D
D5_TE0009364	0.296615	conserved	D
D5_TE0009365	0.296615	conserved	D
D5_TE0011756	27.8818	conserved	D
D5_TE0011757	27.4863	conserved	D
D5_TE0011817	0.197743	conserved	D
D5_TE0011828	11.1725	conserved	D
D5_TE0011858	0.395487	conserved	D
D5_TE0013000	0.197743	conserved	D
D5_TE0013001	0.197743	conserved	D
D5_TE0013002	0.197743	conserved	D
D5_TE0013003	0.197743	conserved	D
D5_TE0013004	0.197743	conserved	D
D5_TE0013005	0.197743	conserved	D
D5_TE0013006	0.197743	conserved	D
D5_TE0013007	0.197743	conserved	D
D5_TE0013008	0.197743	conserved	D
D5_TE0013010	0.197743	conserved	D
D5_TE0013011	0.197743	conserved	D
D5_TE0013012	0.197743	conserved	D
D5_TE0013013	0.197743	conserved	D
D5_TE0013014	0.197743	conserved	D
D5_TE0013015	0.197743	conserved	D
D5_TE0013016	0.197743	conserved	D
D5_TE0013017	0.197743	conserved	D
D5_TE0013018	0.197743	conserved	D
D5_TE0013019	0.197743	conserved	D
D5_TE0013020	0.197743	conserved	D
D5_TE0013021	0.197743	conserved	D
D5_TE0013022	0.197743	conserved	D
D5_TE0013023	0.197743	conserved	D
D5_TE0013024	0.197743	conserved	D
D5_TE0013025	0.197743	conserved	D
D5_TE0013026	0.197743	conserved	D
D5_TE0013027	0.197743	conserved	D
D5_TE0013028	0.197743	conserved	D
D5_TE0013029	0.197743	conserved	D
D5_TE0013030	0.197743	conserved	D
D5_TE0013031	0.197743	conserved	D
D5_TE0013032	0.197743	conserved	D
D5_TE0013033	0.197743	conserved	D
D5_TE0013034	0.197743	conserved	D
D5_TE0013035	0.197743	conserved	D
D5_TE0013036	0.197743	conserved	D
D5_TE0013037	0.197743	conserved	D
D5_TE0013038	0.197743	conserved	D
D5_TE0013039	0.197743	conserved	D
D5_TE0013040	0.197743	conserved	D
D5_TE0013041	0.197743	conserved	D
D5_TE0013042	0.197743	conserved	D
D5_TE0013043	0.197743	conserved	D
D5_TE0013044	0.197743	conserved	D
D5_TE0013045	0.197743	conserved	D
D5_TE0013046	0.197743	conserved	D
D5_TE0013047	0.197743	conserved	D
D5_TE0013048	0.197743	conserved	D
D5_TE0013049	0.197743	conserved	D
D5_TE0013051	0.197743	conserved	D
D5_TE0013052	0.197743	conserved	D
D5_TE0013053	0.197743	conserved	D
D5_TE0013054	0.197743	conserved	D
D5_TE0013055	0.197743	conserved	D
D5_TE0013056	0.197743	conserved	D
D5_TE0013057	0.197743	conserved	D
D5_TE0013058	0.197743	conserved	D
D5_TE0013059	0.197743	conserved	D
D5_TE0013060	0.197743	conserved	D
D5_TE0013061	0.197743	conserved	D
D5_TE0013093	6.82214	conserved	D
D5_TE0013094	6.82214	conserved	D
D5_TE0013095	6.82214	conserved	D
D5_TE0013096	6.82214	conserved	D
D5_TE0013131	4.94358	conserved	D
D5_TE0013132	3.06502	conserved	D
D5_TE0013133	2.37292	conserved	D
D5_TE0013136	0.692101	conserved	D
D5_TE0013137	20.1698	conserved	D
D5_TE0013138	25.0145	conserved	D
D5_TE0013139	25.0145	conserved	D
D5_TE0013140	24.8168	conserved	D
D5_TE0013141	24.7179	conserved	D
D5_TE0013784	53.6873	conserved	D
D5_TE0013787	0.197743	conserved	D
D5_TE0013817	5.2402	conserved	D
D5_TE0013827	5.33907	conserved	D
D5_TE0013828	24.4213	conserved	D
D5_TE0013829	4.5481	conserved	D
D5_TE0014467	3.26276	conserved	D
D5_TE0014468	4.94358	conserved	D
D5_TE0014469	3.75712	conserved	D
D5_TE0014470	4.05374	conserved	D
D5_TE0014471	2.86728	conserved	D
D5_TE0014473	2.86728	conserved	D
D5_TE0014474	3.06502	conserved	D
D5_TE0014506	0.296615	conserved	D
D5_TE0015405	3.46051	conserved	D
D5_TE0015406	3.46051	conserved	D
D5_TE0015407	3.46051	conserved	D
D5_TE0015408	3.46051	conserved	D
D5_TE0015409	3.46051	conserved	D
D5_TE0015410	3.46051	conserved	D
D5_TE0015411	3.46051	conserved	D
D5_TE0015412	3.55938	conserved	D
D5_TE0015413	3.55938	conserved	D
D5_TE0015414	3.55938	conserved	D
D5_TE0015415	3.55938	conserved	D
D5_TE0015416	3.55938	conserved	D
D5_TE0015417	3.55938	conserved	D
D5_TE0015418	3.55938	conserved	D
D5_TE0015419	3.55938	conserved	D
D5_TE0015421	3.55938	conserved	D
D5_TE0015422	3.55938	conserved	D
D5_TE0015423	3.55938	conserved	D
D5_TE0015424	3.55938	conserved	D
D5_TE0015425	3.55938	conserved	D
D5_TE0015426	137.333	conserved	D
D5_TE0015427	3.55938	conserved	D
D5_TE0015428	0.197743	conserved	D
D5_TE0015435	18.489	conserved	D
D5_TE0015436	4.94358	conserved	D
D5_TE0015437	1.3842	conserved	D
D5_TE0015438	2.17518	conserved	D
D5_TE0015439	2.47179	conserved	D
D5_TE0015440	0.296615	conserved	D
D5_TE0015441	0.59323	conserved	D
D5_TE0015442	8.7007	conserved	D
D5_TE0015443	0.988716	conserved	D
D5_TE0015444	0.988716	conserved	D
D5_TE0015445	0.988716	conserved	D
D5_TE0015446	0.988716	conserved	D
D5_TE0015447	1.08759	conserved	D
D5_TE0015811	0.395487	conserved	D
D5_TE0015821	33.3197	conserved	D
D5_TE0015827	0.197743	conserved	D
D5_TE0015828	0.296615	conserved	D
D5_TE0015884	59.9162	conserved	D
D5_TE0015939	12.6556	conserved	D
D5_TE0016989	0.197743	conserved	D
D5_TE0017040	2.0763	conserved	D
D5_TE0017041	1.48307	conserved	D
D5_TE0017042	0.889845	conserved	D
D5_TE0017043	12.7544	conserved	D
D5_TE0017044	12.7544	conserved	D
D5_TE0017052	0.395487	conserved	D
D5_TE0017053	0.296615	conserved	D
D5_TE0017058	0.197743	conserved	D
D5_TE0017833	11.3702	conserved	D
D5_TE0017949	1.48307	conserved	D
D5_TE0017950	1.28533	conserved	D
D5_TE0017951	1.18646	conserved	D
D5_TE0017952	1.28533	conserved	D
D5_TE0017953	1.77969	conserved	D
D5_TE0017954	1.68082	conserved	D
D5_TE0017955	1.48307	conserved	D
D5_TE0017956	2.47179	conserved	D
D5_TE0017957	0.395487	conserved	D
D5_TE0021284	1.3842	conserved	D
D5_TE0021285	8.89845	conserved	D
D5_TE0021286	6.72327	conserved	D
D5_TE0021287	22.2461	conserved	D
D5_TE0021288	13.3477	conserved	D
D5_TE0021308	1.08759	conserved	D
D5_TE0021309	1.87856	conserved	D
D5_TE0021310	22.345	conserved	D
D5_TE0021311	40.834	conserved	D
D5_TE0021312	62.6846	conserved	D
D5_TE0021313	46.2719	conserved	D
D5_TE0021321	73.2639	conserved	D
D5_TE0021322	72.8684	conserved	D
D5_TE0021323	1.28533	conserved	D
D5_TE0021324	2.57066	conserved	D
D5_TE0021325	0.59323	conserved	D
D5_TE0021377	0.692101	conserved	D
D5_TE0021378	0.692101	conserved	D
D5_TE0021379	0.988716	conserved	D
D5_TE0021380	0.790973	conserved	D
D5_TE0021381	0.790973	conserved	D
D5_TE0021382	0.790973	conserved	D
D5_TE0021383	0.790973	conserved	D
D5_TE0021401	10.0849	conserved	D
D5_TE0023469	11.9635	conserved	D
D5_TE0023475	1.68082	conserved	D
D5_TE0023476	4.05374	conserved	D
D5_TE0023477	4.5481	conserved	D
D5_TE0023478	4.74584	conserved	D
D5_TE0023479	3.16389	conserved	D
D5_TE0023480	3.16389	conserved	D
D5_TE0023481	5.14133	conserved	D
D5_TE0023529	0.692101	conserved	D
D5_TE0023530	0.889845	conserved	D
D5_TE0023531	0.988716	conserved	D
D5_TE0023532	0.59323	conserved	D
D5_TE0023533	0.59323	conserved	D
D5_TE0023534	0.59323	conserved	D
D5_TE0023535	0.889845	conserved	D
D5_TE0023536	0.889845	conserved	D
D5_TE0023596	12.359	conserved	D
D5_TE0023597	12.359	conserved	D
D5_TE0023598	17.0059	conserved	D
D5_TE0023599	17.0059	conserved	D
D5_TE0023600	17.0059	conserved	D
D5_TE0023601	21.4551	conserved	D
D5_TE0023602	21.4551	conserved	D
D5_TE0023603	21.4551	conserved	D
D5_TE0024390	5.14133	conserved	D
D5_TE0024392	5.53681	conserved	D
D5_TE0024464	0.197743	conserved	D
D5_TE0024466	5.33907	conserved	D
D5_TE0024467	5.43794	conserved	D
D5_TE0024468	5.33907	conserved	D
D5_TE0024469	5.33907	conserved	D
D5_TE0024470	5.33907	conserved	D
D5_TE0024471	6.32778	conserved	D
D5_TE0024936	1.97743	conserved	D
D5_TE0024937	1.97743	conserved	D
D5_TE0024938	0.395487	conserved	D
D5_TE0024991	3.55938	conserved	D
D5_TE0024992	3.36164	conserved	D
D5_TE0024993	2.66953	conserved	D
D5_TE0025029	15.424	conserved	D
D5_TE0025030	3.46051	conserved	D
D5_TE0025031	1.68082	conserved	D
D5_TE0025032	0.889845	conserved	D
D5_TE0025033	0.692101	conserved	D
D5_TE0025034	0.59323	conserved	D
D5_TE0026521	0.494358	conserved	D
D5_TE0026522	6.03117	conserved	D
D5_TE0026523	3.46051	conserved	D
D5_TE0026524	3.26276	conserved	D
D5_TE0026525	5.33907	conserved	D
D5_TE0026526	2.37292	conserved	D
D5_TE0026614	22.5427	conserved	D
D5_TE0026615	22.4439	conserved	D
D5_TE0026616	22.4439	conserved	D
D5_TE0026617	0.296615	conserved	D
D5_TE0026618	0.197743	conserved	D
D5_TE0026619	0.296615	conserved	D
D5_TE0026620	0.395487	conserved	D
D5_TE0026621	0.395487	conserved	D
D5_TE0026622	0.197743	conserved	D
D5_TE0026623	0.197743	conserved	D
D5_TE0026624	0.296615	conserved	D
D5_TE0026625	0.296615	conserved	D
D5_TE0026626	0.296615	conserved	D
D5_TE0026627	0.197743	conserved	D
D5_TE0026628	0.197743	conserved	D
D5_TE0026629	0.197743	conserved	D
D5_TE0026630	0.395487	conserved	D
D5_TE0026631	0.197743	conserved	D
D5_TE0026632	0.197743	conserved	D
D5_TE0026633	0.197743	conserved	D
D5_TE0026634	0.197743	conserved	D
D5_TE0026635	0.197743	conserved	D
D5_TE0026636	0.395487	conserved	D
D5_TE0026637	0.197743	conserved	D
D5_TE0026638	0.395487	conserved	D
D5_TE0026639	0.197743	conserved	D
D5_TE0026640	0.59323	conserved	D
D5_TE0026641	0.197743	conserved	D
D5_TE0026642	0.197743	conserved	D
D5_TE0026643	0.197743	conserved	D
D5_TE0026644	0.197743	conserved	D
D5_TE0026645	0.197743	conserved	D
D5_TE0026647	0.197743	conserved	D
D5_TE0026648	0.197743	conserved	D
D5_TE0026649	0.197743	conserved	D
D5_TE0026650	0.197743	conserved	D
D5_TE0026651	0.197743	conserved	D
D5_TE0026652	0.197743	conserved	D
D5_TE0026653	0.197743	conserved	D
D5_TE0026654	0.197743	conserved	D
D5_TE0026655	0.197743	conserved	D
D5_TE0026656	0.197743	conserved	D
D5_TE0026657	0.197743	conserved	D
D5_TE0026658	0.197743	conserved	D
D5_TE0026659	0.197743	conserved	D
D5_TE0026660	0.197743	conserved	D
D5_TE0026661	0.197743	conserved	D
D5_TE0026662	0.197743	conserved	D
D5_TE0026663	0.197743	conserved	D
D5_TE0026664	0.197743	conserved	D
D5_TE0026665	0.197743	conserved	D
D5_TE0026666	0.197743	conserved	D
D5_TE0026667	0.197743	conserved	D
D5_TE0026668	0.197743	conserved	D
D5_TE0026669	0.197743	conserved	D
D5_TE0026670	0.197743	conserved	D
D5_TE0026671	0.197743	conserved	D
D5_TE0026672	0.197743	conserved	D
D5_TE0026673	0.197743	conserved	D
D5_TE0026674	0.197743	conserved	D
D5_TE0026675	0.197743	conserved	D
D5_TE0026676	0.197743	conserved	D
D5_TE0026678	0.197743	conserved	D
D5_TE0026680	0.197743	conserved	D
D5_TE0026681	0.197743	conserved	D
D5_TE0026682	0.197743	conserved	D
D5_TE0026683	0.197743	conserved	D
D5_TE0026684	0.197743	conserved	D
D5_TE0026685	0.197743	conserved	D
D5_TE0026686	0.197743	conserved	D
D5_TE0026687	0.197743	conserved	D
D5_TE0026688	0.197743	conserved	D
D5_TE0026689	0.197743	conserved	D
D5_TE0026690	0.197743	conserved	D
D5_TE0026691	0.197743	conserved	D
D5_TE0026692	0.197743	conserved	D
D5_TE0028741	0.197743	conserved	D
D5_TE0028867	13.842	conserved	D
D5_TE0029268	0.197743	conserved	D
D5_TE0029335	0.296615	conserved	D
D5_TE0029341	8.0086	conserved	D
D5_TE0030486	2.17518	conserved	D
D5_TE0032947	4.5481	conserved	D
D5_TE0032948	4.5481	conserved	D
D5_TE0032949	4.5481	conserved	D
D5_TE0032950	4.5481	conserved	D
D5_TE0032951	4.64697	conserved	D
D5_TE0032952	4.5481	conserved	D
D5_TE0032973	0.296615	conserved	D
D5_TE0032975	0.494358	conserved	D
D5_TE0032976	1.28533	conserved	D
D5_TE0032977	0.59323	conserved	D
D5_TE0032978	0.494358	conserved	D
D5_TE0032979	0.692101	conserved	D
D5_TE0032980	0.395487	conserved	D
D5_TE0032984	0.296615	conserved	D
D5_TE0032992	0.395487	conserved	D
D5_TE0032993	0.395487	conserved	D
D5_TE0032994	0.296615	conserved	D
D5_TE0032995	8.89845	conserved	D
D5_TE0032996	8.60183	conserved	D
D5_TE0032997	9.39281	conserved	D
D5_TE0032998	9.09619	conserved	D
D5_TE0032999	9.98604	conserved	D
D5_TE0033000	9.19506	conserved	D
D5_TE0033001	0.296615	conserved	D
D5_TE0033002	0.296615	conserved	D
D5_TE0033003	0.296615	conserved	D
D5_TE0033004	0.296615	conserved	D
D5_TE0033005	0.395487	conserved	D
D5_TE0033006	0.395487	conserved	D
D5_TE0033007	4.35035	conserved	D
D5_TE0033008	6.13004	conserved	D
D5_TE0033009	6.22891	conserved	D
D5_TE0033012	13.842	conserved	D
D5_TE0033013	0.790973	conserved	D
D5_TE0033014	0.790973	conserved	D
D5_TE0033015	0.889845	conserved	D
D5_TE0035402	9.19506	conserved	D
D5_TE0035403	7.51424	conserved	D
D5_TE0035404	7.81086	conserved	D
D5_TE0035405	8.40409	conserved	D
D5_TE0035414	201.006	conserved	D
D5_TE0035415	118.547	conserved	D
D5_TE0035416	117.954	conserved	D
D5_TE0035417	261.219	conserved	D
D5_TE0036213	0.197743	conserved	D
D5_TE0036214	0.197743	conserved	D
D5_TE0036215	0.197743	conserved	D
D5_TE0036216	0.197743	conserved	D
D5_TE0036217	0.197743	conserved	D
D5_TE0036218	0.197743	conserved	D
D5_TE0036219	0.197743	conserved	D
D5_TE0036220	0.197743	conserved	D
D5_TE0036222	0.197743	conserved	D
D5_TE0036223	0.197743	conserved	D
D5_TE0036224	0.197743	conserved	D
D5_TE0036225	0.197743	conserved	D
D5_TE0036226	0.197743	conserved	D
D5_TE0036227	0.197743	conserved	D
D5_TE0036228	0.197743	conserved	D
D5_TE0036229	0.197743	conserved	D
D5_TE0036230	0.197743	conserved	D
D5_TE0036231	0.197743	conserved	D
D5_TE0036232	0.197743	conserved	D
D5_TE0036233	0.197743	conserved	D
D5_TE0036234	0.197743	conserved	D
D5_TE0036235	0.197743	conserved	D
D5_TE0036236	0.197743	conserved	D
D5_TE0036237	0.197743	conserved	D
D5_TE0036238	0.197743	conserved	D
D5_TE0036239	0.197743	conserved	D
D5_TE0036240	0.197743	conserved	D
D5_TE0036241	0.197743	conserved	D
D5_TE0036243	0.197743	conserved	D
D5_TE0036244	0.197743	conserved	D
D5_TE0036245	0.197743	conserved	D
D5_TE0036246	0.197743	conserved	D
D5_TE0036247	0.197743	conserved	D
D5_TE0036248	0.197743	conserved	D
D5_TE0036249	0.197743	conserved	D
D5_TE0036250	25.7066	conserved	D
D5_TE0036251	18.2913	conserved	D
D5_TE0036252	18.8845	conserved	D
D5_TE0036960	0.988716	conserved	D
D5_TE0036961	0.692101	conserved	D
D5_TE0036962	0.692101	conserved	D
D5_TE0036988	0.197743	conserved	D
D5_TE0037388	174.508	conserved	D
D5_TE0037389	174.41	conserved	D
D5_TE0037390	174.41	conserved	D
D5_TE0037391	174.41	conserved	D
D5_TE0037392	174.41	conserved	D
D5_TE0037393	174.41	conserved	D
D5_TE0037394	174.41	conserved	D
D5_TE0037395	174.41	conserved	D
D5_TE0037396	174.41	conserved	D
D5_TE0037397	174.41	conserved	D
D5_TE0037398	174.41	conserved	D
D5_TE0037399	174.41	conserved	D
D5_TE0037400	174.41	conserved	D
D5_TE0037401	174.41	conserved	D
D5_TE0037404	174.41	conserved	D
D5_TE0037405	291.474	conserved	D
D5_TE0037406	290.386	conserved	D
D5_TE0037407	0.395487	conserved	D
D5_TE0037408	0.395487	conserved	D
D5_TE0037409	0.395487	conserved	D
D5_TE0037410	0.395487	conserved	D
D5_TE0037411	0.395487	conserved	D
D5_TE0037412	0.59323	conserved	D
D5_TE0037413	0.59323	conserved	D
D5_TE0037414	0.395487	conserved	D
D5_TE0037415	0.494358	conserved	D
D5_TE0037416	0.494358	conserved	D
D5_TE0037417	0.296615	conserved	D
D5_TE0037441	0.296615	conserved	D
D5_TE0037442	0.197743	conserved	D
D5_TE0037443	0.197743	conserved	D
D5_TE0037444	0.197743	conserved	D
D5_TE0037445	1.18646	conserved	D
D5_TE0037491	0.197743	conserved	D
D5_TE0038262	0.197743	conserved	D
D5_TE0038263	0.197743	conserved	D
D5_TE0038264	0.197743	conserved	D
D5_TE0038265	0.197743	conserved	D
D5_TE0038266	0.197743	conserved	D
D5_TE0038267	0.197743	conserved	D
D5_TE0038268	0.197743	conserved	D
D5_TE0038269	0.197743	conserved	D
D5_TE0038270	0.197743	conserved	D
D5_TE0038271	0.197743	conserved	D
D5_TE0038273	0.197743	conserved	D
D5_TE0038274	0.197743	conserved	D
D5_TE0038275	0.197743	conserved	D
D5_TE0038276	0.197743	conserved	D
D5_TE0038277	0.197743	conserved	D
D5_TE0038278	0.197743	conserved	D
D5_TE0038279	0.197743	conserved	D
D5_TE0038280	0.197743	conserved	D
D5_TE0038281	0.197743	conserved	D
D5_TE0038282	0.197743	conserved	D
D5_TE0038283	0.197743	conserved	D
D5_TE0038284	0.197743	conserved	D
D5_TE0038285	0.197743	conserved	D
D5_TE0038286	0.197743	conserved	D
D5_TE0038287	0.197743	conserved	D
D5_TE0038288	0.197743	conserved	D
D5_TE0038289	0.197743	conserved	D
D5_TE0038290	0.197743	conserved	D
D5_TE0038291	0.197743	conserved	D
D5_TE0038292	0.197743	conserved	D
D5_TE0038293	0.197743	conserved	D
D5_TE0038294	0.197743	conserved	D
D5_TE0038295	0.197743	conserved	D
D5_TE0038296	0.197743	conserved	D
D5_TE0038297	0.197743	conserved	D
D5_TE0038298	0.197743	conserved	D
D5_TE0038299	0.197743	conserved	D
D5_TE0038300	0.197743	conserved	D
D5_TE0038301	0.197743	conserved	D
D5_TE0038302	0.790973	conserved	D
D5_TE0038303	0.395487	conserved	D
D5_TE0038304	0.197743	conserved	D
D5_TE0038305	0.197743	conserved	D
D5_TE0038306	0.197743	conserved	D
D5_TE0038307	0.197743	conserved	D
D5_TE0038308	0.197743	conserved	D
D5_TE0038309	0.197743	conserved	D
D5_TE0038310	0.197743	conserved	D
D5_TE0038311	0.197743	conserved	D
D5_TE0038312	0.197743	conserved	D
D5_TE0038313	0.197743	conserved	D
D5_TE0038314	0.197743	conserved	D
D5_TE0038315	0.197743	conserved	D
D5_TE0038316	0.197743	conserved	D
D5_TE0038317	2.0763	conserved	D
D5_TE0038318	3.55938	conserved	D
D5_TE0038319	6.42666	conserved	D
D5_TE0038320	8.10747	conserved	D
D5_TE0038816	10.9748	conserved	D
D5_TE0038817	3.85599	conserved	D
D5_TE0038818	4.74584	conserved	D
D5_TE0038819	5.04245	conserved	D
D5_TE0038820	5.53681	conserved	D
D5_TE0038821	20.0709	conserved	D
D5_TE0038823	0.197743	conserved	D
D5_TE0038912	0.197743	conserved	D
D5_TE0043354	7.81086	conserved	D
D5_TE0043355	5.2402	conserved	D
D5_TE0043356	5.2402	conserved	D
D5_TE0043357	5.14133	conserved	D
D5_TE0043358	7.71199	conserved	D
D5_TE0043359	7.81086	conserved	D
D5_TE0044277	9.98604	conserved	D
D5_TE0044278	9.98604	conserved	D
D5_TE0044279	9.98604	conserved	D
D5_TE0044280	9.98604	conserved	D
D5_TE0044281	13.1499	conserved	D
D5_TE0044282	13.0511	conserved	D
D5_TE0044283	13.1499	conserved	D
D5_TE0044284	12.6556	conserved	D
D5_TE0044285	12.4578	conserved	D
D5_TE0044286	12.5567	conserved	D
D5_TE0044287	11.9635	conserved	D
D5_TE0044288	12.9522	conserved	D
D5_TE0044289	12.9522	conserved	D
D5_TE0044533	0.296615	conserved	D
D5_TE0044534	0.296615	conserved	D
D5_TE0044535	0.296615	conserved	D
D5_TE0044536	0.296615	conserved	D
D5_TE0044537	0.296615	conserved	D
D5_TE0044538	0.296615	conserved	D
D5_TE0044539	0.296615	conserved	D
D5_TE0044540	0.296615	conserved	D
D5_TE0044541	0.296615	conserved	D
D5_TE0044542	0.296615	conserved	D
D5_TE0044543	0.296615	conserved	D
D5_TE0044544	0.296615	conserved	D
D5_TE0044545	0.296615	conserved	D
D5_TE0044546	0.296615	conserved	D
D5_TE0044547	0.296615	conserved	D
D5_TE0044548	0.296615	conserved	D
D5_TE0044549	0.296615	conserved	D
D5_TE0044550	0.296615	conserved	D
D5_TE0044551	0.296615	conserved	D
D5_TE0044552	0.296615	conserved	D
D5_TE0044553	0.296615	conserved	D
D5_TE0044554	0.296615	conserved	D
D5_TE0044555	0.296615	conserved	D
D5_TE0044556	0.296615	conserved	D
D5_TE0044557	0.296615	conserved	D
D5_TE0044558	0.296615	conserved	D
D5_TE0044559	0.296615	conserved	D
D5_TE0044560	0.296615	conserved	D
D5_TE0044561	0.296615	conserved	D
D5_TE0044562	0.296615	conserved	D
D5_TE0044563	0.296615	conserved	D
D5_TE0044564	0.296615	conserved	D
D5_TE0044565	0.296615	conserved	D
D5_TE0044566	0.296615	conserved	D
D5_TE0044567	0.296615	conserved	D
D5_TE0044569	0.296615	conserved	D
D5_TE0044570	0.296615	conserved	D
D5_TE0044571	0.494358	conserved	D
D5_TE0044572	0.395487	conserved	D
D5_TE0044573	0.395487	conserved	D
D5_TE0044574	0.296615	conserved	D
D5_TE0044575	0.296615	conserved	D
D5_TE0044576	0.296615	conserved	D
D5_TE0044577	0.296615	conserved	D
D5_TE0044578	0.296615	conserved	D
D5_TE0044579	0.296615	conserved	D
D5_TE0044639	0.395487	conserved	D
D5_TE0044640	0.395487	conserved	D
D5_TE0044643	4.84471	conserved	D
D5_TE0044644	15.0285	conserved	D
D5_TE0044645	5.83343	conserved	D
D5_TE0044649	0.790973	conserved	D
D5_TE0713211	2.27405	conserved	D
D5_TE0713275	0.197743	conserved	D
D5_TE0713278	0.197743	conserved	D
D5_TE0713279	16.8082	conserved	D
D5_TE0713282	5.53681	conserved	D
D5_TE0713283	5.33907	conserved	D
D5_TE0713373	0.395487	conserved	D
D5_TE0716340	0.197743	conserved	D
D5_TE0716341	0.197743	conserved	D
D5_TE0716342	0.197743	conserved	D
D5_TE0716343	0.197743	conserved	D
D5_TE0716344	0.197743	conserved	D
D5_TE0716345	0.197743	conserved	D
D5_TE0716346	0.197743	conserved	D
D5_TE0716347	0.197743	conserved	D
D5_TE0716348	0.197743	conserved	D
D5_TE0716349	0.197743	conserved	D
D5_TE0716350	0.197743	conserved	D
D5_TE0716351	0.197743	conserved	D
D5_TE0716352	0.197743	conserved	D
D5_TE0716353	0.197743	conserved	D
D5_TE0716354	0.197743	conserved	D
D5_TE0716355	0.197743	conserved	D
D5_TE0716356	0.197743	conserved	D
D5_TE0716357	0.197743	conserved	D
D5_TE0716358	0.197743	conserved	D
D5_TE0716359	0.197743	conserved	D
D5_TE0716360	0.197743	conserved	D
D5_TE0716379	3.36164	conserved	D
D5_TE0716380	3.95487	conserved	D
D5_TE0716381	4.25148	conserved	D
D5_TE0716382	8.10747	conserved	D
D5_TE0716383	6.52553	conserved	D
D5_TE0716418	9.09619	conserved	D
D5_TE0716419	9.09619	conserved	D
D5_TE0716420	9.09619	conserved	D
D5_TE0716483	0.494358	conserved	D
D5_TE0716484	21.3563	conserved	D
D5_TE0717182	0.494358	conserved	D
D5_TE0717183	0.59323	conserved	D
D5_TE0717184	3.16389	conserved	D
D5_TE0717185	0.494358	conserved	D
D5_TE0717186	3.16389	conserved	D
D5_TE0717187	2.86728	conserved	D
D5_TE0717188	2.66953	conserved	D
D5_TE0717189	2.57066	conserved	D
D5_TE0717190	75.0436	conserved	D
D5_TE0717191	25.0145	conserved	D
D5_TE0717192	4.35035	conserved	D
D5_TE0717193	1.28533	conserved	D
D5_TE0717201	0.197743	conserved	D
D5_TE0717202	0.197743	conserved	D
D5_TE0717220	0.395487	conserved	D
D5_TE0717222	0.197743	conserved	D
D5_TE0718329	8.60183	conserved	D
D5_TE0719670	45.0855	conserved	D
D5_TE0719671	40.834	conserved	D
D5_TE0719675	0.197743	conserved	D
D5_TE0719735	4.15261	conserved	D
D5_TE0719736	5.2402	conserved	D
D5_TE0719737	8.0086	conserved	D
D5_TE0723839	0.692101	conserved	D
D5_TE0723906	15.1274	conserved	D
D5_TE0723907	15.0285	conserved	D
D5_TE0723908	13.3477	conserved	D
D5_TE0723909	13.3477	conserved	D
D5_TE0723910	12.5567	conserved	D
D5_TE0725279	24.4213	conserved	D
D5_TE0725280	1.28533	conserved	D
D5_TE0725285	0.494358	conserved	D
D5_TE0725287	0.59323	conserved	D
D5_TE0725288	0.395487	conserved	D
D5_TE0725289	0.395487	conserved	D
D5_TE0725291	0.296615	conserved	D
D5_TE0725292	11.1725	conserved	D
D5_TE0725293	13.842	conserved	D
D5_TE0725342	8.50296	conserved	D
D5_TE0725358	0.197743	conserved	D
D5_TE0725359	0.197743	conserved	D
D5_TE0725360	0.197743	conserved	D
D5_TE0725361	0.197743	conserved	D
D5_TE0725362	0.197743	conserved	D
D5_TE0725363	0.197743	conserved	D
D5_TE0725364	17.2037	conserved	D
D5_TE0725365	36.8791	conserved	D
D5_TE0725366	3.65825	conserved	D
D5_TE0725367	6.42666	conserved	D
D5_TE0725368	0.494358	conserved	D
D5_TE0725371	4.05374	conserved	D
D5_TE0725372	1.58195	conserved	D
D5_TE0725373	1.58195	conserved	D
D5_TE0725374	1.77969	conserved	D
D5_TE0725375	2.57066	conserved	D
D5_TE0725379	0.197743	conserved	D
D5_TE0726679	2.0763	conserved	D
D5_TE0726680	2.37292	conserved	D
D5_TE0726681	2.66953	conserved	D
D5_TE0726682	2.96615	conserved	D
D5_TE0727356	0.59323	conserved	D
D5_TE0727363	0.395487	conserved	D
D5_TE0727365	0.197743	conserved	D
