index	type	TE	TEcoverage	genome
LTR-TE4349	specific	Young	0	K
LTR-TE4364	specific	Young	0	K
LTR-TE4366	specific	Young	0	K
LTR-TE4388	specific	Young	0	K
LTR-TE4394	specific	Young	0	K
LTR-TE4396	specific	Young	0	K
LTR-TE4397	specific	Young	0	K
LTR-TE4405	specific	Young	0	K
LTR-TE4417	specific	Young	0	K
LTR-TE4418	specific	Young	0	K
LTR-TE4429	specific	Young	0	K
LTR-TE4452	specific	Young	1	K
LTR-TE4460	specific	Young	0	K
LTR-TE4461	specific	Young	0	K
LTR-TE4471	specific	Young	0	K
LTR-TE4478	specific	Young	0	K
LTR-TE4481	specific	Young	0.6907769	K
LTR-TE4491	specific	Young	0	K
LTR-TE4492	specific	Young	1	K
LTR-TE4493	specific	Young	1	K
LTR-TE4497	specific	Young	0	K
LTR-TE4503	specific	Young	0	K
LTR-TE4505	specific	Young	0	K
LTR-TE4513	specific	Young	0	K
LTR-TE4516	specific	Young	0	K
LTR-TE4522	specific	Young	0	K
LTR-TE4529	specific	Young	0	K
LTR-TE4531	specific	Young	0	K
LTR-TE4532	specific	Young	0	K
LTR-TE4539	specific	Young	0	K
LTR-TE4546	specific	Young	1	K
LTR-TE4547	specific	Young	0	K
LTR-TE4552	specific	Young	0	K
LTR-TE4554	specific	Young	0	K
LTR-TE4559	specific	Young	0	K
LTR-TE4576	specific	Young	0	K
LTR-TE4579	specific	Young	0	K
LTR-TE4585	specific	Young	0	K
LTR-TE4586	specific	Young	0	K
LTR-TE4587	specific	Young	0	K
LTR-TE4595	specific	Young	0	K
LTR-TE4596	specific	Young	0	K
LTR-TE4606	specific	Young	0	K
LTR-TE4608	specific	Young	0	K
LTR-TE4624	specific	Young	0	K
LTR-TE4627	specific	Young	0	K
LTR-TE4633	specific	Young	0	K
LTR-TE4636	specific	Young	0	K
LTR-TE4640	specific	Young	0	K
LTR-TE4641	specific	Young	0	K
LTR-TE4644	specific	Young	0	K
LTR-TE4648	specific	Young	0	K
LTR-TE4653	specific	Young	0	K
LTR-TE4671	specific	Young	0	K
LTR-TE4673	specific	Young	0	K
LTR-TE4674	specific	Young	0	K
LTR-TE4694	specific	Young	0	K
LTR-TE4695	specific	Young	0	K
LTR-TE4724	specific	Young	0	K
LTR-TE4731	specific	Young	0	K
LTR-TE4738	specific	Young	0	K
LTR-TE4755	specific	Young	0	K
LTR-TE4762	specific	Young	0	K
LTR-TE4767	specific	Young	0	K
LTR-TE4774	specific	Young	0	K
LTR-TE4781	specific	Young	0	K
LTR-TE4782	specific	Young	0	K
LTR-TE4785	specific	Young	0	K
LTR-TE4790	specific	Young	0	K
LTR-TE4797	specific	Young	0	K
LTR-TE4798	specific	Young	0	K
LTR-TE4813	specific	Young	0	K
LTR-TE4815	specific	Young	0	K
LTR-TE4819	specific	Young	0	K
LTR-TE4842	specific	Young	0	K
LTR-TE4843	specific	Young	0	K
LTR-TE4865	specific	Young	0	K
LTR-TE4887	specific	Young	0	K
LTR-TE4894	specific	Young	0.2912221	K
LTR-TE4898	specific	Young	0	K
LTR-TE4924	specific	Young	1	K
LTR-TE4950	specific	Young	0	K
LTR-TE4954	specific	Young	0	K
LTR-TE4955	specific	Young	0	K
LTR-TE4959	specific	Young	0	K
LTR-TE4960	specific	Young	0	K
LTR-TE4962	specific	Young	0	K
LTR-TE4976	specific	Young	0	K
LTR-TE4981	specific	Young	0	K
LTR-TE4983	specific	Young	0	K
LTR-TE4984	specific	Young	0	K
LTR-TE4985	specific	Young	0	K
LTR-TE4987	specific	Young	0	K
LTR-TE4992	specific	Young	0	K
LTR-TE4998	specific	Young	0	K
LTR-TE4999	specific	Young	0	K
LTR-TE5003	specific	Young	0	K
LTR-TE5007	specific	Young	0	K
LTR-TE5027	specific	Young	1	K
LTR-TE5037	specific	Young	0	K
LTR-TE5039	specific	Young	0	K
LTR-TE5042	specific	Young	0	K
LTR-TE5070	specific	Young	0	K
LTR-TE5073	specific	Young	0	K
LTR-TE5074	specific	Young	0	K
LTR-TE5107	specific	Young	0	K
LTR-TE5111	specific	Young	0	K
LTR-TE5112	specific	Young	0	K
LTR-TE5124	specific	Young	0	K
LTR-TE5126	specific	Young	0	K
LTR-TE5127	specific	Young	1	K
LTR-TE5129	specific	Young	0	K
LTR-TE5138	specific	Young	0	K
LTR-TE5147	specific	Young	0	K
LTR-TE5155	specific	Young	0	K
LTR-TE5160	specific	Young	0	K
LTR-TE5164	specific	Young	0	K
LTR-TE5168	specific	Young	0	K
LTR-TE5195	specific	Young	0	K
LTR-TE5199	specific	Young	0	K
LTR-TE5212	specific	Young	0	K
LTR-TE5219	specific	Young	0	K
LTR-TE5230	specific	Young	0.8417413	K
LTR-TE5235	specific	Young	0	K
LTR-TE5242	specific	Young	0	K
LTR-TE5244	specific	Young	0	K
LTR-TE5251	specific	Young	0	K
LTR-TE5265	specific	Young	0	K
LTR-TE5272	specific	Young	0	K
LTR-TE5275	specific	Young	0	K
LTR-TE5277	specific	Young	0	K
LTR-TE5281	specific	Young	0	K
LTR-TE5303	specific	Young	0	K
LTR-TE5312	specific	Young	0	K
LTR-TE5331	specific	Young	0	K
LTR-TE5342	specific	Young	0	K
LTR-TE5352	specific	Young	0	K
LTR-TE5354	specific	Young	0	K
LTR-TE5360	specific	Young	0	K
LTR-TE5363	specific	Young	0	K
LTR-TE5364	specific	Young	0	K
LTR-TE5367	specific	Young	0	K
LTR-TE5369	specific	Young	0	K
LTR-TE5371	specific	Young	0	K
LTR-TE5376	specific	Young	0	K
LTR-TE5391	specific	Young	0	K
LTR-TE5392	specific	Young	0	K
LTR-TE5394	specific	Young	0	K
LTR-TE5395	specific	Young	0	K
LTR-TE5402	specific	Young	0	K
LTR-TE5404	specific	Young	0	K
LTR-TE5409	specific	Young	0	K
LTR-TE5412	specific	Young	0	K
LTR-TE5419	specific	Young	0	K
LTR-TE5420	specific	Young	0	K
LTR-TE5434	specific	Young	0	K
LTR-TE5438	specific	Young	0	K
LTR-TE5443	specific	Young	0	K
LTR-TE5444	specific	Young	0	K
LTR-TE5446	specific	Young	0	K
LTR-TE5447	specific	Young	0	K
LTR-TE5448	specific	Young	1	K
LTR-TE5451	specific	Young	0	K
LTR-TE5453	specific	Young	0	K
LTR-TE5456	specific	Young	0	K
LTR-TE5459	specific	Young	0	K
LTR-TE5460	specific	Young	0	K
LTR-TE5467	specific	Young	0	K
LTR-TE5471	specific	Young	0	K
LTR-TE5475	specific	Young	0	K
LTR-TE5476	specific	Young	0	K
LTR-TE5477	specific	Young	0	K
LTR-TE5485	specific	Young	0	K
LTR-TE5486	specific	Young	0	K
LTR-TE5488	specific	Young	0	K
LTR-TE5501	specific	Young	0	K
LTR-TE5510	specific	Young	0	K
LTR-TE5511	specific	Young	0	K
LTR-TE5516	specific	Young	1	K
LTR-TE5518	specific	Young	0	K
LTR-TE5545	specific	Young	0	K
LTR-TE5557	specific	Young	1	K
LTR-TE5562	specific	Young	0	K
LTR-TE5564	specific	Young	0	K
LTR-TE5571	specific	Young	0	K
LTR-TE5588	specific	Young	0	K
LTR-TE5595	specific	Young	0	K
LTR-TE5597	specific	Young	0	K
LTR-TE5598	specific	Young	0	K
LTR-TE5599	specific	Young	0	K
LTR-TE5600	specific	Young	0	K
LTR-TE5603	specific	Young	0	K
LTR-TE5612	specific	Young	0	K
LTR-TE5614	specific	Young	0.1417125	K
LTR-TE5617	specific	Young	0	K
LTR-TE5618	specific	Young	0	K
LTR-TE5621	specific	Young	0	K
LTR-TE5623	specific	Young	0	K
LTR-TE5629	specific	Young	0	K
LTR-TE5643	specific	Young	1	K
LTR-TE5644	specific	Young	1	K
LTR-TE5649	specific	Young	0	K
LTR-TE5652	specific	Young	0	K
LTR-TE5657	specific	Young	0	K
LTR-TE5663	specific	Young	0	K
LTR-TE5664	specific	Young	0	K
LTR-TE5669	specific	Young	0	K
LTR-TE5671	specific	Young	0	K
LTR-TE5688	specific	Young	0	K
LTR-TE5689	specific	Young	0	K
LTR-TE5690	specific	Young	0	K
LTR-TE5691	specific	Young	0	K
LTR-TE5697	specific	Young	0	K
LTR-TE5699	specific	Young	0	K
LTR-TE5701	specific	Young	0	K
LTR-TE5711	specific	Young	1	K
LTR-TE5713	specific	Young	1	K
LTR-TE5715	specific	Young	0	K
LTR-TE5717	specific	Young	0	K
LTR-TE5721	specific	Young	0	K
LTR-TE5728	specific	Young	0	K
LTR-TE5733	specific	Young	0	K
LTR-TE5740	specific	Young	0	K
LTR-TE5755	specific	Young	0	K
LTR-TE5769	specific	Young	0	K
LTR-TE5772	specific	Young	0	K
LTR-TE5793	specific	Young	0	K
LTR-TE5808	specific	Young	0	K
LTR-TE5820	specific	Young	0	K
LTR-TE5828	specific	Young	0	K
LTR-TE5833	specific	Young	0	K
LTR-TE5834	specific	Young	1	K
LTR-TE5835	specific	Young	1	K
LTR-TE5841	specific	Young	0	K
LTR-TE5865	specific	Young	0	K
LTR-TE5868	specific	Young	0	K
LTR-TE5874	specific	Young	0	K
LTR-TE5880	specific	Young	0	K
LTR-TE5888	specific	Young	0	K
LTR-TE5912	specific	Young	0	K
LTR-TE5914	specific	Young	0	K
LTR-TE5915	specific	Young	0	K
LTR-TE5916	specific	Young	0	K
LTR-TE5928	specific	Young	0	K
LTR-TE5929	specific	Young	0	K
LTR-TE5938	specific	Young	0	K
LTR-TE5946	specific	Young	1	K
LTR-TE5947	specific	Young	1	K
LTR-TE5952	specific	Young	0	K
LTR-TE5957	specific	Young	0	K
LTR-TE5962	specific	Young	0	K
LTR-TE5976	specific	Young	0	K
LTR-TE5997	specific	Young	0	K
LTR-TE6001	specific	Young	1	K
LTR-TE6010	specific	Young	0	K
LTR-TE6023	specific	Young	0	K
LTR-TE6024	specific	Young	0	K
LTR-TE6032	specific	Young	0	K
LTR-TE6043	specific	Young	0	K
LTR-TE6044	specific	Young	0	K
LTR-TE6063	specific	Young	0	K
LTR-TE6068	specific	Young	0	K
LTR-TE6081	specific	Young	0	K
LTR-TE6086	specific	Young	0	K
LTR-TE6090	specific	Young	0	K
LTR-TE6093	specific	Young	0.544682	K
LTR-TE6098	specific	Young	0	K
LTR-TE6100	specific	Young	0	K
LTR-TE6114	specific	Young	1	K
LTR-TE6118	specific	Young	0	K
LTR-TE6132	specific	Young	0	K
LTR-TE6141	specific	Young	0	K
LTR-TE6146	specific	Young	0	K
LTR-TE6165	specific	Young	0	K
LTR-TE6170	specific	Young	0	K
LTR-TE6178	specific	Young	1	K
LTR-TE6182	specific	Young	0	K
LTR-TE6185	specific	Young	0	K
LTR-TE6190	specific	Young	0	K
LTR-TE6194	specific	Young	0	K
LTR-TE6195	specific	Young	0	K
LTR-TE6202	specific	Young	0	K
LTR-TE6211	specific	Young	0	K
LTR-TE6228	specific	Young	0	K
LTR-TE6244	specific	Young	0	K
LTR-TE6245	specific	Young	0	K
LTR-TE6246	specific	Young	0	K
LTR-TE6251	specific	Young	0	K
LTR-TE6256	specific	Young	0	K
LTR-TE6257	specific	Young	0	K
LTR-TE6259	specific	Young	0	K
LTR-TE6260	specific	Young	0	K
LTR-TE6271	specific	Young	0	K
LTR-TE6272	specific	Young	0	K
LTR-TE6276	specific	Young	0	K
LTR-TE6283	specific	Young	0	K
LTR-TE6286	specific	Young	0	K
LTR-TE6293	specific	Young	0	K
LTR-TE6304	specific	Young	0	K
LTR-TE6305	specific	Young	0	K
LTR-TE6314	specific	Young	0	K
LTR-TE6317	specific	Young	0	K
LTR-TE6339	specific	Young	1	K
LTR-TE6340	specific	Young	0	K
LTR-TE6341	specific	Young	0	K
LTR-TE6352	specific	Young	1	K
LTR-TE6356	specific	Young	0	K
LTR-TE6367	specific	Young	0	K
LTR-TE7173	specific	Young	0	K
LTR-TE6465	specific	Young	0	K
LTR-TE6782	specific	Young	0	K
LTR-TE6783	specific	Young	0	K
LTR-TE7091	specific	Young	0	K
LTR-TE7223	specific	Young	0	K
LTR-TE8191	specific	Young	0	K
LTR-TE6410	specific	Young	0	K
LTR-TE6441	specific	Young	0	K
LTR-TE6493	specific	Young	0	K
LTR-TE6521	specific	Young	0	K
LTR-TE6555	specific	Young	0	K
LTR-TE6579	specific	Young	0	K
LTR-TE6628	specific	Young	0	K
LTR-TE6644	specific	Young	0.1942908	K
LTR-TE6645	specific	Young	0.1361579	K
LTR-TE6661	specific	Young	0	K
LTR-TE6689	specific	Young	0	K
LTR-TE6694	specific	Young	0	K
LTR-TE6731	specific	Young	0	K
LTR-TE6748	specific	Young	0	K
LTR-TE6764	specific	Young	0	K
LTR-TE6828	specific	Young	0	K
LTR-TE6855	specific	Young	0	K
LTR-TE6906	specific	Young	0	K
LTR-TE6965	specific	Young	0	K
LTR-TE6968	specific	Young	0	K
LTR-TE6981	specific	Young	0	K
LTR-TE6997	specific	Young	0	K
LTR-TE7025	specific	Young	0	K
LTR-TE7080	specific	Young	0	K
LTR-TE7143	specific	Young	0	K
LTR-TE7177	specific	Young	0	K
LTR-TE7209	specific	Young	0	K
LTR-TE7249	specific	Young	0	K
LTR-TE7258	specific	Young	0	K
LTR-TE7319	specific	Young	0	K
LTR-TE7320	specific	Young	0	K
LTR-TE7400	specific	Young	0	K
LTR-TE7415	specific	Young	0	K
LTR-TE7443	specific	Young	0	K
LTR-TE7472	specific	Young	1	K
LTR-TE7551	specific	Young	1	K
LTR-TE7560	specific	Young	0	K
LTR-TE7571	specific	Young	0	K
LTR-TE7618	specific	Young	1	K
LTR-TE7660	specific	Young	0	K
LTR-TE7664	specific	Young	0	K
LTR-TE7689	specific	Young	0	K
LTR-TE7727	specific	Young	0	K
LTR-TE7757	specific	Young	0	K
LTR-TE7772	specific	Young	0	K
LTR-TE7873	specific	Young	0	K
LTR-TE7879	specific	Young	0	K
LTR-TE7920	specific	Young	0	K
LTR-TE8010	specific	Young	0	K
LTR-TE8061	specific	Young	0	K
LTR-TE8141	specific	Young	0	K
LTR-TE8143	specific	Young	0	K
LTR-TE8167	specific	Young	0	K
LTR-TE8200	specific	Young	0	K
LTR-TE8228	specific	Young	0	K
LTR-TE8235	specific	Young	0	K
LTR-TE8258	specific	Young	0	K
LTR-TE8289	specific	Young	0	K
LTR-TE8310	specific	Young	0.1517147	K
LTR-TE8314	specific	Young	0	K
LTR-TE8349	specific	Young	0	K
LTR-TE8352	specific	Young	0	K
LTR-TE8353	specific	Young	0	K
LTR-TE8354	specific	Young	0	K
LTR-TE8386	specific	Young	0	K
LTR-TE8445	specific	Young	0	K
LTR-TE8462	specific	Young	0	K
LTR-TE6371	specific	Young	0	K
LTR-TE6380	specific	Young	0	K
LTR-TE6382	specific	Young	0	K
LTR-TE6384	specific	Young	0	K
LTR-TE6395	specific	Young	0	K
LTR-TE6397	specific	Young	0	K
LTR-TE6401	specific	Young	0	K
LTR-TE6408	specific	Young	0	K
LTR-TE6418	specific	Young	0	K
LTR-TE6429	specific	Young	0	K
LTR-TE6438	specific	Young	0	K
LTR-TE6445	specific	Young	0	K
LTR-TE6446	specific	Young	0	K
LTR-TE6451	specific	Young	0	K
LTR-TE6458	specific	Young	0	K
LTR-TE6466	specific	Young	0	K
LTR-TE6469	specific	Young	0	K
LTR-TE6471	specific	Young	0	K
LTR-TE6474	specific	Young	1	K
LTR-TE6475	specific	Young	0.7878374	K
LTR-TE6480	specific	Young	0	K
LTR-TE6484	specific	Young	0	K
LTR-TE6489	specific	Young	0	K
LTR-TE6491	specific	Young	0	K
LTR-TE6499	specific	Young	0	K
LTR-TE6508	specific	Young	0	K
LTR-TE6513	specific	Young	0	K
LTR-TE6518	specific	Young	0	K
LTR-TE6520	specific	Young	0	K
LTR-TE6522	specific	Young	0	K
LTR-TE6538	specific	Young	0	K
LTR-TE6544	specific	Young	0	K
LTR-TE6548	specific	Young	0	K
LTR-TE6549	specific	Young	0	K
LTR-TE6550	specific	Young	0	K
LTR-TE6551	specific	Young	0	K
LTR-TE6552	specific	Young	0	K
LTR-TE6554	specific	Young	0	K
LTR-TE6557	specific	Young	1	K
LTR-TE6559	specific	Young	0	K
LTR-TE6560	specific	Young	0	K
LTR-TE6561	specific	Young	0	K
LTR-TE6564	specific	Young	0	K
LTR-TE6566	specific	Young	0	K
LTR-TE6572	specific	Young	0	K
LTR-TE6573	specific	Young	0	K
LTR-TE6576	specific	Young	0	K
LTR-TE6578	specific	Young	0	K
LTR-TE6583	specific	Young	0	K
LTR-TE6588	specific	Young	0	K
LTR-TE6591	specific	Young	0	K
LTR-TE6596	specific	Young	0	K
LTR-TE6597	specific	Young	0	K
LTR-TE6599	specific	Young	0	K
LTR-TE6600	specific	Young	0	K
LTR-TE6603	specific	Young	0	K
LTR-TE6604	specific	Young	0	K
LTR-TE6608	specific	Young	0	K
LTR-TE6618	specific	Young	0	K
LTR-TE6629	specific	Young	0	K
LTR-TE6636	specific	Young	0	K
LTR-TE6651	specific	Young	0	K
LTR-TE6652	specific	Young	0	K
LTR-TE6653	specific	Young	0	K
LTR-TE6658	specific	Young	0	K
LTR-TE6667	specific	Young	0	K
LTR-TE6668	specific	Young	0	K
LTR-TE6680	specific	Young	0	K
LTR-TE6684	specific	Young	0	K
LTR-TE6688	specific	Young	0	K
LTR-TE6690	specific	Young	0	K
LTR-TE6698	specific	Young	0	K
LTR-TE6701	specific	Young	0	K
LTR-TE6703	specific	Young	0	K
LTR-TE6712	specific	Young	0	K
LTR-TE6713	specific	Young	1	K
LTR-TE6728	specific	Young	0	K
LTR-TE6730	specific	Young	0	K
LTR-TE6732	specific	Young	0	K
LTR-TE6733	specific	Young	0	K
LTR-TE6735	specific	Young	0	K
LTR-TE6738	specific	Young	0	K
LTR-TE6739	specific	Young	0	K
LTR-TE6745	specific	Young	0	K
LTR-TE6753	specific	Young	0	K
LTR-TE6754	specific	Young	0	K
LTR-TE6759	specific	Young	0	K
LTR-TE6766	specific	Young	0	K
LTR-TE6775	specific	Young	0	K
LTR-TE6777	specific	Young	1	K
LTR-TE6778	specific	Young	0	K
LTR-TE6780	specific	Young	0	K
LTR-TE6789	specific	Young	0	K
LTR-TE6802	specific	Young	0	K
LTR-TE6810	specific	Young	0	K
LTR-TE6812	specific	Young	0	K
LTR-TE6823	specific	Young	0	K
LTR-TE6833	specific	Young	0	K
LTR-TE6836	specific	Young	0	K
LTR-TE6837	specific	Young	0	K
LTR-TE6856	specific	Young	0	K
LTR-TE6862	specific	Young	0	K
LTR-TE6867	specific	Young	0	K
LTR-TE6871	specific	Young	0	K
LTR-TE6882	specific	Young	0	K
LTR-TE6892	specific	Young	0	K
LTR-TE6907	specific	Young	0	K
LTR-TE6908	specific	Young	0	K
LTR-TE6909	specific	Young	0	K
LTR-TE6912	specific	Young	0	K
LTR-TE6919	specific	Young	1	K
LTR-TE6922	specific	Young	0	K
LTR-TE6923	specific	Young	0	K
LTR-TE6924	specific	Young	0	K
LTR-TE6926	specific	Young	0	K
LTR-TE6929	specific	Young	0	K
LTR-TE6934	specific	Young	0	K
LTR-TE6946	specific	Young	0	K
LTR-TE6948	specific	Young	0	K
LTR-TE6957	specific	Young	0	K
LTR-TE6958	specific	Young	0	K
LTR-TE6964	specific	Young	0	K
LTR-TE6975	specific	Young	0	K
LTR-TE6976	specific	Young	0	K
LTR-TE6977	specific	Young	0	K
LTR-TE6978	specific	Young	0	K
LTR-TE6984	specific	Young	0	K
LTR-TE6985	specific	Young	0	K
LTR-TE6988	specific	Young	0	K
LTR-TE6996	specific	Young	0	K
LTR-TE6999	specific	Young	0	K
LTR-TE7006	specific	Young	0	K
LTR-TE7016	specific	Young	0	K
LTR-TE7023	specific	Young	0.8022631	K
LTR-TE7028	specific	Young	0	K
LTR-TE7030	specific	Young	0	K
LTR-TE7032	specific	Young	0	K
LTR-TE7033	specific	Young	0	K
LTR-TE7034	specific	Young	0	K
LTR-TE7035	specific	Young	0	K
LTR-TE7036	specific	Young	0	K
LTR-TE7040	specific	Young	0	K
LTR-TE7043	specific	Young	0	K
LTR-TE7051	specific	Young	0	K
LTR-TE7053	specific	Young	0	K
LTR-TE7054	specific	Young	0	K
LTR-TE7056	specific	Young	0	K
LTR-TE7057	specific	Young	0	K
LTR-TE7058	specific	Young	0	K
LTR-TE7061	specific	Young	0	K
LTR-TE7065	specific	Young	0	K
LTR-TE7072	specific	Young	0	K
LTR-TE7077	specific	Young	0	K
LTR-TE7079	specific	Young	0	K
LTR-TE7081	specific	Young	0	K
LTR-TE7083	specific	Young	0	K
LTR-TE7085	specific	Young	0	K
LTR-TE7100	specific	Young	0	K
LTR-TE7101	specific	Young	0	K
LTR-TE7104	specific	Young	0	K
LTR-TE7111	specific	Young	1	K
LTR-TE7115	specific	Young	1	K
LTR-TE7122	specific	Young	0	K
LTR-TE7123	specific	Young	0	K
LTR-TE7129	specific	Young	0	K
LTR-TE7133	specific	Young	0	K
LTR-TE7136	specific	Young	0	K
LTR-TE7139	specific	Young	0	K
LTR-TE7156	specific	Young	0	K
LTR-TE7160	specific	Young	0	K
LTR-TE7161	specific	Young	0	K
LTR-TE7164	specific	Young	0	K
LTR-TE7170	specific	Young	0	K
LTR-TE7176	specific	Young	0	K
LTR-TE7179	specific	Young	0	K
LTR-TE7180	specific	Young	0	K
LTR-TE7186	specific	Young	0	K
LTR-TE7190	specific	Young	0	K
LTR-TE7192	specific	Young	0	K
LTR-TE7196	specific	Young	0	K
LTR-TE7197	specific	Young	0	K
LTR-TE7203	specific	Young	0	K
LTR-TE7205	specific	Young	0	K
LTR-TE7214	specific	Young	0	K
LTR-TE7215	specific	Young	0	K
LTR-TE7216	specific	Young	0	K
LTR-TE7217	specific	Young	0	K
LTR-TE7230	specific	Young	0	K
LTR-TE7231	specific	Young	0	K
LTR-TE7234	specific	Young	0	K
LTR-TE7237	specific	Young	0	K
LTR-TE7241	specific	Young	1	K
LTR-TE7260	specific	Young	0	K
LTR-TE7262	specific	Young	0	K
LTR-TE7272	specific	Young	0	K
LTR-TE7273	specific	Young	0	K
LTR-TE7274	specific	Young	0	K
LTR-TE7277	specific	Young	0	K
LTR-TE7278	specific	Young	0	K
LTR-TE7281	specific	Young	0	K
LTR-TE7302	specific	Young	0	K
LTR-TE7312	specific	Young	0	K
LTR-TE7315	specific	Young	0	K
LTR-TE7317	specific	Young	0	K
LTR-TE7328	specific	Young	0	K
LTR-TE7329	specific	Young	0	K
LTR-TE7331	specific	Young	0	K
LTR-TE7332	specific	Young	0	K
LTR-TE7336	specific	Young	0	K
LTR-TE7346	specific	Young	0	K
LTR-TE7350	specific	Young	0	K
LTR-TE7351	specific	Young	0	K
LTR-TE7352	specific	Young	0	K
LTR-TE7369	specific	Young	0	K
LTR-TE7383	specific	Young	0	K
LTR-TE7388	specific	Young	0	K
LTR-TE7395	specific	Young	0	K
LTR-TE7397	specific	Young	0	K
LTR-TE7402	specific	Young	0	K
LTR-TE7409	specific	Young	0	K
LTR-TE7420	specific	Young	0	K
LTR-TE7424	specific	Young	0	K
LTR-TE7427	specific	Young	0	K
LTR-TE7429	specific	Young	0	K
LTR-TE7430	specific	Young	0	K
LTR-TE7434	specific	Young	0	K
LTR-TE7435	specific	Young	0	K
LTR-TE7436	specific	Young	0	K
LTR-TE7446	specific	Young	0	K
LTR-TE7447	specific	Young	0	K
LTR-TE7453	specific	Young	0	K
LTR-TE7456	specific	Young	0	K
LTR-TE7457	specific	Young	0	K
LTR-TE7458	specific	Young	0	K
LTR-TE7459	specific	Young	0	K
LTR-TE7460	specific	Young	0	K
LTR-TE7461	specific	Young	0	K
LTR-TE7470	specific	Young	0	K
LTR-TE7474	specific	Young	0	K
LTR-TE7481	specific	Young	0	K
LTR-TE7485	specific	Young	0	K
LTR-TE7486	specific	Young	0	K
LTR-TE7489	specific	Young	0	K
LTR-TE7504	specific	Young	0	K
LTR-TE7514	specific	Young	0	K
LTR-TE7523	specific	Young	0	K
LTR-TE7525	specific	Young	0	K
LTR-TE7526	specific	Young	0	K
LTR-TE7527	specific	Young	0	K
LTR-TE7528	specific	Young	0	K
LTR-TE7529	specific	Young	0	K
LTR-TE7530	specific	Young	0	K
LTR-TE7531	specific	Young	0	K
LTR-TE7532	specific	Young	0	K
LTR-TE7536	specific	Young	1	K
LTR-TE7538	specific	Young	0	K
LTR-TE7542	specific	Young	0	K
LTR-TE7569	specific	Young	0	K
LTR-TE7580	specific	Young	0	K
LTR-TE7582	specific	Young	0	K
LTR-TE7583	specific	Young	0	K
LTR-TE7585	specific	Young	0	K
LTR-TE7586	specific	Young	1	K
LTR-TE7598	specific	Young	0	K
LTR-TE7601	specific	Young	0	K
LTR-TE7611	specific	Young	0	K
LTR-TE7613	specific	Young	0	K
LTR-TE7619	specific	Young	1	K
LTR-TE7635	specific	Young	0	K
LTR-TE7641	specific	Young	0	K
LTR-TE7645	specific	Young	0	K
LTR-TE7647	specific	Young	0	K
LTR-TE7648	specific	Young	0	K
LTR-TE7651	specific	Young	0	K
LTR-TE7652	specific	Young	0	K
LTR-TE7656	specific	Young	0	K
LTR-TE7657	specific	Young	0	K
LTR-TE7658	specific	Young	0	K
LTR-TE7663	specific	Young	0	K
LTR-TE7666	specific	Young	0	K
LTR-TE7672	specific	Young	0	K
LTR-TE7673	specific	Young	0	K
LTR-TE7684	specific	Young	0	K
LTR-TE7686	specific	Young	0	K
LTR-TE7691	specific	Young	0	K
LTR-TE7693	specific	Young	0	K
LTR-TE7704	specific	Young	0	K
LTR-TE7707	specific	Young	0	K
LTR-TE7713	specific	Young	0	K
LTR-TE7714	specific	Young	0	K
LTR-TE7715	specific	Young	0	K
LTR-TE7716	specific	Young	0	K
LTR-TE7717	specific	Young	0	K
LTR-TE7723	specific	Young	0	K
LTR-TE7728	specific	Young	0	K
LTR-TE7730	specific	Young	0	K
LTR-TE7731	specific	Young	0.6899861	K
LTR-TE7733	specific	Young	0	K
LTR-TE7736	specific	Young	0	K
LTR-TE7737	specific	Young	0	K
LTR-TE7743	specific	Young	0	K
LTR-TE7744	specific	Young	0	K
LTR-TE7749	specific	Young	0	K
LTR-TE7753	specific	Young	0	K
LTR-TE7755	specific	Young	0	K
LTR-TE7756	specific	Young	0	K
LTR-TE7758	specific	Young	0	K
LTR-TE7760	specific	Young	0	K
LTR-TE7774	specific	Young	0	K
LTR-TE7778	specific	Young	0	K
LTR-TE7780	specific	Young	0	K
LTR-TE7792	specific	Young	0	K
LTR-TE7800	specific	Young	0	K
LTR-TE7802	specific	Young	1	K
LTR-TE7809	specific	Young	0	K
LTR-TE7814	specific	Young	0	K
LTR-TE7817	specific	Young	0	K
LTR-TE7826	specific	Young	0	K
LTR-TE7829	specific	Young	0	K
LTR-TE7830	specific	Young	1	K
LTR-TE7831	specific	Young	0	K
LTR-TE7841	specific	Young	0	K
LTR-TE7843	specific	Young	0	K
LTR-TE7847	specific	Young	0	K
LTR-TE7859	specific	Young	0	K
LTR-TE7861	specific	Young	0	K
LTR-TE7871	specific	Young	0	K
LTR-TE7874	specific	Young	0	K
LTR-TE7878	specific	Young	1	K
LTR-TE7881	specific	Young	0	K
LTR-TE7894	specific	Young	0	K
LTR-TE7895	specific	Young	0	K
LTR-TE7898	specific	Young	1	K
LTR-TE7903	specific	Young	0	K
LTR-TE7906	specific	Young	0	K
LTR-TE7914	specific	Young	0	K
LTR-TE7915	specific	Young	0	K
LTR-TE7917	specific	Young	0	K
LTR-TE7921	specific	Young	0	K
LTR-TE7923	specific	Young	0	K
LTR-TE7930	specific	Young	0	K
LTR-TE7932	specific	Young	0	K
LTR-TE7938	specific	Young	0	K
LTR-TE7940	specific	Young	0	K
LTR-TE7943	specific	Young	0	K
LTR-TE7960	specific	Young	0	K
LTR-TE7971	specific	Young	0	K
LTR-TE7975	specific	Young	1	K
LTR-TE7976	specific	Young	0	K
LTR-TE7977	specific	Young	0	K
LTR-TE7980	specific	Young	0	K
