index	type	TE	TEcoverage	genome
LTR-TE1978	conserved	Young	0	K
LTR-TE1980	conserved	Young	0	K
LTR-TE1993	conserved	Young	0	K
LTR-TE1996	conserved	Young	0	K
LTR-TE2001	conserved	Young	1	K
LTR-TE2004	conserved	Young	0	K
LTR-TE2007	conserved	Young	0	K
LTR-TE2018	conserved	Young	0	K
LTR-TE2019	conserved	Young	0	K
LTR-TE2028	conserved	Young	0	K
LTR-TE2029	conserved	Young	0	K
LTR-TE2033	conserved	Young	0	K
LTR-TE2041	conserved	Young	0	K
LTR-TE2049	conserved	Young	0	K
LTR-TE2059	conserved	Young	0	K
LTR-TE2071	conserved	Young	0	K
LTR-TE2076	conserved	Young	0	K
LTR-TE2079	conserved	Young	0	K
LTR-TE2096	conserved	Young	0	K
LTR-TE2103	conserved	Young	0	K
LTR-TE2112	conserved	Young	0	K
LTR-TE2119	conserved	Young	0	K
LTR-TE2139	conserved	Young	0	K
LTR-TE2140	conserved	Young	0	K
LTR-TE2143	conserved	Young	0	K
LTR-TE2145	conserved	Young	0	K
LTR-TE2158	conserved	Young	0	K
LTR-TE2164	conserved	Young	0	K
LTR-TE2171	conserved	Young	0	K
LTR-TE2174	conserved	Young	0	K
LTR-TE2175	conserved	Young	0	K
LTR-TE2179	conserved	Young	0	K
LTR-TE2195	conserved	Young	0	K
LTR-TE2196	conserved	Young	0	K
LTR-TE2224	conserved	Young	0	K
LTR-TE2230	conserved	Young	0	K
LTR-TE2232	conserved	Young	0	K
LTR-TE2235	conserved	Young	0	K
LTR-TE2236	conserved	Young	0	K
LTR-TE2243	conserved	Young	0	K
LTR-TE2244	conserved	Young	0	K
LTR-TE2249	conserved	Young	0	K
LTR-TE2251	conserved	Young	0	K
LTR-TE2262	conserved	Young	0	K
LTR-TE2263	conserved	Young	0	K
LTR-TE2264	conserved	Young	0	K
LTR-TE2274	conserved	Young	0	K
LTR-TE2275	conserved	Young	0	K
LTR-TE2276	conserved	Young	0	K
LTR-TE2282	conserved	Young	0	K
LTR-TE2283	conserved	Young	0	K
LTR-TE2295	conserved	Young	0	K
LTR-TE2299	conserved	Young	0	K
LTR-TE2300	conserved	Young	0	K
LTR-TE2301	conserved	Young	0	K
LTR-TE2305	conserved	Young	0	K
LTR-TE2307	conserved	Young	0	K
LTR-TE2308	conserved	Young	0	K
LTR-TE2312	conserved	Young	0	K
LTR-TE2316	conserved	Young	0	K
LTR-TE2317	conserved	Young	0	K
LTR-TE2321	conserved	Young	0	K
LTR-TE2322	conserved	Young	0	K
LTR-TE2329	conserved	Young	0	K
LTR-TE2334	conserved	Young	0	K
LTR-TE2335	conserved	Young	0	K
LTR-TE2347	conserved	Young	0	K
LTR-TE2348	conserved	Young	0	K
LTR-TE2352	conserved	Young	0	K
LTR-TE2370	conserved	Young	0	K
LTR-TE2377	conserved	Young	0	K
LTR-TE2384	conserved	Young	0	K
LTR-TE2385	conserved	Young	0	K
LTR-TE2391	conserved	Young	0	K
LTR-TE2392	conserved	Young	0	K
LTR-TE2393	conserved	Young	0	K
LTR-TE2400	conserved	Young	0	K
LTR-TE2404	conserved	Young	0	K
LTR-TE2406	conserved	Young	0	K
LTR-TE2407	conserved	Young	0	K
LTR-TE2413	conserved	Young	0	K
LTR-TE2436	conserved	Young	0	K
LTR-TE2	conserved	Young	0	K
LTR-TE3	conserved	Young	0	K
LTR-TE4	conserved	Young	0	K
LTR-TE8	conserved	Young	0	K
LTR-TE11	conserved	Young	0	K
LTR-TE16	conserved	Young	0	K
LTR-TE27	conserved	Young	0	K
LTR-TE33	conserved	Young	0	K
LTR-TE36	conserved	Young	0	K
LTR-TE40	conserved	Young	0	K
LTR-TE43	conserved	Young	0	K
LTR-TE59	conserved	Young	0	K
LTR-TE62	conserved	Young	0	K
LTR-TE74	conserved	Young	0	K
LTR-TE75	conserved	Young	0	K
LTR-TE79	conserved	Young	0	K
LTR-TE88	conserved	Young	0	K
LTR-TE92	conserved	Young	0	K
LTR-TE93	conserved	Young	0	K
LTR-TE109	conserved	Young	0	K
LTR-TE113	conserved	Young	0	K
LTR-TE125	conserved	Young	0	K
LTR-TE137	conserved	Young	0	K
LTR-TE139	conserved	Young	0	K
LTR-TE146	conserved	Young	0	K
LTR-TE152	conserved	Young	0	K
LTR-TE153	conserved	Young	0	K
LTR-TE158	conserved	Young	0	K
LTR-TE175	conserved	Young	0	K
LTR-TE178	conserved	Young	0	K
LTR-TE188	conserved	Young	0	K
LTR-TE189	conserved	Young	0	K
LTR-TE213	conserved	Young	0	K
LTR-TE215	conserved	Young	0	K
LTR-TE219	conserved	Young	0	K
LTR-TE227	conserved	Young	0	K
LTR-TE228	conserved	Young	0	K
LTR-TE229	conserved	Young	0	K
LTR-TE230	conserved	Young	0	K
LTR-TE235	conserved	Young	0	K
LTR-TE245	conserved	Young	0	K
LTR-TE249	conserved	Young	0	K
LTR-TE269	conserved	Young	0	K
LTR-TE281	conserved	Young	0	K
LTR-TE283	conserved	Young	0	K
LTR-TE298	conserved	Young	0	K
LTR-TE299	conserved	Young	0	K
LTR-TE301	conserved	Young	0	K
LTR-TE304	conserved	Young	0	K
LTR-TE306	conserved	Young	0	K
LTR-TE307	conserved	Young	0	K
LTR-TE352	conserved	Young	0	K
LTR-TE355	conserved	Young	0	K
LTR-TE357	conserved	Young	0	K
LTR-TE359	conserved	Young	0	K
LTR-TE378	conserved	Young	0	K
LTR-TE382	conserved	Young	0	K
LTR-TE387	conserved	Young	0	K
LTR-TE388	conserved	Young	0	K
LTR-TE399	conserved	Young	0	K
LTR-TE405	conserved	Young	0	K
LTR-TE408	conserved	Young	0	K
LTR-TE410	conserved	Young	0	K
LTR-TE415	conserved	Young	0	K
LTR-TE425	conserved	Young	0	K
LTR-TE428	conserved	Young	0	K
LTR-TE445	conserved	Young	0	K
LTR-TE458	conserved	Young	0	K
LTR-TE459	conserved	Young	0	K
LTR-TE469	conserved	Young	0	K
LTR-TE471	conserved	Young	0	K
LTR-TE490	conserved	Young	0	K
LTR-TE496	conserved	Young	0	K
LTR-TE507	conserved	Young	0	K
LTR-TE509	conserved	Young	0	K
LTR-TE511	conserved	Young	0	K
LTR-TE513	conserved	Young	0	K
LTR-TE516	conserved	Young	0	K
LTR-TE539	conserved	Young	0	K
LTR-TE540	conserved	Young	0	K
LTR-TE542	conserved	Young	0	K
LTR-TE544	conserved	Young	0	K
LTR-TE557	conserved	Young	0	K
LTR-TE567	conserved	Young	0	K
LTR-TE575	conserved	Young	0	K
LTR-TE577	conserved	Young	0	K
LTR-TE582	conserved	Young	0	K
LTR-TE587	conserved	Young	0	K
LTR-TE588	conserved	Young	0	K
LTR-TE594	conserved	Young	0	K
LTR-TE596	conserved	Young	0	K
LTR-TE602	conserved	Young	0	K
LTR-TE617	conserved	Young	0	K
LTR-TE623	conserved	Young	0	K
LTR-TE632	conserved	Young	0	K
LTR-TE657	conserved	Young	0	K
LTR-TE676	conserved	Young	0	K
LTR-TE688	conserved	Young	0	K
LTR-TE690	conserved	Young	0	K
LTR-TE695	conserved	Young	0	K
LTR-TE698	conserved	Young	0	K
LTR-TE700	conserved	Young	0	K
LTR-TE705	conserved	Young	0	K
LTR-TE722	conserved	Young	0	K
LTR-TE725	conserved	Young	0	K
LTR-TE759	conserved	Young	0	K
LTR-TE763	conserved	Young	0	K
LTR-TE785	conserved	Young	0	K
LTR-TE786	conserved	Young	0	K
LTR-TE790	conserved	Young	0	K
LTR-TE799	conserved	Young	0	K
LTR-TE811	conserved	Young	0	K
LTR-TE818	conserved	Young	0	K
LTR-TE828	conserved	Young	0	K
LTR-TE834	conserved	Young	0	K
LTR-TE835	conserved	Young	0	K
LTR-TE849	conserved	Young	0	K
LTR-TE859	conserved	Young	0	K
LTR-TE865	conserved	Young	0	K
LTR-TE871	conserved	Young	0	K
LTR-TE872	conserved	Young	0	K
LTR-TE889	conserved	Young	0	K
LTR-TE891	conserved	Young	0	K
LTR-TE896	conserved	Young	0	K
LTR-TE909	conserved	Young	0	K
LTR-TE920	conserved	Young	0	K
LTR-TE921	conserved	Young	0	K
LTR-TE924	conserved	Young	0	K
LTR-TE925	conserved	Young	0	K
LTR-TE927	conserved	Young	0	K
LTR-TE963	conserved	Young	0	K
LTR-TE979	conserved	Young	0	K
LTR-TE980	conserved	Young	0	K
LTR-TE981	conserved	Young	0	K
LTR-TE985	conserved	Young	1	K
LTR-TE992	conserved	Young	0	K
LTR-TE1007	conserved	Young	0	K
LTR-TE1029	conserved	Young	0	K
LTR-TE1030	conserved	Young	0	K
LTR-TE1038	conserved	Young	0	K
LTR-TE1049	conserved	Young	0	K
LTR-TE1050	conserved	Young	0	K
LTR-TE1051	conserved	Young	0	K
LTR-TE1053	conserved	Young	0	K
LTR-TE1062	conserved	Young	0	K
LTR-TE1069	conserved	Young	0	K
LTR-TE1082	conserved	Young	0	K
LTR-TE1093	conserved	Young	0	K
LTR-TE1102	conserved	Young	0	K
LTR-TE1103	conserved	Young	0	K
LTR-TE1108	conserved	Young	0	K
LTR-TE1111	conserved	Young	0	K
LTR-TE1115	conserved	Young	0	K
LTR-TE1122	conserved	Young	0	K
LTR-TE1133	conserved	Young	0	K
LTR-TE1139	conserved	Young	0	K
LTR-TE1143	conserved	Young	0	K
LTR-TE1146	conserved	Young	0	K
LTR-TE1149	conserved	Young	0	K
LTR-TE1150	conserved	Young	0	K
LTR-TE1160	conserved	Young	0	K
LTR-TE1164	conserved	Young	0	K
LTR-TE1167	conserved	Young	0	K
LTR-TE1174	conserved	Young	0	K
LTR-TE1181	conserved	Young	1	K
LTR-TE1186	conserved	Young	0	K
LTR-TE1187	conserved	Young	0	K
LTR-TE1199	conserved	Young	0	K
LTR-TE1202	conserved	Young	0	K
LTR-TE1208	conserved	Young	0	K
LTR-TE1214	conserved	Young	0	K
LTR-TE1238	conserved	Young	0	K
LTR-TE1253	conserved	Young	0	K
LTR-TE1256	conserved	Young	0	K
LTR-TE1258	conserved	Young	0	K
LTR-TE1265	conserved	Young	0	K
LTR-TE1268	conserved	Young	0	K
LTR-TE1272	conserved	Young	0	K
LTR-TE1282	conserved	Young	0	K
LTR-TE1283	conserved	Young	0	K
LTR-TE1305	conserved	Young	0	K
LTR-TE1306	conserved	Young	0	K
LTR-TE1309	conserved	Young	0	K
LTR-TE1310	conserved	Young	0	K
LTR-TE1321	conserved	Young	0	K
LTR-TE1332	conserved	Young	0	K
LTR-TE1350	conserved	Young	0	K
LTR-TE1352	conserved	Young	0	K
LTR-TE1365	conserved	Young	0	K
LTR-TE1371	conserved	Young	0	K
LTR-TE1401	conserved	Young	0	K
LTR-TE1403	conserved	Young	0	K
LTR-TE1404	conserved	Young	0	K
LTR-TE1409	conserved	Young	0	K
LTR-TE1427	conserved	Young	0	K
LTR-TE1430	conserved	Young	0	K
LTR-TE1434	conserved	Young	0	K
LTR-TE1447	conserved	Young	0	K
LTR-TE1449	conserved	Young	0	K
LTR-TE1456	conserved	Young	0	K
LTR-TE1460	conserved	Young	0	K
LTR-TE1462	conserved	Young	0	K
LTR-TE1465	conserved	Young	0	K
LTR-TE1467	conserved	Young	0	K
LTR-TE1476	conserved	Young	0	K
LTR-TE1481	conserved	Young	0	K
LTR-TE1492	conserved	Young	0	K
LTR-TE1500	conserved	Young	0	K
LTR-TE1506	conserved	Young	0	K
LTR-TE1512	conserved	Young	0	K
LTR-TE1515	conserved	Young	0	K
LTR-TE1516	conserved	Young	0	K
LTR-TE1517	conserved	Young	0	K
LTR-TE1531	conserved	Young	0	K
LTR-TE1533	conserved	Young	0	K
LTR-TE1539	conserved	Young	0	K
LTR-TE1542	conserved	Young	0	K
LTR-TE1544	conserved	Young	0	K
LTR-TE1545	conserved	Young	0	K
LTR-TE1559	conserved	Young	0	K
LTR-TE1560	conserved	Young	0	K
LTR-TE1566	conserved	Young	0	K
LTR-TE1567	conserved	Young	0	K
LTR-TE1578	conserved	Young	0	K
LTR-TE1585	conserved	Young	0	K
LTR-TE1590	conserved	Young	0	K
LTR-TE1593	conserved	Young	0	K
LTR-TE1610	conserved	Young	0	K
LTR-TE1614	conserved	Young	0	K
LTR-TE1621	conserved	Young	0	K
LTR-TE1630	conserved	Young	0	K
LTR-TE1631	conserved	Young	0	K
LTR-TE1638	conserved	Young	0	K
LTR-TE1639	conserved	Young	0	K
LTR-TE1668	conserved	Young	0	K
LTR-TE1669	conserved	Young	0	K
LTR-TE1671	conserved	Young	0	K
LTR-TE1673	conserved	Young	0	K
LTR-TE1698	conserved	Young	0	K
LTR-TE1699	conserved	Young	0	K
LTR-TE1700	conserved	Young	0	K
LTR-TE1701	conserved	Young	0	K
LTR-TE1702	conserved	Young	0	K
LTR-TE1703	conserved	Young	0	K
LTR-TE1704	conserved	Young	0	K
LTR-TE1705	conserved	Young	0	K
LTR-TE1706	conserved	Young	0	K
LTR-TE1707	conserved	Young	0	K
LTR-TE1709	conserved	Young	0	K
LTR-TE1733	conserved	Young	0	K
LTR-TE1739	conserved	Young	0	K
LTR-TE1760	conserved	Young	0	K
LTR-TE1762	conserved	Young	0	K
LTR-TE1767	conserved	Young	0	K
LTR-TE1769	conserved	Young	0	K
LTR-TE1771	conserved	Young	0	K
LTR-TE1796	conserved	Young	0	K
LTR-TE1798	conserved	Young	0	K
LTR-TE1804	conserved	Young	0	K
LTR-TE1805	conserved	Young	0	K
LTR-TE1814	conserved	Young	0	K
LTR-TE1819	conserved	Young	0	K
LTR-TE1821	conserved	Young	0	K
LTR-TE1829	conserved	Young	0	K
LTR-TE1831	conserved	Young	0	K
LTR-TE1837	conserved	Young	0	K
LTR-TE1845	conserved	Young	0	K
LTR-TE1851	conserved	Young	0	K
LTR-TE1856	conserved	Young	0	K
LTR-TE1857	conserved	Young	0	K
LTR-TE1858	conserved	Young	0	K
LTR-TE1860	conserved	Young	0	K
LTR-TE1862	conserved	Young	0	K
LTR-TE1869	conserved	Young	0	K
LTR-TE1880	conserved	Young	0	K
LTR-TE1884	conserved	Young	0	K
LTR-TE1889	conserved	Young	0	K
LTR-TE1910	conserved	Young	0	K
LTR-TE1911	conserved	Young	0	K
LTR-TE1922	conserved	Young	0	K
LTR-TE1930	conserved	Young	0	K
LTR-TE1941	conserved	Young	0	K
LTR-TE1942	conserved	Young	0	K
LTR-TE1955	conserved	Young	0	K
LTR-TE1956	conserved	Young	0	K
LTR-TE1957	conserved	Young	0	K
LTR-TE1960	conserved	Young	0	K
LTR-TE1961	conserved	Young	0	K
LTR-TE1966	conserved	Young	0	K
LTR-TE1968	conserved	Young	0	K
LTR-TE1976	conserved	Young	0	K
LTR-TE1977	conserved	Young	0	K
LTR-TE1979	conserved	Young	0	K
LTR-TE1981	conserved	Young	0	K
LTR-TE1990	conserved	Young	0	K
LTR-TE1992	conserved	Young	0	K
LTR-TE2020	conserved	Young	0	K
LTR-TE2025	conserved	Young	0	K
LTR-TE2026	conserved	Young	0	K
LTR-TE2040	conserved	Young	0	K
LTR-TE2043	conserved	Young	0	K
LTR-TE2060	conserved	Young	0	K
LTR-TE2067	conserved	Young	0	K
LTR-TE2072	conserved	Young	0	K
LTR-TE2074	conserved	Young	0	K
LTR-TE2075	conserved	Young	0	K
LTR-TE2082	conserved	Young	0	K
LTR-TE2083	conserved	Young	0	K
LTR-TE2092	conserved	Young	0	K
LTR-TE2108	conserved	Young	0	K
LTR-TE2111	conserved	Young	0	K
LTR-TE2113	conserved	Young	0	K
LTR-TE2116	conserved	Young	0	K
LTR-TE2120	conserved	Young	0	K
LTR-TE2121	conserved	Young	0	K
LTR-TE2122	conserved	Young	0	K
LTR-TE2123	conserved	Young	0	K
LTR-TE2144	conserved	Young	0	K
LTR-TE2146	conserved	Young	0	K
LTR-TE2160	conserved	Young	0	K
LTR-TE2161	conserved	Young	0	K
LTR-TE2163	conserved	Young	0	K
LTR-TE2165	conserved	Young	0	K
LTR-TE2166	conserved	Young	0	K
LTR-TE2192	conserved	Young	0	K
LTR-TE2208	conserved	Young	0	K
LTR-TE2210	conserved	Young	0	K
LTR-TE2211	conserved	Young	0	K
LTR-TE2223	conserved	Young	0	K
LTR-TE2226	conserved	Young	0	K
LTR-TE2234	conserved	Young	0	K
LTR-TE2237	conserved	Young	0	K
LTR-TE2238	conserved	Young	0	K
LTR-TE2256	conserved	Young	0	K
LTR-TE2258	conserved	Young	0	K
LTR-TE2259	conserved	Young	0	K
LTR-TE2268	conserved	Young	0	K
LTR-TE2269	conserved	Young	0	K
LTR-TE2273	conserved	Young	0	K
LTR-TE2277	conserved	Young	0	K
LTR-TE2288	conserved	Young	0	K
LTR-TE2304	conserved	Young	0	K
LTR-TE2319	conserved	Young	0	K
LTR-TE2323	conserved	Young	0	K
LTR-TE2355	conserved	Young	0	K
LTR-TE2357	conserved	Young	0	K
LTR-TE2363	conserved	Young	0	K
LTR-TE2369	conserved	Young	0	K
LTR-TE2374	conserved	Young	0	K
LTR-TE2375	conserved	Young	0	K
LTR-TE2383	conserved	Young	0	K
LTR-TE2386	conserved	Young	0	K
LTR-TE2387	conserved	Young	0	K
LTR-TE2389	conserved	Young	0	K
LTR-TE2394	conserved	Young	0	K
LTR-TE2395	conserved	Young	0	K
LTR-TE2401	conserved	Young	0	K
LTR-TE2402	conserved	Young	0	K
LTR-TE2414	conserved	Young	0	K
LTR-TE2417	conserved	Young	0	K
LTR-TE2425	conserved	Young	0	K
LTR-TE2437	conserved	Young	0	K
LTR-TE2438	conserved	Young	0	K
LTR-TE2770	conserved	Young	0	K
LTR-TE3678	conserved	Young	0	K
LTR-TE2441	conserved	Young	0	K
LTR-TE2463	conserved	Young	0	K
LTR-TE2514	conserved	Young	0	K
LTR-TE2534	conserved	Young	0	K
LTR-TE2539	conserved	Young	0	K
LTR-TE2587	conserved	Young	0	K
LTR-TE2603	conserved	Young	0	K
LTR-TE2649	conserved	Young	0	K
LTR-TE2695	conserved	Young	0	K
LTR-TE2759	conserved	Young	0	K
LTR-TE2760	conserved	Young	0	K
LTR-TE2774	conserved	Young	0	K
LTR-TE2786	conserved	Young	0	K
LTR-TE2813	conserved	Young	0	K
LTR-TE2892	conserved	Young	1	K
LTR-TE2919	conserved	Young	0	K
LTR-TE2958	conserved	Young	0	K
LTR-TE2999	conserved	Young	0	K
LTR-TE3046	conserved	Young	0	K
LTR-TE3094	conserved	Young	0	K
LTR-TE3096	conserved	Young	0	K
LTR-TE3127	conserved	Young	0	K
LTR-TE3180	conserved	Young	0	K
LTR-TE3210	conserved	Young	0	K
LTR-TE3235	conserved	Young	0	K
LTR-TE3264	conserved	Young	0	K
LTR-TE3290	conserved	Young	0	K
LTR-TE3291	conserved	Young	0	K
LTR-TE3292	conserved	Young	0	K
LTR-TE3293	conserved	Young	0	K
LTR-TE3303	conserved	Young	0	K
LTR-TE3394	conserved	Young	0	K
LTR-TE3397	conserved	Young	0	K
LTR-TE3452	conserved	Young	0	K
LTR-TE3461	conserved	Young	0	K
LTR-TE3580	conserved	Young	0	K
LTR-TE3729	conserved	Young	0	K
LTR-TE3804	conserved	Young	0	K
LTR-TE3840	conserved	Young	0	K
LTR-TE2442	conserved	Young	0	K
LTR-TE2447	conserved	Young	0	K
LTR-TE2458	conserved	Young	0	K
LTR-TE2461	conserved	Young	0	K
LTR-TE2462	conserved	Young	0	K
LTR-TE2466	conserved	Young	0	K
LTR-TE2476	conserved	Young	0	K
LTR-TE2488	conserved	Young	0	K
LTR-TE2492	conserved	Young	0	K
LTR-TE2496	conserved	Young	0	K
LTR-TE2512	conserved	Young	0	K
LTR-TE2513	conserved	Young	0	K
LTR-TE2529	conserved	Young	0	K
LTR-TE2532	conserved	Young	0	K
LTR-TE2533	conserved	Young	0	K
LTR-TE2536	conserved	Young	0	K
LTR-TE2549	conserved	Young	0	K
LTR-TE2550	conserved	Young	0	K
LTR-TE2551	conserved	Young	0	K
LTR-TE2558	conserved	Young	0	K
LTR-TE2562	conserved	Young	0	K
LTR-TE2567	conserved	Young	0	K
LTR-TE2580	conserved	Young	0	K
LTR-TE2581	conserved	Young	0	K
LTR-TE2585	conserved	Young	0	K
LTR-TE2589	conserved	Young	0	K
LTR-TE2595	conserved	Young	0	K
LTR-TE2599	conserved	Young	0	K
LTR-TE2602	conserved	Young	0	K
LTR-TE2605	conserved	Young	0	K
LTR-TE2606	conserved	Young	0	K
LTR-TE2624	conserved	Young	0	K
LTR-TE2632	conserved	Young	0.9213616	K
LTR-TE2635	conserved	Young	0	K
LTR-TE2637	conserved	Young	0	K
LTR-TE2639	conserved	Young	0	K
LTR-TE2646	conserved	Young	0	K
LTR-TE2647	conserved	Young	0	K
LTR-TE2650	conserved	Young	0	K
LTR-TE2656	conserved	Young	0	K
LTR-TE2659	conserved	Young	0	K
LTR-TE2670	conserved	Young	0	K
LTR-TE2672	conserved	Young	0	K
LTR-TE2675	conserved	Young	0	K
LTR-TE2683	conserved	Young	0	K
LTR-TE2686	conserved	Young	0	K
LTR-TE2689	conserved	Young	0	K
LTR-TE2692	conserved	Young	0	K
LTR-TE2693	conserved	Young	0	K
LTR-TE2694	conserved	Young	0	K
LTR-TE2698	conserved	Young	0	K
LTR-TE2699	conserved	Young	0	K
LTR-TE2701	conserved	Young	0	K
LTR-TE2707	conserved	Young	0	K
LTR-TE2715	conserved	Young	0	K
LTR-TE2720	conserved	Young	0	K
LTR-TE2729	conserved	Young	0	K
LTR-TE2732	conserved	Young	0	K
LTR-TE2736	conserved	Young	0	K
LTR-TE2738	conserved	Young	0	K
LTR-TE2739	conserved	Young	0	K
LTR-TE2758	conserved	Young	0	K
LTR-TE2761	conserved	Young	0	K
LTR-TE2778	conserved	Young	0	K
LTR-TE2779	conserved	Young	0	K
LTR-TE2789	conserved	Young	0	K
LTR-TE2790	conserved	Young	0	K
LTR-TE2800	conserved	Young	0	K
LTR-TE2803	conserved	Young	0	K
LTR-TE2809	conserved	Young	0	K
LTR-TE2812	conserved	Young	0	K
LTR-TE2815	conserved	Young	0	K
LTR-TE2819	conserved	Young	0	K
LTR-TE2821	conserved	Young	0	K
LTR-TE2842	conserved	Young	0	K
LTR-TE2850	conserved	Young	0	K
LTR-TE2853	conserved	Young	0	K
LTR-TE2854	conserved	Young	0	K
LTR-TE2863	conserved	Young	0	K
LTR-TE2866	conserved	Young	0	K
LTR-TE2868	conserved	Young	0	K
LTR-TE2874	conserved	Young	0	K
LTR-TE2875	conserved	Young	0	K
LTR-TE2877	conserved	Young	0	K
LTR-TE2888	conserved	Young	0	K
LTR-TE2896	conserved	Young	0	K
LTR-TE2913	conserved	Young	0	K
LTR-TE2920	conserved	Young	0	K
LTR-TE2932	conserved	Young	0	K
LTR-TE2937	conserved	Young	0	K
LTR-TE2943	conserved	Young	0	K
LTR-TE2948	conserved	Young	0	K
LTR-TE2949	conserved	Young	0	K
LTR-TE2960	conserved	Young	0	K
LTR-TE2962	conserved	Young	0	K
LTR-TE2964	conserved	Young	0	K
LTR-TE2980	conserved	Young	0	K
LTR-TE2982	conserved	Young	0	K
LTR-TE2986	conserved	Young	0	K
LTR-TE2987	conserved	Young	0	K
LTR-TE2988	conserved	Young	0	K
LTR-TE2990	conserved	Young	0	K
LTR-TE3004	conserved	Young	0	K
LTR-TE3007	conserved	Young	0	K
LTR-TE3015	conserved	Young	0	K
LTR-TE3017	conserved	Young	0	K
LTR-TE3026	conserved	Young	0	K
LTR-TE3042	conserved	Young	0	K
LTR-TE3043	conserved	Young	0	K
LTR-TE3045	conserved	Young	0	K
LTR-TE3051	conserved	Young	0	K
LTR-TE3058	conserved	Young	0	K
LTR-TE3068	conserved	Young	0	K
LTR-TE3074	conserved	Young	0	K
LTR-TE3075	conserved	Young	0	K
LTR-TE3083	conserved	Young	0	K
LTR-TE3084	conserved	Young	0	K
LTR-TE3106	conserved	Young	0	K
LTR-TE3123	conserved	Young	0	K
LTR-TE3130	conserved	Young	0	K
LTR-TE3132	conserved	Young	0	K
LTR-TE3135	conserved	Young	0	K
LTR-TE3138	conserved	Young	0	K
LTR-TE3144	conserved	Young	0	K
LTR-TE3158	conserved	Young	0	K
LTR-TE3173	conserved	Young	0	K
LTR-TE3179	conserved	Young	0	K
LTR-TE3184	conserved	Young	0	K
LTR-TE3191	conserved	Young	0	K
LTR-TE3193	conserved	Young	0	K
LTR-TE3194	conserved	Young	0	K
LTR-TE3204	conserved	Young	0	K
LTR-TE3208	conserved	Young	0	K
LTR-TE3212	conserved	Young	0	K
LTR-TE3216	conserved	Young	0	K
LTR-TE3230	conserved	Young	0	K
LTR-TE3231	conserved	Young	0	K
LTR-TE3236	conserved	Young	0	K
LTR-TE3239	conserved	Young	0	K
LTR-TE3240	conserved	Young	0	K
LTR-TE3244	conserved	Young	0	K
LTR-TE3251	conserved	Young	0	K
LTR-TE3257	conserved	Young	0	K
LTR-TE3262	conserved	Young	0	K
LTR-TE3270	conserved	Young	0	K
LTR-TE3271	conserved	Young	0	K
LTR-TE3280	conserved	Young	0	K
LTR-TE3283	conserved	Young	0	K
LTR-TE3284	conserved	Young	0	K
LTR-TE3285	conserved	Young	0	K
LTR-TE3287	conserved	Young	0	K
LTR-TE3288	conserved	Young	0	K
LTR-TE3295	conserved	Young	0	K
LTR-TE3304	conserved	Young	0	K
LTR-TE3305	conserved	Young	0	K
LTR-TE3317	conserved	Young	0	K
LTR-TE3319	conserved	Young	0	K
LTR-TE3320	conserved	Young	0	K
LTR-TE3322	conserved	Young	0	K
LTR-TE3331	conserved	Young	0	K
LTR-TE3332	conserved	Young	0	K
LTR-TE3339	conserved	Young	0	K
LTR-TE3346	conserved	Young	0	K
LTR-TE3347	conserved	Young	0	K
LTR-TE3350	conserved	Young	0	K
LTR-TE3353	conserved	Young	0	K
LTR-TE3355	conserved	Young	0	K
LTR-TE3363	conserved	Young	0	K
LTR-TE3367	conserved	Young	0	K
LTR-TE3371	conserved	Young	0	K
LTR-TE3372	conserved	Young	0	K
LTR-TE3383	conserved	Young	0	K
LTR-TE3385	conserved	Young	0	K
LTR-TE3386	conserved	Young	0	K
LTR-TE3396	conserved	Young	0	K
LTR-TE3398	conserved	Young	0	K
LTR-TE3405	conserved	Young	0	K
LTR-TE3408	conserved	Young	0	K
LTR-TE3415	conserved	Young	0	K
LTR-TE3425	conserved	Young	0	K
LTR-TE3436	conserved	Young	0	K
LTR-TE3441	conserved	Young	0	K
LTR-TE3443	conserved	Young	0	K
LTR-TE3446	conserved	Young	0	K
LTR-TE3455	conserved	Young	0	K
LTR-TE3456	conserved	Young	0	K
LTR-TE3457	conserved	Young	0	K
LTR-TE3458	conserved	Young	0	K
LTR-TE3459	conserved	Young	0	K
LTR-TE3460	conserved	Young	0	K
LTR-TE3464	conserved	Young	0	K
LTR-TE3467	conserved	Young	0	K
LTR-TE3468	conserved	Young	0	K
LTR-TE3483	conserved	Young	0	K
LTR-TE3485	conserved	Young	0	K
LTR-TE3487	conserved	Young	0	K
LTR-TE3488	conserved	Young	0	K
LTR-TE3489	conserved	Young	0	K
LTR-TE3495	conserved	Young	0	K
LTR-TE3496	conserved	Young	0	K
LTR-TE3501	conserved	Young	0	K
LTR-TE3514	conserved	Young	0	K
LTR-TE3518	conserved	Young	0	K
LTR-TE3519	conserved	Young	0	K
LTR-TE3520	conserved	Young	0	K
LTR-TE3528	conserved	Young	0	K
LTR-TE3536	conserved	Young	0	K
LTR-TE3542	conserved	Young	0	K
LTR-TE3544	conserved	Young	0	K
LTR-TE3561	conserved	Young	1	K
LTR-TE3562	conserved	Young	0	K
LTR-TE3573	conserved	Young	0	K
LTR-TE3581	conserved	Young	0	K
LTR-TE3585	conserved	Young	0	K
LTR-TE3588	conserved	Young	0	K
LTR-TE3591	conserved	Young	0	K
LTR-TE3599	conserved	Young	0	K
LTR-TE3624	conserved	Young	0	K
LTR-TE3644	conserved	Young	0	K
