index	FPKM	status	genome
Garb_05G015710.1	10.052770	A	A
Garb_05G015720.1	44.874672	A	A
Garb_05G015730.1	12.519497	A	A
Garb_05G015740.1	0.049831	A	A
Garb_05G015750.1	4.681366	A	A
Garb_05G015760.1	0.000000	A	A
Garb_05G015770.1	0.000000	A	A
Garb_05G015780.1	313.731140	A	A
Garb_05G015790.1	1.469766	A	A
Garb_05G015800.1	4.767121	A	A
Garb_05G015810.1	3.721843	A	A
Garb_05G015820.1	0.087386	A	A
Garb_05G015830.1	10.913081	A	A
Garb_05G015840.1	17.346006	A	A
Garb_05G015850.1	1.278712	A	A
Garb_05G015860.1	14.625729	A	A
Garb_05G015870.1	16.846636	A	A
Garb_05G015880.1	0.000000	A	A
Garb_05G015890.1	0.712968	A	A
Garb_05G015900.1	8.603679	A	A
Garb_05G015910.1	6.741108	A	A
Garb_05G015920.1	1.942477	A	A
Garb_05G015930.1	101.059746	A	A
Garb_05G015940.1	0.214763	A	A
Garb_05G015950.1	0.507807	A	A
Garb_05G015960.1	0.264030	A	A
Garb_05G015970.1	12.061874	A	A
Garb_05G015980.1	1050.769531	A	A
Garb_05G015990.1	2.648468	A	A
Garb_05G016000.1	3.097759	A	A
Garb_05G016010.1	73.755089	A	A
Garb_05G016020.1	0.212363	A	A
Garb_05G016030.1	8.938497	A	A
Garb_05G016040.1	0.370865	A	A
Garb_05G016050.1	14.261209	A	A
Garb_05G016060.1	0.893747	A	A
Garb_05G016070.1	0.000000	A	A
Garb_05G016080.1	27.941904	A	A
Garb_05G016090.1	141.076752	A	A
Garb_05G016100.1	0.0	A	A
Garb_05G016110.1	6.385293	A	A
Garb_05G016120.1	13.347313	A	A
Garb_05G016130.1	174.446457	A	A
Garb_05G016140.1	0.094386	A	A
Garb_05G016150.1	0.0	A	A
Garb_05G016160.1	13.810468	A	A
Garb_05G016170.1	1.041255	A	A
Garb_05G016180.1	2.950667	A	A
Garb_05G016190.1	0.0	A	A
Garb_05G016200.1	0.0	A	A
Garb_05G016210.1	0.0	A	A
Garb_05G016220.1	0.0	A	A
Garb_05G016230.1	0.000000	A	A
Garb_05G016240.1	2.378695	A	A
Garb_05G016250.1	5.102084	A	A
Garb_05G016260.1	26.548695	A	A
Garb_05G016270.1	17.021164	A	A
Garb_05G016280.1	0.000000	A	A
Garb_05G016290.1	35.222363	A	A
Garb_05G016310.1	26.011292	A	A
Garb_05G016320.1	7.341961	A	A
Garb_05G016330.1	9.522375	A	A
Garb_05G016340.1	10.946401	A	A
Garb_05G016350.1	14.931723	A	A
Garb_05G016360.1	140.431961	A	A
Garb_05G016370.1	1.134304	A	A
Garb_05G016380.1	222.570816	A	A
Garb_05G016390.1	0.000000	A	A
Garb_05G016400.1	26.286970	A	A
Garb_05G016410.1	61.860588	A	A
Garb_05G016420.1	32.757557	A	A
Garb_05G016430.1	0.048461	A	A
Garb_05G016440.1	9.228762	A	A
Garb_05G016450.1	7.569870	A	A
Garb_05G016460.1	20.677786	A	A
Garb_05G016470.1	14.061634	A	A
Garb_05G016480.1	11.483404	A	A
Garb_05G016490.1	0.046057	A	A
Garb_05G016500.1	235.658005	A	A
Garb_05G016510.1	4.297731	A	A
Garb_05G016520.1	4.593911	A	A
Garb_05G016530.1	11.066557	A	A
Garb_05G016540.1	2.208047	A	A
Garb_05G016550.1	0.554686	A	A
Garb_05G016560.1	27.195061	A	A
Garb_05G016570.1	2.241117	A	A
Garb_05G016580.1	0.000000	A	A
Garb_05G016590.1	0.000000	A	A
Garb_05G016600.1	70.247093	A	A
Garb_05G016610.1	0.961995	A	A
Garb_05G016620.1	30.433374	A	A
Garb_05G016630.1	0.991711	A	A
Garb_05G016640.1	0.265892	A	A
Garb_05G016650.1	4.576056	A	A
Garb_05G016660.1	2.901301	A	A
Garb_05G016670.1	27.740244	A	A
Garb_05G016680.1	0.187404	A	A
Garb_05G016690.1	23.453028	A	A
Garb_05G016700.1	4.458546	A	A
Garb_05G016710.1	7.948820	A	A
Garb_05G016720.1	12.240248	A	A
Garb_05G016730.1	31.343628	A	A
Garb_05G016740.1	10.816705	A	A
Garb_05G016750.1	3.571580	A	A
Garb_05G016760.1	15.552691	A	A
Garb_05G016770.1	44.453575	A	A
Garb_05G016780.1	5.720035	A	A
Garb_05G016790.1	189.343948	A	A
Garb_05G016800.1	5.255564	A	A
Garb_05G016810.1	2.855153	A	A
Garb_05G016820.1	2.151794	A	A
Garb_05G016830.1	87.836548	A	A
Garb_05G016840.1	6.799507	A	A
Garb_05G016850.1	1.957839	A	A
Garb_05G016860.1	3.367400	A	A
Garb_05G016870.1	2.217712	A	A
Garb_05G016880.1	13.910953	A	A
Garb_05G016890.1	0.244659	A	A
Garb_05G016900.1	17.264515	A	A
Garb_05G016910.1	1.285341	A	A
Garb_05G016920.1	0.336421	A	A
Garb_05G016930.1	34.740467	A	A
Garb_05G016940.1	0.201007	A	A
Garb_05G016950.1	11.395879	A	A
Garb_05G016960.1	1.344840	A	A
Garb_05G016970.1	5.945747	A	A
Garb_05G016980.1	9.150013	A	A
Garb_05G016990.1	118.870560	A	A
Garb_05G017000.1	6.761265	A	A
Garb_05G017010.1	3.816803	A	A
Garb_05G017020.1	0.000000	A	A
Garb_05G017030.1	36.157486	A	A
Garb_05G017040.1	0.325414	A	A
Garb_05G017050.1	0.000000	A	A
Garb_05G017060.1	10.202024	A	A
Garb_05G017070.1	115.151833	A	A
Garb_05G017080.1	0.066899	A	A
Garb_05G017090.1	3.468202	A	A
Garb_05G017100.1	8.926523	A	A
Garb_05G017110.1	29.451191	A	A
Garb_05G017120.1	56.970936	A	A
Garb_05G017130.1	5.276099	A	A
Garb_05G017140.1	14.414930	A	A
Garb_05G017150.1	0.000000	A	A
Garb_05G017160.1	0.0	A	A
Garb_05G017170.1	4.848685	A	A
Garb_05G017180.1	2.089782	A	A
Garb_05G017190.1	2.885333	A	A
Garb_05G017200.1	0.000000	A	A
Garb_05G017210.1	1393.028320	A	A
Garb_05G017220.1	24.070734	A	A
Garb_05G017230.1	324.904327	A	A
Garb_05G017240.1	0.263537	A	A
Garb_05G017250.1	4.306862	A	A
Garb_05G017260.1	22.193197	A	A
Garb_05G017270.1	6.022738	A	A
Garb_05G017280.1	4.784067	A	A
Garb_05G017290.1	71.946175	A	A
Garb_05G017300.1	1.044461	A	A
Garb_05G017310.1	8.234025	A	A
Garb_05G017320.1	6.425263	A	A
Garb_05G017330.1	2.142932	A	A
Garb_05G017340.1	5.518537	A	A
Garb_05G017350.1	19.531927	A	A
Garb_05G017360.1	0.000000	A	A
Garb_05G017370.1	2.090845	A	A
Garb_05G017380.1	1.086175	A	A
Garb_05G017390.1	51.731068	A	A
Garb_05G017400.1	13.929770	A	A
Garb_05G017410.1	7.598658	A	A
Garb_05G017420.1	7.306716	A	A
Garb_05G017430.1	20.880716	A	A
Garb_05G017440.1	18.424171	A	A
Garb_05G017450.1	0.0	A	A
Garb_05G017460.1	0.310170	A	A
Garb_05G017470.1	1.630859	A	A
Garb_05G017480.1	3.473477	A	A
Garb_05G017490.1	2.423386	A	A
Garb_05G017500.1	8.166778	A	A
Garb_05G017510.1	12.013340	A	A
Garb_05G017520.1	0.000000	A	A
Garb_05G017530.1	0.547759	A	A
Garb_05G017540.1	6.538523	A	A
Garb_05G017550.1	394.063599	A	A
Garb_05G017560.1	0.279758	A	A
Garb_05G017570.1	2.150749	A	A
Garb_05G017580.1	9.041532	A	A
Garb_05G017590.1	8.215850	A	A
Garb_05G017600.1	10.327056	A	A
Garb_05G017610.1	0.360563	A	A
Garb_05G017620.1	0.0	A	A
Garb_05G017630.1	0.0	A	A
Garb_05G017640.1	0.0	A	A
Garb_05G017650.1	27.431625	A	A
Garb_05G017660.1	13.071577	A	A
Garb_05G017670.1	10.204001	A	A
Garb_05G017680.1	5.499682	A	A
Garb_05G017690.1	37.185509	A	A
Garb_05G017700.1	6.762484	A	A
Garb_05G017710.1	9.759828	A	A
Garb_05G017720.1	28.689833	A	A
Garb_05G017730.1	3.940820	A	A
Garb_05G017740.1	13.672186	A	A
Garb_05G017750.1	0.663055	A	A
Garb_05G017760.1	1.495450	A	A
Garb_05G017770.1	8.983645	A	A
Garb_05G017780.1	0.139167	A	A
Garb_05G017790.1	18.749390	A	A
Garb_05G017800.1	24.775623	A	A
Garb_05G017810.1	0.407586	A	A
Garb_05G017820.1	15.904551	A	A
Garb_05G017830.1	1.188842	A	A
Garb_05G017840.1	2.394173	A	A
Garb_05G017850.1	0.0	A	A
Garb_05G017860.1	0.310509	A	A
Garb_05G017870.1	0.143384	A	A
Garb_05G017880.1	2.287555	A	A
Garb_05G017890.1	0.134183	A	A
Garb_05G017900.1	17.764202	A	A
Garb_05G017910.1	36.110214	A	A
Garb_05G017920.1	0.112436	A	A
Garb_05G017930.1	0.268439	A	A
Garb_05G017940.1	13.296212	A	A
Garb_05G017950.1	145.537888	A	A
Garb_05G017960.1	0.228977	A	A
Garb_05G017970.1	26.989544	A	A
Garb_05G017980.1	9.432003	A	A
Garb_05G017990.1	4.769948	A	A
Garb_05G018000.1	0.515189	A	A
Garb_05G018010.1	28.756784	A	A
Garb_05G018020.1	3.000276	A	A
Garb_05G018030.1	16.165726	A	A
Garb_05G018040.1	0.157323	A	A
Garb_05G018050.1	4.591764	A	A
Garb_05G018060.1	30.972666	A	A
Garb_05G018070.1	6.076944	A	A
Garb_05G018080.1	0.000000	A	A
Garb_05G018090.1	7.242840	A	A
Garb_05G018100.1	6.673619	A	A
Garb_05G018110.1	13.518012	A	A
Garb_05G018120.1	10.164467	A	A
Garb_05G018130.1	3.088637	A	A
Garb_05G018140.1	5.777734	A	A
Garb_05G018150.1	2.414297	A	A
Garb_05G018160.1	4.523824	A	A
Garb_05G018170.1	7.214839	A	A
Garb_05G018180.1	4.823738	A	A
Garb_05G018190.1	1.521318	A	A
Garb_05G018200.1	139.925720	A	A
Garb_05G018210.1	14.041191	A	A
Garb_05G018220.1	36.703987	A	A
Garb_05G018230.1	192.476822	A	A
Garb_05G018240.1	63.354012	A	A
Garb_05G018250.1	10.775293	A	A
Garb_05G018260.1	0.252509	A	A
Garb_05G018270.1	0.0	A	A
Garb_05G018280.1	0.382026	A	A
Garb_05G018290.1	0.070279	A	A
Garb_05G018300.1	41.606934	A	A
Garb_05G018310.1	0.034098	A	A
Garb_05G018320.1	11.668706	A	A
Garb_05G018330.1	8.083519	A	A
Garb_05G018340.1	1.768579	A	A
Garb_05G018350.1	12.728038	A	A
Garb_05G018360.1	2.131915	A	A
Garb_05G018370.1	0.0	A	A
Garb_05G018380.1	5.308752	A	A
Garb_05G018390.1	1.669397	A	A
Garb_05G018400.1	1.659666	A	A
Garb_05G018410.1	8.724855	A	A
Garb_05G018420.1	59.887135	A	A
Garb_05G018430.1	0.0	A	A
Garb_05G018440.1	8.323884	A	A
Garb_05G018450.1	0.552461	A	A
Garb_05G018460.1	44.734722	A	A
Garb_05G018470.1	0.053653	A	A
Garb_05G018480.1	14.168110	A	A
Garb_05G018490.1	0.0	A	A
Garb_05G018500.1	0.000000	A	A
Garb_05G018510.1	63.939461	A	A
Garb_05G018520.1	18.022188	A	A
Garb_05G018530.1	3.155621	A	A
Garb_05G018540.1	10.375287	A	A
Garb_05G018550.1	0.273006	A	A
Garb_05G018560.1	0.835123	A	A
Garb_05G018570.1	15.457461	A	A
Garb_05G018580.1	12.975741	A	A
Garb_05G018590.1	16.727234	A	A
Garb_05G018600.1	6.980115	A	A
Garb_05G018610.1	22.990784	A	A
Garb_05G018620.1	44.797516	A	A
Garb_05G018630.1	20.711601	A	A
Garb_05G018640.1	1.411119	A	A
Garb_05G018650.1	37.759777	A	A
Garb_05G018660.1	0.928948	A	A
Garb_05G018670.1	5.232065	A	A
Garb_05G018680.1	3.800041	A	A
Garb_05G018690.1	3.707078	A	A
Garb_05G018700.1	1.880185	A	A
Garb_05G018710.1	0.039239	A	A
Garb_05G018720.1	2.046512	A	A
Garb_05G018730.1	0.000000	A	A
Garb_05G018740.1	0.0	A	A
Garb_05G018750.1	15.728152	A	A
Garb_05G018760.1	0.776691	A	A
Garb_05G018770.1	4.926652	A	A
Garb_05G018780.1	0.0	A	A
Garb_05G018790.1	1.760308	A	A
Garb_05G018800.1	0.0	A	A
Garb_05G018810.1	0.063115	A	A
Garb_05G018820.1	23.905472	A	A
Garb_05G018830.1	30.894701	A	A
Garb_05G018870.1	0.0	A	A
Garb_05G018880.1	0.0	A	A
Garb_05G018890.1	3.461454	A	A
Garb_05G018900.1	13.090941	A	A
Garb_05G018910.1	17.720886	A	A
Garb_05G018920.1	0.0	A	A
Garb_05G018930.1	0.027663	A	A
Garb_05G018940.1	6.714393	A	A
Garb_05G018950.1	5.518853	A	A
Garb_05G018960.1	0.0	A	A
Garb_05G018970.1	0.0	A	A
Garb_05G018980.1	35.014725	A	A
Garb_05G018990.1	38.061150	A	A
Garb_05G019000.1	2.452263	A	A
Garb_05G019010.1	29.042139	A	A
Garb_05G019020.1	4.745778	A	A
Garb_05G019030.1	8.056873	A	A
Garb_05G019040.1	5.503801	A	A
Garb_05G019050.1	15.649767	A	A
Garb_05G019060.1	5.264072	A	A
Garb_05G019070.1	15.390112	A	A
Garb_05G019080.1	9.654682	A	A
Garb_05G019090.1	18.435638	A	A
Garb_05G019100.1	3.787858	A	A
Garb_05G019110.1	0.0	A	A
Garb_05G019120.1	2.131132	A	A
Garb_05G019130.1	13.719980	A	A
Garb_05G019140.1	0.0	A	A
Garb_05G019150.1	0.0	A	A
Garb_05G019160.1	0.216824	A	A
Garb_05G019170.1	0.000000	A	A
Garb_05G019180.1	0.395214	A	A
Garb_05G019190.1	0.202657	A	A
Garb_05G019200.1	0.000000	A	A
Garb_05G019210.1	0.000000	A	A
Garb_05G019220.1	23.362226	A	A
Garb_05G019230.1	0.417648	A	A
Garb_05G019240.1	1.586532	A	A
Garb_05G019250.1	11.449384	A	A
Garb_05G019260.1	11.683118	A	A
Garb_05G019270.1	4.886690	A	A
Garb_05G019280.1	29.277546	A	A
Garb_05G019290.1	3.795395	A	A
Garb_05G019300.1	1.681945	A	A
Garb_05G019310.1	0.088147	A	A
Garb_05G019320.1	0.416732	A	A
Garb_05G019330.1	35.668137	A	A
Garb_05G019340.1	15.368730	A	A
Garb_05G019350.1	2.157412	A	A
Garb_05G019360.1	0.000000	A	A
Garb_05G019370.1	8.580199	A	A
Garb_05G019380.1	0.157434	A	A
Garb_05G019390.1	15.572783	A	A
Garb_05G019400.1	1.981236	A	A
Garb_05G019410.1	0.000000	A	A
Garb_05G019420.1	68.365601	A	A
Garb_05G019430.1	25.577538	A	A
Garb_05G019440.1	18.836487	A	A
Garb_05G019450.1	0.999737	A	A
Garb_05G019460.1	0.0	A	A
Garb_05G019470.1	8.647701	A	A
Garb_05G019480.1	17.264914	A	A
Garb_05G019490.1	3.430064	A	A
Garb_05G019500.1	2.697755	A	A
Garb_05G019510.1	1.526188	A	A
Garb_05G019520.1	0.052087	A	A
Garb_05G019530.1	0.017570	A	A
Garb_05G019540.1	13.146168	A	A
Garb_05G019550.1	5.002279	A	A
Garb_05G019560.1	20.584248	A	A
Garb_05G019570.1	6.173131	A	A
Garb_05G019580.1	0.000000	A	A
Garb_05G019590.1	0.000000	A	A
Garb_05G019600.1	1.655740	A	A
Garb_05G019610.1	30.668446	A	A
Garb_05G019620.1	2.416109	A	A
Garb_05G019630.1	0.588954	A	A
Garb_05G019640.1	22.630795	A	A
Garb_05G019650.1	24.765804	A	A
Garb_05G019660.1	18.501820	A	A
Garb_05G019670.1	29.428392	A	A
Garb_05G019680.1	0.463477	A	A
Garb_05G019690.1	18.927893	A	A
Garb_05G019700.1	0.000000	A	A
Garb_05G019710.1	23.309967	A	A
Garb_05G019720.1	13.385836	A	A
Garb_05G019730.1	17.364910	A	A
Garb_05G019740.1	36.030163	A	A
Garb_05G019750.1	70.501122	A	A
Garb_05G019760.1	0.343848	A	A
Garb_05G019770.1	1.612339	A	A
Garb_05G019780.1	0.793071	A	A
Garb_05G019790.1	0.016234	A	A
Garb_05G019800.1	0.000000	A	A
Garb_05G019810.1	27.860401	A	A
Garb_05G019820.1	0.735437	A	A
Garb_05G019830.1	0.588098	A	A
Garb_05G019840.1	0.692739	A	A
Garb_05G019850.1	8.321756	A	A
Garb_05G019860.1	1.165296	A	A
Garb_05G019870.1	2.846522	A	A
Garb_05G019880.1	6.862338	A	A
Garb_05G019890.1	0.052676	A	A
Garb_05G019900.1	0.770492	A	A
Garb_05G019910.1	0.0	A	A
Garb_05G019920.1	37.706116	A	A
Garb_05G019930.1	6.786370	A	A
Garb_05G019940.1	0.605914	A	A
Garb_05G019950.1	5.567417	A	A
Garb_05G019960.1	9.327681	A	A
Garb_05G019970.1	37.185184	A	A
Garb_05G019980.1	0.000000	A	A
Garb_05G019990.1	0.108837	A	A
Garb_05G020000.1	11.579926	A	A
Garb_05G020010.1	0.145610	A	A
Garb_05G020020.1	10.061252	A	A
Garb_05G020030.1	4.449726	A	A
Garb_05G020040.1	0.920893	A	A
Garb_05G020050.1	2.189244	A	A
Garb_05G020060.1	23.751909	A	A
Garb_05G020070.1	0.000000	A	A
Garb_05G020080.1	5.687005	A	A
Garb_05G020090.1	40.696552	A	A
Garb_05G020100.1	0.000000	A	A
Garb_05G020110.1	6.818013	A	A
Garb_05G020120.1	9.419077	A	A
Garb_05G020130.1	4.986022	A	A
Garb_05G020140.1	6.160755	A	A
Garb_05G020150.1	1.939904	A	A
Garb_05G020160.1	9.122908	A	A
Garb_05G020170.1	13.375491	A	A
Garb_05G020180.1	4.756288	A	A
Garb_05G020190.1	0.096915	A	A
Garb_05G020200.1	1.011339	A	A
Garb_05G020210.1	1.021570	A	A
Garb_05G020220.1	2.668351	A	A
Garb_05G020230.1	0.0	A	A
Garb_05G020240.1	8.758023	A	A
Garb_05G020250.1	7.269493	A	A
Garb_05G020260.1	24.261538	A	A
Garb_05G020270.1	1.217883	A	A
Garb_05G020280.1	21.936314	A	A
Garb_05G020290.1	2.235516	A	A
Garb_05G020300.1	1.071836	A	A
Garb_05G020310.1	11.240509	A	A
Garb_05G020320.1	3.533172	A	A
Garb_05G020330.1	0.284297	A	A
Garb_05G020340.1	0.000000	A	A
Garb_05G020350.1	0.906105	A	A
Garb_05G020360.1	0.000000	A	A
Garb_05G020370.1	3.440410	A	A
Garb_05G020380.1	22.372299	A	A
Garb_05G020390.1	14.096570	A	A
Garb_05G020400.1	3.327667	A	A
Garb_05G020410.1	8.251282	A	A
Garb_05G020420.1	3.335939	A	A
Garb_05G020430.1	0.897225	A	A
Garb_05G020440.1	0.147846	A	A
Garb_05G020450.1	0.228036	A	A
Garb_05G020460.1	3.089088	A	A
Garb_05G020470.1	0.028916	A	A
Garb_05G020480.1	3.195168	A	A
Garb_05G020490.1	0.511684	A	A
Garb_05G020500.1	2.698324	A	A
Garb_05G020510.1	1.874519	A	A
Garb_05G020520.1	4.535816	A	A
Garb_05G020530.1	9.362098	A	A
Garb_05G020540.1	3.517672	A	A
Garb_05G020550.1	224.609283	A	A
Garb_05G020560.1	12.656579	A	A
Garb_05G020570.1	20.100822	A	A
Garb_05G020580.1	1.513386	A	A
Garb_05G020590.1	1.204031	A	A
Garb_05G020600.1	14.730819	A	A
Garb_05G020610.1	51.792805	A	A
Garb_05G020620.1	14.749806	A	A
Garb_05G020630.1	0.631106	A	A
Garb_05G020640.1	4.202942	A	A
Garb_05G020650.1	0.787895	A	A
Garb_05G020660.1	9.500399	A	A
Garb_05G020670.1	3.497555	A	A
Garb_05G020680.1	3.081060	A	A
Garb_05G020690.1	5.152832	A	A
Garb_05G020700.1	191.784470	A	A
Garb_05G020710.1	14.035492	A	A
Garb_05G020720.1	120.240448	A	A
Garb_05G020730.1	0.685516	A	A
Garb_05G020740.1	0.181573	A	A
Garb_05G020750.1	2.043580	A	A
Garb_05G020760.1	1.339896	A	A
Garb_05G020770.1	7.583154	A	A
Garb_05G020780.1	7.816766	A	A
Garb_05G020790.1	13.083436	A	A
Garb_05G020800.1	0.0	A	A
Garb_05G020810.1	0.0	A	A
Garb_05G020820.1	0.0	A	A
Garb_05G020830.1	0.119702	A	A
Garb_05G020840.1	1.634300	A	A
Garb_05G020850.1	0.0	A	A
Garb_05G020860.1	0.0	A	A
Garb_05G020870.1	1.030163	A	A
Garb_05G020880.1	7.719232	A	A
Garb_05G020890.1	6.033364	A	A
Garb_05G020900.1	0.096528	A	A
Garb_05G020910.1	0.694510	A	A
Garb_05G020920.1	7.757346	A	A
Garb_05G020930.1	3.045701	A	A
Garb_05G020940.1	11.492609	A	A
Garb_05G020950.1	0.318488	A	A
Garb_05G020960.1	8.649318	A	A
Garb_05G020970.1	33.843521	A	A
Garb_05G020980.1	20.418291	A	A
Garb_05G020990.1	7.730573	A	A
Garb_05G021000.1	1.352231	A	A
Garb_05G021010.1	12.474236	A	A
Garb_05G021020.1	4.217174	A	A
Garb_05G021030.1	71.991737	A	A
Garb_05G021040.1	16.863638	A	A
Garb_05G021050.1	6.531147	A	A
Garb_05G021060.1	16.467220	A	A
Garb_05G021070.1	9.678291	A	A
Garb_05G021080.1	29.710253	A	A
Garb_05G021090.1	6.650646	A	A
Garb_05G021100.1	18.971195	A	A
Garb_05G021110.1	13.719468	A	A
Garb_05G021120.1	18.494640	A	A
Garb_05G021130.1	0.142478	A	A
Garb_05G021140.1	4.450245	A	A
Garb_05G021150.1	17.306610	A	A
Garb_05G021160.1	15.225114	A	A
Garb_05G021170.1	24.160112	A	A
Garb_05G021180.1	62.179756	A	A
Garb_05G021190.1	18.087793	A	A
Garb_05G021200.1	0.439751	A	A
Garb_05G021210.1	24.550552	A	A
Garb_05G021220.1	4.543439	A	A
Garb_05G021230.1	4.158482	A	A
Garb_05G021240.1	15.883311	A	A
Garb_05G021250.1	23.763229	A	A
Garb_05G021260.1	21.410564	A	A
Garb_05G021270.1	0.274764	A	A
Garb_05G021280.1	14.434548	A	A
Garb_05G021290.1	2.557242	A	A
Garb_05G021300.1	47.121609	A	A
Garb_05G021310.1	31.491282	A	A
Garb_05G021320.1	0.000000	A	A
Garb_05G021330.1	3.151524	A	A
Garb_05G021340.1	0.000000	A	A
Garb_05G021350.1	1.505467	A	A
Garb_05G021360.1	0.195394	A	A
Garb_05G021370.1	0.436554	A	A
Garb_05G021380.1	5.134521	A	A
Garb_05G021390.1	5.965499	A	A
Garb_05G021400.1	8.972476	A	A
Garb_05G021410.1	2.253483	A	A
Garb_05G021420.1	32.813557	A	A
Garb_05G021430.1	7.818054	A	A
Garb_05G021440.1	9.990708	A	A
Garb_05G021450.1	21.889366	A	A
Garb_05G021460.1	256.052277	A	A
Garb_05G021470.1	60.274490	A	A
Garb_05G021480.1	0.0	A	A
Garb_05G021490.1	0.560373	A	A
Garb_05G021500.1	56.588264	A	A
Garb_05G021510.1	0.000000	A	A
Garb_05G021520.1	1.576873	A	A
Garb_05G021530.1	0.743575	A	A
Garb_05G021540.1	127.968994	A	A
Garb_05G021550.1	8.268760	A	A
Garb_05G021560.1	0.0	A	A
Garb_05G021570.1	0.243940	A	A
Garb_05G021580.1	3.280784	A	A
Garb_05G021590.1	5.042367	A	A
Garb_05G021600.1	14.249900	A	A
Garb_05G021610.1	0.402894	A	A
Garb_05G021620.1	1.835753	A	A
Garb_05G021630.1	0.000000	A	A
Garb_05G021640.1	9.905200	A	A
Garb_05G021650.1	4.323545	A	A
Garb_05G021660.1	50.883564	A	A
Garb_05G021670.1	296.131470	A	A
Garb_05G021680.1	9.649613	A	A
Garb_05G021690.1	9.671921	A	A
Garb_05G021700.1	39.267086	A	A
Garb_05G021710.1	0.401223	A	A
Garb_05G021720.1	0.525899	A	A
Garb_05G021730.1	17.175980	A	A
Garb_05G021740.1	1.811483	A	A
Garb_05G021750.1	0.0	A	A
Garb_05G021760.1	22.096285	A	A
Garb_05G021770.1	15.985238	A	A
Garb_05G021780.1	0.054079	A	A
Garb_05G021790.1	1.148383	A	A
Garb_05G021800.1	0.012924	A	A
Garb_05G021810.1	39.008598	A	A
Garb_05G021820.1	1.144088	A	A
Garb_05G021830.1	0.793039	A	A
Garb_05G021840.1	0.058283	A	A
Garb_05G021850.1	12.087961	A	A
Garb_05G021860.1	2.071074	A	A
Garb_05G021870.1	0.0	A	A
Garb_05G021880.1	0.0	A	A
Garb_05G021890.1	0.0	A	A
Garb_05G021910.1	0.0	A	A
Garb_05G021920.1	1.268183	A	A
Garb_05G021930.1	0.0	A	A
Garb_05G021940.1	0.285296	A	A
Garb_05G021950.1	43.383999	A	A
Garb_05G021960.1	0.000000	A	A
Garb_05G021970.1	21.741898	A	A
Garb_05G021980.1	1.809417	A	A
Garb_05G021990.1	9.853548	A	A
Garb_05G022000.1	9.450537	A	A
Garb_05G022010.1	3.817424	A	A
Garb_05G022020.1	0.714691	A	A
Garb_05G022040.1	0.0	A	A
Garb_05G022050.1	0.0	A	A
Garb_05G022060.1	0.061392	A	A
Garb_05G022070.1	7.482592	A	A
Garb_05G022080.1	0.0	A	A
Garb_05G022090.1	10.392335	A	A
Garb_05G022100.1	0.0	A	A
Garb_05G022110.1	0.0	A	A
Garb_05G022120.1	0.0	A	A
Garb_05G022130.1	0.778305	A	A
Garb_05G022140.1	0.0	A	A
Garb_05G022150.1	1.558557	A	A
Garb_05G022160.1	0.597479	A	A
Garb_05G022170.1	0.752333	A	A
Garb_05G022180.1	2.048449	A	A
Garb_05G022190.1	0.000000	A	A
Garb_05G022200.1	0.000000	A	A
Garb_05G022210.1	10.268458	A	A
Garb_05G022220.1	3.601985	A	A
Garb_05G022230.1	11.282705	A	A
Garb_05G022240.1	15.691808	A	A
Garb_05G022250.1	2.385142	A	A
Garb_05G022260.1	22.696550	A	A
Garb_05G022270.1	4.995376	A	A
Garb_05G022280.1	41.396347	A	A
Garb_05G022290.1	2.391402	A	A
Garb_05G022300.1	21.905226	A	A
Garb_05G022310.1	0.496969	A	A
Garb_05G022320.1	0.346299	A	A
Garb_05G022330.1	0.548226	A	A
Garb_05G022340.1	22.094734	A	A
Garb_05G022350.1	0.0	A	A
Garb_05G022360.1	11.287218	A	A
Garb_05G022370.1	120.999779	A	A
Garb_05G022380.1	17.676104	A	A
Garb_05G022390.1	1.168774	A	A
Garb_05G022400.1	4.789680	A	A
Garb_05G022410.1	5.287638	A	A
Garb_05G022420.1	16.932100	A	A
Garb_05G022430.1	3.805390	A	A
Garb_05G022440.1	0.000000	A	A
Garb_05G022450.1	0.882621	A	A
Garb_05G022460.1	23.358423	A	A
Garb_05G022470.1	19.690632	A	A
Garb_05G022480.1	85.775215	A	A
Garb_05G022490.1	0.097524	A	A
Garb_05G022500.1	10.113138	A	A
Garb_05G022510.1	1.000171	A	A
Garb_05G022520.1	20.095804	A	A
Garb_05G022530.1	0.000000	A	A
Garb_05G022540.1	9.698921	A	A
Garb_05G022550.1	11.441336	A	A
Garb_05G022560.1	0.360574	A	A
Garb_05G022570.1	13.038484	A	A
Garb_05G022580.1	0.238198	A	A
Garb_05G022590.1	3.960241	A	A
Garb_05G022600.1	0.000000	A	A
Garb_05G022610.1	0.510157	A	A
Garb_05G022620.1	33.882065	A	A
Garb_05G022630.1	35.436832	A	A
Garb_05G022640.1	8.312321	A	A
Garb_05G022650.1	12.830724	A	A
Garb_05G022660.1	17.011496	A	A
Garb_05G022670.1	0.229846	A	A
Garb_05G022680.1	9.455054	A	A
Garb_05G022690.1	779.495422	A	A
Garb_05G022700.1	10.795820	A	A
Garb_05G022710.1	58.524532	A	A
Garb_05G022720.1	0.000000	A	A
Garb_05G022730.1	145.887604	A	A
Garb_05G022740.1	0.028748	A	A
Garb_05G022750.1	10.577376	A	A
Garb_05G022760.1	0.0	A	A
Garb_05G022770.1	0.673097	A	A
