index	FPKM	status	genome
Grot_02G010290	0	ABA	K
Grot_03G017270	0.27	ABA	K
Grot_04G012490	48.75	ABA	K
Grot_04G010450	1.71	ABA	K
Grot_05G014950	1.07	ABA	K
Grot_05G014940	17.09	ABA	K
Grot_05G013960	0	ABA	K
Grot_05G013810	16.84	ABA	K
Grot_05G013790	0	ABA	K
Grot_05G013770	0	ABA	K
Grot_05G013750	0.15	ABA	K
Grot_05G013740	28.12	ABA	K
Grot_05G013680	57.93	ABA	K
Grot_05G013670	0.44	ABA	K
Grot_05G012430	4.89	ABA	K
Grot_05G000660	15.17	ABA	K
Grot_05G003060	2.92	ABA	K
Grot_05G003200	0	ABA	K
Grot_05G003930	0	ABA	K
Grot_05G002460	0	ABA	K
Grot_07G010140	0.7	ABA	K
Grot_07G010090	0	ABA	K
Grot_07G009930	0	ABA	K
Grot_08G016100	0	ABA	K
Grot_08G014220	8.34	ABA	K
Grot_09G000340	13.68	ABA	K
Grot_09G002440	0.77	ABA	K
Grot_09G003850	2.12	ABA	K
Grot_09G003860	0.42	ABA	K
Grot_09G003870	6.9	ABA	K
Grot_09G003880	3.09	ABA	K
Grot_09G010110	0	ABA	K
Grot_09G010120	0.18	ABA	K
Grot_09G010130	41.41	ABA	K
Grot_09G010140	0	ABA	K
Grot_09G010150	0.81	ABA	K
Grot_11G017160	0	ABA	K
Grot_12G020570	0	ABA	K
Grot_12G011460	0	ABA	K
Grot_12G011440	2.28	ABA	K
Grot_13G017800	0.4	ABA	K
Garb_01G010910	0.13	ABA	A
Garb_03G016400	0.16	ABA	A
Garb_04G012610	13.17	ABA	A
Garb_04G010830	0	ABA	A
Garb_05G026350	3.85	ABA	A
Garb_05G026360	22.42	ABA	A
Garb_05G027320	1.64	ABA	A
Garb_05G027510	2.72	ABA	A
Garb_05G027520	0	ABA	A
Garb_05G027550	0	ABA	A
Garb_05G027580	0.31	ABA	A
Garb_05G027590	19.29	ABA	A
Garb_05G027640	31.84	ABA	A
Garb_05G027650	12.39	ABA	A
Garb_05G029110	1.01	ABA	A
Garb_05G036940	0.78	ABA	A
Garb_05G040220	4.71	ABA	A
Garb_05G040500	0	ABA	A
Garb_05G041370	0	ABA	A
Garb_05G041420	0	ABA	A
Garb_07G019560	2.06	ABA	A
Garb_07G019610	0	ABA	A
Garb_07G019780	0.02	ABA	A
Garb_08G019640	0	ABA	A
Garb_08G015960	9.45	ABA	A
Garb_09G000330	21.74	ABA	A
Garb_09G002500	0	ABA	A
Garb_09G003730	1.35	ABA	A
Garb_09G003740	0.28	ABA	A
Garb_09G003750	4.49	ABA	A
Garb_09G003770	0	ABA	A
Garb_09G010250	0	ABA	A
Garb_09G010260	0.59	ABA	A
Garb_09G010270	41.35	ABA	A
Garb_09G010280	2.88	ABA	A
Garb_09G010340	0.08	ABA	A
Garb_11G023410	0.33	ABA	A
Garb_12G004970	0	ABA	A
Garb_12G013500	0	ABA	A
Garb_12G013540	2.09	ABA	A
Garb_13G013160	0	ABA	A
Grai_02G011300	7.81	ABA	D
Grai_03G012850	4.94	ABA	D
Grai_04G012110	38.08	ABA	D
Grai_04G012740	1.65	ABA	D
Grai_05G029130	5.48	ABA	D
Grai_05G029140	23.36	ABA	D
Grai_05G030020	0	ABA	D
Grai_05G030180	4.29	ABA	D
Grai_05G030190	0.15	ABA	D
Grai_05G030200	0	ABA	D
Grai_05G030230	0.08	ABA	D
Grai_05G030240	28.45	ABA	D
Grai_05G030300	60.69	ABA	D
Grai_05G030310	14.76	ABA	D
Grai_05G031630	0.54	ABA	D
Grai_05G039130	0.03	ABA	D
Grai_05G042440	1.99	ABA	D
Grai_05G042610	0	ABA	D
Grai_05G043570	0	ABA	D
Grai_05G043600	0	ABA	D
Grai_07G019280	5.13	ABA	D
Grai_07G019310	0	ABA	D
Grai_07G019470	0.22	ABA	D
Grai_08G013240	0	ABA	D
Grai_08G017160	15.59	ABA	D
Grai_09G000490	19.76	ABA	D
Grai_09G002590	0.41	ABA	D
Grai_09G003560	6.68	ABA	D
Grai_09G003580	1.02	ABA	D
Grai_09G003600	27.32	ABA	D
Grai_09G003620	0.55	ABA	D
Grai_09G009750	0.07	ABA	D
Grai_09G009760	1.07	ABA	D
Grai_09G009770	32.88	ABA	D
Grai_09G009780	0.61	ABA	D
Grai_09G009840	0.23	ABA	D
Grai_11G017120	1.09	ABA	D
Grai_12G004740	0	ABA	D
Grai_12G013290	0	ABA	D
Grai_12G013320	6.28	ABA	D
Grai_13G011270	3.96	ABA	D
Grot_01G016240	0	BAB	K
Grot_01G007860	14.52	BAB	K
Grot_01G007870	8.2	BAB	K
Grot_01G007220	2.87	BAB	K
Grot_01G007210	0	BAB	K
Grot_01G007020	0	BAB	K
Grot_01G006990	17.94	BAB	K
Grot_01G006680	1.29	BAB	K
Grot_01G006670	0	BAB	K
Grot_01G006570	2.37	BAB	K
Grot_01G008990	0	BAB	K
Grot_02G016560	0	BAB	K
Grot_02G015390	4.21	BAB	K
Grot_02G015340	0	BAB	K
Grot_02G015290	0	BAB	K
Grot_02G014380	0.98	BAB	K
Grot_02G014350	14.83	BAB	K
Grot_02G013380	36.19	BAB	K
Grot_02G012860	2.93	BAB	K
Grot_02G007730	25.62	BAB	K
Grot_03G022470	0	BAB	K
Grot_03G021320	0	BAB	K
Grot_03G020980	0.03	BAB	K
Grot_03G021170	1.6	BAB	K
Grot_03G016810	0.15	BAB	K
Grot_03G016960	0	BAB	K
Grot_03G017420	15.79	BAB	K
Grot_03G018590	0	BAB	K
Grot_03G018470	6.11	BAB	K
Grot_03G018320	8.76	BAB	K
Grot_03G019550	0.78	BAB	K
Grot_03G013200	0	BAB	K
Grot_03G010100	17.36	BAB	K
Grot_03G008020	124.54	BAB	K
Grot_04G018280	1.32	BAB	K
Grot_04G017380	0	BAB	K
Grot_04G010840	5.01	BAB	K
Grot_04G013330	8.57	BAB	K
Grot_04G013320	0.21	BAB	K
Grot_04G008940	0	BAB	K
Grot_04G007200	0	BAB	K
Grot_05G014490	0.05	BAB	K
Grot_05G014450	0.63	BAB	K
Grot_05G014440	0	BAB	K
Grot_05G013430	1.36	BAB	K
Grot_05G008980	87.16	BAB	K
Grot_05G008970	3.54	BAB	K
Grot_05G008960	30.66	BAB	K
Grot_05G009590	6.27	BAB	K
Grot_05G008480	4.3	BAB	K
Grot_05G008370	0.17	BAB	K
Grot_06G020610	0.28	BAB	K
Grot_06G020430	1.78	BAB	K
Grot_06G020400	0	BAB	K
Grot_06G011520	0.03	BAB	K
Grot_06G010310	7.79	BAB	K
Grot_06G012330	0.07	BAB	K
Grot_06G008210	0	BAB	K
Grot_06G008220	11.59	BAB	K
Grot_06G008280	0.47	BAB	K
Grot_06G007860	0.12	BAB	K
Grot_07G024360	0	BAB	K
Grot_07G021760	12.68	BAB	K
Grot_07G021790	84.71	BAB	K
Grot_07G021310	0	BAB	K
Grot_07G024870	0	BAB	K
Grot_07G018680	1.33	BAB	K
Grot_07G018700	0	BAB	K
Grot_07G018710	10.23	BAB	K
Grot_07G019670	0	BAB	K
Grot_07G019640	0.13	BAB	K
Grot_07G016960	7.87	BAB	K
Grot_07G016970	0	BAB	K
Grot_07G017010	0	BAB	K
Grot_07G014660	0.13	BAB	K
Grot_07G014510	0	BAB	K
Grot_08G022400	0	BAB	K
Grot_08G022390	0	BAB	K
Grot_08G021980	1.36	BAB	K
Grot_08G021950	2.92	BAB	K
Grot_08G021940	1.72	BAB	K
Grot_08G021930	0	BAB	K
Grot_08G021740	0	BAB	K
Grot_08G021540	0	BAB	K
Grot_08G020540	370.32	BAB	K
Grot_08G020450	0	BAB	K
Grot_08G018970	0	BAB	K
Grot_08G020240	2.78	BAB	K
Grot_08G019150	68.21	BAB	K
Grot_08G016240	0.06	BAB	K
Grot_08G016800	2.14	BAB	K
Grot_08G017370	0.07	BAB	K
Grot_08G017380	0	BAB	K
Grot_08G017390	0	BAB	K
Grot_08G015300	11.29	BAB	K
Grot_08G015200	0.07	BAB	K
Grot_08G014770	0	BAB	K
Grot_08G012690	0.25	BAB	K
Grot_08G009030	1.24	BAB	K
Grot_09G004340	0	BAB	K
Grot_09G004350	0	BAB	K
Grot_09G004360	5.06	BAB	K
Grot_09G006290	0.39	BAB	K
Grot_09G007640	20.55	BAB	K
Grot_09G007830	47.35	BAB	K
Grot_09G007610	0	BAB	K
Grot_09G007340	0.51	BAB	K
Grot_09G007330	87.47	BAB	K
Grot_09G006670	0	BAB	K
Grot_10G018810	0.06	BAB	K
Grot_10G018800	27.45	BAB	K
Grot_10G017230	0	BAB	K
Grot_10G016840	2.04	BAB	K
Grot_10G016780	8.47	BAB	K
Grot_10G016200	12.41	BAB	K
Grot_10G012880	30.79	BAB	K
Grot_10G011460	2.55	BAB	K
Grot_10G012760	8.21	BAB	K
Grot_10G010530	11.27	BAB	K
Grot_10G010450	0	BAB	K
Grot_10G004240	0.16	BAB	K
Grot_11G013130	1.16	BAB	K
Grot_11G011250	0	BAB	K
Grot_11G011290	0.42	BAB	K
Grot_11G011890	0	BAB	K
Grot_11G012320	0.04	BAB	K
Grot_11G014780	14.15	BAB	K
Grot_11G015440	0	BAB	K
Grot_11G015680	0.44	BAB	K
Grot_11G015810	0.49	BAB	K
Grot_11G015940	0	BAB	K
Grot_11G016020	0	BAB	K
Grot_11G016030	5.26	BAB	K
Grot_11G017100	3.01	BAB	K
Grot_11G017990	14.45	BAB	K
Grot_11G018040	3.51	BAB	K
Grot_12G019440	0	BAB	K
Grot_12G017880	0	BAB	K
Grot_12G017560	0.29	BAB	K
Grot_12G012870	17.27	BAB	K
Grot_12G015540	18.31	BAB	K
Grot_12G015500	11.14	BAB	K
Grot_12G015100	0	BAB	K
Grot_12G015130	0.03	BAB	K
Grot_12G012650	0	BAB	K
Grot_12G012640	0	BAB	K
Grot_12G009470	3.23	BAB	K
Grot_12G007960	0	BAB	K
Grot_12G006830	0	BAB	K
Grot_12G006760	0.12	BAB	K
Grot_13G022530	0	BAB	K
Grot_13G022500	21.17	BAB	K
Grot_13G021710	0	BAB	K
Grot_13G021690	0.43	BAB	K
Grot_13G021660	6.03	BAB	K
Grot_13G020650	2.69	BAB	K
Grot_13G021560	0.06	BAB	K
Grot_13G021580	0.37	BAB	K
Grot_13G021590	0.9	BAB	K
Grot_13G021610	26.19	BAB	K
Grot_13G020170	0.1	BAB	K
Grot_13G019840	1.63	BAB	K
Grot_13G019350	0.05	BAB	K
Grot_13G019280	1.5	BAB	K
Grot_13G019040	2.2	BAB	K
Grot_13G018710	0.06	BAB	K
Grot_13G018360	0	BAB	K
Grot_13G018330	12.38	BAB	K
Grot_13G018320	0.03	BAB	K
Grot_13G017630	39.35	BAB	K
Grot_13G017580	14.14	BAB	K
Grot_13G016780	0	BAB	K
Grot_13G015170	0	BAB	K
Grot_13G015150	0	BAB	K
Grot_13G015140	32.46	BAB	K
Grot_13G015100	0	BAB	K
Grot_13G013230	6.94	BAB	K
Grot_13G012800	0	BAB	K
Grot_13G012290	0	BAB	K
Grot_13G012140	1.17	BAB	K
Grot_13G010820	1.57	BAB	K
Grot_13G010700	0.21	BAB	K
Garb_01G014000	0	BAB	A
Garb_02G011760	20.1	BAB	A
Garb_02G011750	11.36	BAB	A
Garb_02G012760	5.34	BAB	A
Garb_02G012750	0.41	BAB	A
Garb_02G010490	0	BAB	A
Garb_02G010500	7.59	BAB	A
Garb_02G010830	1.13	BAB	A
Garb_02G010840	4.74	BAB	A
Garb_02G010940	3.53	BAB	A
Garb_02G014520	0	BAB	A
Garb_02G004620	0	BAB	A
Garb_02G006020	0	BAB	A
Garb_02G006080	0	BAB	A
Garb_02G006300	0.04	BAB	A
Garb_02G007820	1.15	BAB	A
Garb_02G007800	10.17	BAB	A
Garb_02G009530	41.5	BAB	A
Garb_02G009900	2.07	BAB	A
Garb_01G007720	57.14	BAB	A
Garb_03G021990	0	BAB	A
Garb_03G020490	0	BAB	A
Garb_03G020000	0.18	BAB	A
Garb_03G019840	1.29	BAB	A
Garb_03G018370	0.04	BAB	A
Garb_03G018230	0	BAB	A
Garb_03G018180	14.27	BAB	A
Garb_03G015170	1.25	BAB	A
Garb_03G015300	7.73	BAB	A
Garb_03G015370	7.48	BAB	A
Garb_03G014430	0.31	BAB	A
Garb_03G012690	0	BAB	A
Garb_03G010500	28.83	BAB	A
Garb_03G008300	47.2	BAB	A
Garb_04G018280	23.11	BAB	A
Garb_04G017380	0	BAB	A
Garb_04G011780	7.51	BAB	A
Garb_04G012300	7.98	BAB	A
Garb_04G012310	0	BAB	A
Garb_04G009720	0	BAB	A
Garb_04G007750	0	BAB	A
Garb_05G026840	1.17	BAB	A
Garb_05G026870	0.58	BAB	A
Garb_05G026880	0	BAB	A
Garb_05G028520	0.53	BAB	A
Garb_05G031790	54.33	BAB	A
Garb_05G031810	6.25	BAB	A
Garb_05G031820	22.99	BAB	A
Garb_05G032220	2.84	BAB	A
Garb_05G033990	11.18	BAB	A
Garb_05G034070	0	BAB	A
Garb_06G020860	13.11	BAB	A
Garb_06G020730	0.63	BAB	A
Garb_06G020710	2.12	BAB	A
Garb_06G013190	0	BAB	A
Garb_06G012480	11.46	BAB	A
Garb_06G011090	0	BAB	A
Garb_06G008520	0	BAB	A
Garb_06G008510	17.91	BAB	A
Garb_06G008460	0.99	BAB	A
Garb_06G007970	0.27	BAB	A
Garb_07G005090	0	BAB	A
Garb_07G007880	20.89	BAB	A
Garb_07G007900	86.33	BAB	A
Garb_07G009710	0	BAB	A
Garb_07G004380	1.2	BAB	A
Garb_07G012220	3.08	BAB	A
Garb_07G012240	0	BAB	A
Garb_07G012250	3.16	BAB	A
Garb_07G012270	0	BAB	A
Garb_07G012320	0.07	BAB	A
Garb_07G012760	5.92	BAB	A
Garb_07G012770	0	BAB	A
Garb_07G012790	0	BAB	A
Garb_07G015000	0.66	BAB	A
Garb_07G015090	0	BAB	A
Garb_08G024700	0	BAB	A
Garb_08G024690	0.66	BAB	A
Garb_08G024380	2.6	BAB	A
Garb_08G024360	50.57	BAB	A
Garb_08G024350	22.71	BAB	A
Garb_08G024340	0	BAB	A
Garb_08G024230	0	BAB	A
Garb_08G024150	0	BAB	A
Garb_08G023100	190.52	BAB	A
Garb_08G022990	0	BAB	A
Garb_08G021640	0.04	BAB	A
Garb_08G022050	4	BAB	A
Garb_08G021040	38.39	BAB	A
Garb_08G019550	0	BAB	A
Garb_08G019010	7.96	BAB	A
Garb_08G018670	0.34	BAB	A
Garb_08G018660	0	BAB	A
Garb_08G018640	0	BAB	A
Garb_08G017040	1.49	BAB	A
Garb_08G017010	0.07	BAB	A
Garb_08G016740	10.88	BAB	A
Garb_08G013840	0.21	BAB	A
Garb_08G009720	0	BAB	A
Garb_09G004500	0	BAB	A
Garb_09G004510	0	BAB	A
Garb_09G004520	6.65	BAB	A
Garb_09G006360	3.71	BAB	A
Garb_09G006680	52.65	BAB	A
Garb_09G006860	15.38	BAB	A
Garb_09G007520	0.29	BAB	A
Garb_09G007780	5.15	BAB	A
Garb_09G007790	55.85	BAB	A
Garb_09G008530	0	BAB	A
Garb_10G010880	0.35	BAB	A
Garb_10G010860	2.12	BAB	A
Garb_10G009550	0	BAB	A
Garb_10G009230	5.8	BAB	A
Garb_10G009170	6.57	BAB	A
Garb_10G012480	9.79	BAB	A
Garb_10G015900	31.88	BAB	A
Garb_10G016840	4.24	BAB	A
Garb_10G017900	13.16	BAB	A
Garb_10G018960	8.51	BAB	A
Garb_10G019150	0	BAB	A
Garb_10G026060	0	BAB	A
Garb_11G028840	0.71	BAB	A
Garb_11G028080	0.05	BAB	A
Garb_11G028000	1.21	BAB	A
Garb_11G027710	0	BAB	A
Garb_11G027230	0.09	BAB	A
Garb_11G025090	10.6	BAB	A
Garb_11G024170	0.23	BAB	A
Garb_11G024030	0.62	BAB	A
Garb_11G023970	0.09	BAB	A
Garb_11G023810	0.86	BAB	A
Garb_11G023730	0	BAB	A
Garb_11G023720	14.57	BAB	A
Garb_11G023380	1.87	BAB	A
Garb_11G021800	14.09	BAB	A
Garb_11G021790	3.13	BAB	A
Garb_12G006180	0.68	BAB	A
Garb_12G007570	2.8	BAB	A
Garb_12G007940	0.87	BAB	A
Garb_12G010290	1.8	BAB	A
Garb_12G009100	32.83	BAB	A
Garb_12G009080	10.15	BAB	A
Garb_12G012090	0.05	BAB	A
Garb_12G012100	0.03	BAB	A
Garb_12G012300	0	BAB	A
Garb_12G012310	0	BAB	A
Garb_12G015530	0.25	BAB	A
Garb_12G016910	0	BAB	A
Garb_12G018340	0	BAB	A
Garb_12G018400	0.91	BAB	A
Garb_13G006910	0	BAB	A
Garb_13G006950	10.73	BAB	A
Garb_13G007750	7.73	BAB	A
Garb_13G007790	1.29	BAB	A
Garb_13G007810	8.79	BAB	A
Garb_13G007820	9.46	BAB	A
Garb_13G008620	0.07	BAB	A
Garb_13G008630	2.37	BAB	A
Garb_13G008640	1.12	BAB	A
Garb_13G008650	22.04	BAB	A
Garb_13G009190	0.37	BAB	A
Garb_13G009640	1.35	BAB	A
Garb_13G010100	0	BAB	A
Garb_13G010180	9.34	BAB	A
Garb_13G010380	7.71	BAB	A
Garb_13G012510	0	BAB	A
Garb_13G012700	0	BAB	A
Garb_13G012730	6.1	BAB	A
Garb_13G012740	0	BAB	A
Garb_13G011950	29.54	BAB	A
Garb_13G011900	13.24	BAB	A
Garb_13G011690	0.07	BAB	A
Garb_13G014000	0	BAB	A
Garb_13G014170	0	BAB	A
Garb_13G014180	24.67	BAB	A
Garb_13G014250	0.26	BAB	A
Garb_13G015990	8.66	BAB	A
Garb_13G016590	0.11	BAB	A
Garb_13G017170	0	BAB	A
Garb_13G017320	0	BAB	A
Garb_13G018460	33.56	BAB	A
Garb_13G018610	0.41	BAB	A
Grai_01G014550	0	BAB	D
Grai_01G016830	42.22	BAB	D
Grai_01G016840	13.19	BAB	D
Grai_01G018160	8.66	BAB	D
Grai_01G018180	3.67	BAB	D
Grai_01G018330	0	BAB	D
Grai_01G018340	6.64	BAB	D
Grai_01G018620	12.06	BAB	D
Grai_01G018630	0.94	BAB	D
Grai_01G018720	10.49	BAB	D
Grai_01G019980	0	BAB	D
Grai_02G004620	0.17	BAB	D
Grai_02G005990	0	BAB	D
Grai_02G006050	0.37	BAB	D
Grai_02G006210	11	BAB	D
Grai_02G007040	1.02	BAB	D
Grai_02G007060	23.74	BAB	D
Grai_02G007950	30.12	BAB	D
Grai_02G008580	3.16	BAB	D
Grai_02G014600	15.53	BAB	D
Grai_03G007520	0	BAB	D
Grai_03G009000	0	BAB	D
Grai_03G009570	1.26	BAB	D
Grai_03G009800	0	BAB	D
Grai_03G012090	0.64	BAB	D
Grai_03G012210	0	BAB	D
Grai_03G012320	15.69	BAB	D
Grai_03G013800	0.88	BAB	D
Grai_03G014050	8.02	BAB	D
Grai_03G014150	3.56	BAB	D
Grai_03G015540	2.71	BAB	D
Grai_03G017140	0	BAB	D
Grai_03G019310	14.25	BAB	D
Grai_03G021360	70.4	BAB	D
Grai_04G006770	0.37	BAB	D
Grai_04G007680	0	BAB	D
Grai_04G013550	7.47	BAB	D
Grai_04G013710	19.13	BAB	D
Grai_04G013720	1.95	BAB	D
Grai_04G014860	0	BAB	D
Grai_04G016890	0.1	BAB	D
Grai_05G029560	0.47	BAB	D
Grai_05G029570	0.08	BAB	D
Grai_05G029580	0	BAB	D
Grai_05G031100	0.39	BAB	D
Grai_05G033970	39.36	BAB	D
Grai_05G033980	6.89	BAB	D
Grai_05G033990	27.93	BAB	D
Grai_05G034590	3.25	BAB	D
Grai_05G035830	13.28	BAB	D
Grai_05G035950	0	BAB	D
Grai_06G007340	10.98	BAB	D
Grai_06G007410	1.21	BAB	D
Grai_06G007440	0.89	BAB	D
Grai_06G015020	0.3	BAB	D
Grai_06G015510	9.78	BAB	D
Grai_06G016640	0	BAB	D
Grai_06G019410	0	BAB	D
Grai_06G019430	8.35	BAB	D
Grai_06G019460	1.52	BAB	D
Grai_06G020010	1.58	BAB	D
Grai_07G005510	0	BAB	D
Grai_07G008210	2.76	BAB	D
Grai_07G008240	113.06	BAB	D
Grai_07G008380	0	BAB	D
Grai_07G009510	382.28	BAB	D
Grai_07G012090	0.06	BAB	D
Grai_07G012100	0	BAB	D
Grai_07G012110	16.18	BAB	D
Grai_07G012120	0	BAB	D
Grai_07G012170	0.55	BAB	D
Grai_07G012630	18.79	BAB	D
Grai_07G012650	0	BAB	D
Grai_07G012680	0	BAB	D
Grai_07G014960	0.61	BAB	D
Grai_07G015100	0	BAB	D
Grai_08G008340	0	BAB	D
Grai_08G008360	0	BAB	D
Grai_08G008650	8.7	BAB	D
Grai_08G008680	10.99	BAB	D
Grai_08G008690	22.65	BAB	D
Grai_08G008700	0	BAB	D
Grai_08G008750	0	BAB	D
Grai_08G008820	0	BAB	D
Grai_08G009930	0.13	BAB	D
Grai_08G010110	0	BAB	D
Grai_08G010640	0	BAB	D
Grai_08G010950	1.23	BAB	D
Grai_08G011340	102.78	BAB	D
Grai_08G013410	0	BAB	D
Grai_08G013960	44.84	BAB	D
Grai_08G014350	0.1	BAB	D
Grai_08G014360	2.74	BAB	D
Grai_08G014370	0	BAB	D
Grai_08G015980	0.57	BAB	D
Grai_08G016010	0.46	BAB	D
Grai_08G016330	0	BAB	D
Grai_08G019060	0.11	BAB	D
Grai_08G023090	0.2	BAB	D
Grai_09G004040	0.31	BAB	D
Grai_09G004050	0.05	BAB	D
Grai_09G004060	1.59	BAB	D
Grai_09G005580	5.55	BAB	D
Grai_09G006130	95.69	BAB	D
Grai_09G006270	18.89	BAB	D
Grai_09G006930	0.39	BAB	D
Grai_09G007230	3.15	BAB	D
Grai_09G007240	57.62	BAB	D
Grai_09G007860	0	BAB	D
Grai_10G010200	0.28	BAB	D
Grai_10G010230	14.87	BAB	D
Grai_10G011800	0	BAB	D
Grai_10G012170	8.08	BAB	D
Grai_10G012210	7.45	BAB	D
Grai_10G012780	29.26	BAB	D
Grai_10G016170	31.77	BAB	D
Grai_10G017220	2.86	BAB	D
Grai_10G018370	11.09	BAB	D
Grai_10G018650	10.74	BAB	D
Grai_10G018990	0	BAB	D
Grai_10G025740	0	BAB	D
Grai_11G011670	1.02	BAB	D
Grai_11G012930	0.06	BAB	D
Grai_11G012970	0.11	BAB	D
Grai_11G013220	0	BAB	D
Grai_11G013660	0	BAB	D
Grai_11G015550	14.36	BAB	D
Grai_11G016240	0.45	BAB	D
Grai_11G016430	0	BAB	D
Grai_11G016510	0.27	BAB	D
Grai_11G016640	0.24	BAB	D
Grai_11G016720	0	BAB	D
Grai_11G016730	6.27	BAB	D
Grai_11G017150	0.17	BAB	D
Grai_11G018530	9.19	BAB	D
Grai_11G018540	6.76	BAB	D
Grai_12G005910	0.22	BAB	D
Grai_12G007410	1.61	BAB	D
Grai_12G007840	0.16	BAB	D
Grai_12G009340	7.03	BAB	D
Grai_12G011240	29.77	BAB	D
Grai_12G011260	2.98	BAB	D
Grai_12G011970	0.19	BAB	D
Grai_12G011990	0	BAB	D
Grai_12G012170	0	BAB	D
Grai_12G012180	0.33	BAB	D
Grai_12G015260	0.25	BAB	D
Grai_12G016730	0	BAB	D
Grai_12G018140	1.69	BAB	D
Grai_12G018210	2.61	BAB	D
Grai_13G007010	0	BAB	D
Grai_13G007040	22.16	BAB	D
Grai_13G007850	0	BAB	D
Grai_13G007890	1.08	BAB	D
Grai_13G007920	5.95	BAB	D
Grai_13G007930	1.02	BAB	D
Grai_13G008680	0.76	BAB	D
Grai_13G008700	1.94	BAB	D
Grai_13G008710	3.34	BAB	D
Grai_13G008720	23.1	BAB	D
Grai_13G009200	2.1	BAB	D
Grai_13G009610	2.6	BAB	D
Grai_13G010120	0	BAB	D
Grai_13G010190	4.82	BAB	D
Grai_13G010440	0.11	BAB	D
Grai_13G010630	0	BAB	D
Grai_13G010820	0	BAB	D
Grai_13G010830	8.07	BAB	D
Grai_13G010840	0.1	BAB	D
Grai_13G011840	54.98	BAB	D
Grai_13G011910	13.52	BAB	D
Grai_13G012660	17.05	BAB	D
Grai_13G014140	0	BAB	D
Grai_13G014220	0.05	BAB	D
Grai_13G014230	25.44	BAB	D
Grai_13G014310	0.54	BAB	D
Grai_13G016110	4.95	BAB	D
Grai_13G016510	0.31	BAB	D
Grai_13G016960	0	BAB	D
Grai_13G017130	0	BAB	D
Grai_13G018250	118.85	BAB	D
Grai_13G018490	1.11	BAB	D
Grot_01G022870	20.825121	AAB	K
Grot_01G022860	1.380802	AAB	K
Grot_01G022850	8.036363	AAB	K
Grot_01G022730	2.685855	AAB	K
Grot_01G022710	0	AAB	K
Grot_01G022610	3.229221	AAB	K
Grot_01G019890	1.202224	AAB	K
Grot_01G019850	5.898706	AAB	K
Grot_01G019840	98.189911	AAB	K
Grot_01G019820	29.330317	AAB	K
Grot_01G019780	0	AAB	K
Grot_01G019770	0	AAB	K
Grot_01G019760	10.085895	AAB	K
Grot_01G019710	0.025562	AAB	K
Grot_01G019700	0.865234	AAB	K
Grot_01G019670	4.326035	AAB	K
Grot_01G019660	0.077117	AAB	K
Grot_01G017630	3.60758	AAB	K
Grot_01G017540	43.018013	AAB	K
Grot_01G017530	6.556087	AAB	K
Grot_01G017390	6.200988	AAB	K
Grot_01G017250	17.624651	AAB	K
Grot_01G017240	23.981962	AAB	K
Grot_01G013350	10.905003	AAB	K
Grot_01G013390	34.326431	AAB	K
Grot_01G013430	21.947809	AAB	K
Grot_01G013440	79.218201	AAB	K
Grot_01G013450	5.476164	AAB	K
Grot_01G013470	0	AAB	K
Grot_01G013590	14.103988	AAB	K
Grot_01G013600	31.770582	AAB	K
Grot_01G013650	0	AAB	K
Grot_01G013680	2.111949	AAB	K
Grot_01G013710	49.386055	AAB	K
Grot_01G013750	12.992647	AAB	K
Grot_01G013770	16.658583	AAB	K
Grot_01G013780	7.890556	AAB	K
Grot_01G013800	17.936678	AAB	K
Grot_01G013810	0	AAB	K
Grot_01G013830	7.867801	AAB	K
Grot_01G013920	6.738692	AAB	K
Grot_01G014040	8.490611	AAB	K
Grot_01G014130	15.995117	AAB	K
Grot_01G014170	0	AAB	K
Grot_01G014210	21.851517	AAB	K
Grot_01G014280	117.466858	AAB	K
Grot_01G014350	49.736092	AAB	K
Grot_01G015680	0.391666	AAB	K
Grot_01G015660	18.144016	AAB	K
Grot_01G015580	42.871529	AAB	K
Grot_01G015560	10.665018	AAB	K
Grot_01G015550	7.160215	AAB	K
Grot_01G015540	3.364287	AAB	K
Grot_01G015480	14.064705	AAB	K
Grot_01G016170	35.522423	AAB	K
Grot_01G016180	1.239945	AAB	K
Grot_01G016190	3.122014	AAB	K
Grot_01G016200	1.319027	AAB	K
Grot_01G016220	0	AAB	K
Grot_01G016240	0	AAB	K
Grot_01G012340	29.277567	AAB	K
Grot_01G012350	6.839019	AAB	K
Grot_01G012360	40.236469	AAB	K
Grot_01G012370	15.846846	AAB	K
Grot_01G012400	7.136848	AAB	K
Grot_01G012440	36.591415	AAB	K
Grot_01G012450	9.819151	AAB	K
Grot_01G010860	1.046786	AAB	K
Grot_01G010870	4.024858	AAB	K
Grot_01G010900	0.547064	AAB	K
Grot_01G010910	32.344929	AAB	K
Grot_01G010920	37.752769	AAB	K
Grot_01G010930	10.232248	AAB	K
Grot_01G010980	1.102287	AAB	K
Grot_01G010990	3.777846	AAB	K
Grot_01G011010	3.469924	AAB	K
Grot_01G012720	9.382446	AAB	K
Grot_01G010340	12.429411	AAB	K
Grot_01G010360	36.262482	AAB	K
Grot_01G010390	3.914916	AAB	K
Grot_01G010400	118.295258	AAB	K
Grot_01G010430	101.138763	AAB	K
Grot_01G010530	16.336914	AAB	K
Grot_01G010670	97.712357	AAB	K
Grot_01G010700	4.88324	AAB	K
Grot_01G010770	7.502279	AAB	K
