line	year	genome
27027	3.17143	K
27028	5	K
27029	4.2	K
27030	0.607143	K
27031	3.12857	K
27032	4.65	K
27033	3.86429	K
27034	2.87143	K
27035	4.96429	K
27036	5.10714	K
27037	2.72143	K
27038	4.33571	K
27039	1.95	K
27040	2.72143	K
27041	2.70714	K
27042	1.95714	K
27043	3.44286	K
27044	2.95714	K
27045	1.16429	K
27046	1.31429	K
27047	1.4	K
27048	7.97857	K
27049	5.54286	K
27050	5.83571	K
27051	5.51429	K
27052	1.49286	K
27053	3.49286	K
27054	4.55714	K
27055	2.06429	K
27056	0.0928571	K
27057	0.514286	K
27058	4.99286	K
27059	0.857143	K
27060	1.75	K
27061	2.31429	K
27062	4.23571	K
27063	2.22857	K
27064	5.39286	K
27065	4.08571	K
27066	1.65	K
27067	1.68571	K
27068	2.38571	K
27069	4.27143	K
27070	3.31429	K
27071	4.34286	K
27072	4.45714	K
27073	0.357143	K
27074	4.42143	K
27075	1.5	K
27076	1.68571	K
27077	2.1	K
27078	2.34286	K
27079	5.45714	K
27080	4.26429	K
27081	1.58571	K
27082	4.17143	K
27083	2.47857	K
27084	1.89286	K
27085	0.485714	K
27086	0.864286	K
27087	0.914286	K
27088	3.71429	K
27089	2.45714	K
27090	3.12857	K
27091	5.52143	K
27092	4.5	K
27093	5.5	K
27094	4.33571	K
27095	4.26429	K
27096	4.76429	K
27097	5.43571	K
27098	4.38571	K
27099	5.83571	K
27100	1.43571	K
27101	1.73571	K
27102	2.72143	K
27103	1.65714	K
27104	2.02857	K
27105	2.90714	K
27106	4.60714	K
27107	5.05	K
27108	5.43571	K
27109	3.31429	K
27110	2.21429	K
27111	0.821429	K
27112	4.67143	K
27113	2.45714	K
27114	0.278571	K
27115	1.71429	K
27116	1.85	K
27117	1.98571	K
27118	1.79286	K
27119	2.5	K
27120	3.51429	K
27121	3.7	K
27122	2.07143	K
27123	2.22143	K
27124	4.26429	K
27125	2.2	K
27126	2.12143	K
27127	5.53571	K
27128	1.33571	K
27129	1.45	K
27130	2.22143	K
27131	1.57143	K
27132	2.15	K
27133	3.70714	K
27134	4.70714	K
27135	1.92857	K
27136	2.28571	K
27137	3.23571	K
27138	0.507143	K
27139	4.2	K
27140	1.09286	K
27141	2.63571	K
27142	1.28571	K
27143	1.5	K
27144	1.37857	K
27145	2.75714	K
27146	0.657143	K
27147	0.992857	K
27148	0.378571	K
27149	1.59286	K
27150	1.49286	K
27151	7.02143	K
27152	2.12143	K
27153	1.60714	K
27154	1.68571	K
27155	2.36429	K
27156	2.13571	K
27157	4.76429	K
27158	2.82143	K
27159	0.507143	K
27160	0.385714	K
27161	1.77857	K
27162	3.13571	K
27163	4.36429	K
27164	4.12857	K
27165	3.7	K
27166	0.685714	K
27167	2.4	K
27168	4.60714	K
27169	2.39286	K
27170	1.33571	K
27171	1.1	K
27172	2.96429	K
27173	1.86429	K
27174	2.38571	K
27175	3.98571	K
27176	2.47143	K
27177	4.32143	K
27178	2.05	K
27179	2.17857	K
27180	3.38571	K
27181	4.70714	K
27182	1.68571	K
27183	2.25	K
27184	1.58571	K
27185	3.00714	K
27186	1.38571	K
27187	1.72143	K
27188	4.94286	K
27189	3.80714	K
27190	5.15	K
27191	0.921429	K
27192	3.49286	K
27193	2.85	K
27194	3.65	K
27195	2.63571	K
27196	3.20714	K
27197	4.05714	K
27198	1.46429	K
27199	2.53571	K
27200	3.03571	K
27201	1.04286	K
27202	1.81429	K
27203	3.65	K
27204	2.69286	K
27205	2.92143	K
27206	5.4	K
27207	4.54286	K
27208	1.94286	K
27209	7.87143	K
27210	3.02857	K
27211	2.94286	K
27212	5.4	K
27213	0.871429	K
27214	5.94286	K
27215	2.48571	K
27216	3.57143	K
27217	5.30714	K
27218	2.02857	K
27219	0.707143	K
27220	1.75	K
27221	3.64286	K
27222	1.73571	K
27223	4.12143	K
27224	3.75	K
27225	1.02857	K
27226	1.27857	K
27227	1.99286	K
27228	5.25	K
27229	3.95	K
27230	0.192857	K
27231	4.12143	K
27232	5.29286	K
27233	2.87143	K
27234	1.51429	K
27235	3.9	K
27236	1.48571	K
27237	2.63571	K
27238	0.95	K
27239	1.03571	K
27240	3.14286	K
27241	3.89286	K
27242	4.15714	K
27243	0.671429	K
27244	3.63571	K
27245	5.15	K
27246	1.30714	K
27247	1.80714	K
27248	2.07857	K
27249	3.44286	K
27250	2.62143	K
27251	1.86429	K
27252	1.65	K
27253	1.34286	K
27254	0.942857	K
27255	6.17143	K
27256	0.642857	K
27257	3.78571	K
27258	5.13571	K
27259	0.492857	K
27260	0.807143	K
27261	3.39286	K
27262	3.25714	K
27263	0.971429	K
27264	3.39286	K
27265	1.32143	K
27266	0.914286	K
27267	2.05	K
27268	1.45	K
27269	1.13571	K
27270	4.75714	K
27271	4.89286	K
27272	3.02143	K
27273	1.17143	K
27274	1.90714	K
27275	1.67857	K
27276	0.65	K
27277	4.75714	K
27278	2.03571	K
27279	1.85	K
27280	1.27857	K
27281	1.4	K
27282	5.08571	K
27283	2.39286	K
27284	3.07857	K
27285	3.90714	K
27286	5.15714	K
27287	2.27143	K
27288	2.29286	K
27289	4.1	K
27290	5.32143	K
27291	0.371429	K
27292	3.95	K
27293	4.43571	K
27294	3.95	K
27295	1.95	K
27296	2.72857	K
27297	3.46429	K
27298	9.92857	K
27299	1.81429	K
27300	2.81429	K
27301	2.3	K
27302	5.94286	K
27303	5.92857	K
27304	2.05	K
27305	6.65	K
27306	6.30714	K
27307	4.41429	K
27308	1.88571	K
27309	6.28571	K
27310	3.17857	K
27311	0.871429	K
27312	1.95	K
27313	0.15	K
27314	1.38571	K
27315	1.2	K
27316	3.09286	K
27317	3.94286	K
27318	3.27857	K
27319	4.81429	K
27320	1.84286	K
27321	2.64286	K
27322	1.66429	K
27323	2.2	K
27324	4.65	K
27325	1.14286	K
27326	1.4	K
27327	1.44286	K
27328	1.80714	K
27329	2.55	K
27330	3.57143	K
27331	1.64286	K
27332	2.62857	K
27333	1.33571	K
27334	2.72857	K
27335	1.4	K
27336	0.371429	K
27337	2.92143	K
27338	3.04286	K
27339	1.4	K
27340	3.00714	K
27341	4.2	K
27342	4.99286	K
27343	3.48571	K
27344	2.59286	K
27345	3.56429	K
27346	2.04286	K
27347	2.15714	K
27348	4.63571	K
27349	3.23571	K
27350	3.00714	K
27351	2.60714	K
27352	1.67143	K
27353	3.15	K
27354	3.47143	K
27355	0.485714	K
27356	2.85	K
27357	1.8	K
27358	4.67143	K
27359	5.65	K
27360	0.992857	K
27361	2.37857	K
27362	5.62857	K
27363	3.98571	K
27364	3.54286	K
27365	2.5	K
27366	4.28571	K
27367	1.75714	K
27368	2.82143	K
27369	2.42143	K
27370	4.54286	K
27371	3.45	K
27372	2.58571	K
27373	3.31429	K
27374	1.76429	K
27375	3.56429	K
27376	2.63571	K
27377	2.87143	K
27378	5.33571	K
27379	3.20714	K
27380	2.13571	K
27381	3.85	K
27382	1.14286	K
27383	3.05714	K
27384	5.49286	K
27385	3.11429	K
27386	3.43571	K
27387	1.67857	K
27388	1.7	K
27389	4.46429	K
27390	5.77857	K
27391	1.81429	K
27392	2.99286	K
27393	3.89286	K
27394	4.31429	K
27395	6.72857	K
27396	3.40714	K
27397	5.48571	K
27398	3.68571	K
27399	2.45	K
27400	2.62857	K
27401	4.7	K
27402	3.15714	K
27403	1.52857	K
27404	0.578571	K
27405	2.17857	K
27406	3.15	K
27407	2.63571	K
27408	1.47143	K
27409	2.38571	K
27410	3.6	K
27411	4.15	K
27412	1.77143	K
27413	3.71429	K
27414	5.28571	K
27415	4.05714	K
27416	4.17143	K
27417	3.86429	K
27418	3.69286	K
27419	1.60714	K
27420	1.62143	K
27421	0.728571	K
27422	2.17857	K
27423	3	K
27424	3.10714	K
27425	3.79286	K
27426	5.29286	K
27427	1.65	K
27428	2.02857	K
27429	3.61429	K
27430	2.41429	K
27431	2.2	K
27432	2.51429	K
27433	2.59286	K
27434	2.91429	K
27435	3.34286	K
27436	4.36429	K
27437	2.6	K
27438	5	K
27439	4.6	K
27440	2.20714	K
27441	1.90714	K
27442	3.49286	K
27443	4.23571	K
27444	1.10714	K
27445	1.95714	K
27446	0.942857	K
27447	5.40714	K
27448	1.27857	K
27449	1.12857	K
27450	5.97143	K
27451	7.68571	K
27452	2.45	K
27453	0.45	K
27454	4.81429	K
27455	1.93571	K
27456	2.00714	K
27457	3.46429	K
27458	7.17857	K
27459	2.30714	K
27460	0.214286	K
27461	1.7	K
27462	4.44286	K
27463	2.56429	K
27464	2.32857	K
27465	2.05714	K
27466	3.97857	K
27467	2.43571	K
27468	5.34286	K
27469	3.25714	K
27470	0.964286	K
27471	0.478571	K
27472	4.90714	K
27473	0.971429	K
27474	0.978571	K
27475	1.95	K
27476	3.55	K
27477	1.1	K
27478	1.47143	K
27479	4.82143	K
27480	3.82857	K
27481	5.40714	K
27482	0.464286	K
27483	5.74286	K
27484	2.54286	K
27485	2.68571	K
27486	2.75	K
27487	1.88571	K
27488	4.40714	K
27489	5.90714	K
27490	2.68571	K
27491	5.57143	K
27492	3.12143	K
27493	2.63571	K
27494	4.47143	K
27495	4.66429	K
27496	1.99286	K
27497	3.10714	K
27498	4.63571	K
27499	2.48571	K
27500	3.24286	K
27501	2.04286	K
27502	3.95714	K
27503	1.54286	K
27504	2.42857	K
27505	2.80714	K
27506	3.98571	K
27507	1.81429	K
27508	5.85714	K
27509	1.3	K
27510	9.01429	K
27511	1.12857	K
27512	4.46429	K
27513	3.17857	K
27514	1.3	K
27515	0.607143	K
27516	0.607143	K
27517	3.76429	K
27518	2.07857	K
27519	2.98571	K
27520	1.17143	K
27521	2.5	K
27522	2.44286	K
27523	4.97143	K
27524	4.26429	K
27525	4.44286	K
27526	4.51429	K
27527	0.964286	K
27528	2.68571	K
27529	3.26429	K
27530	2.24286	K
27531	2.39286	K
27532	2	K
27533	3.30714	K
27534	2.36429	K
27535	6.21429	K
27536	2.73571	K
27537	5.12857	K
27538	3.21429	K
27539	2.8	K
27540	1.99286	K
27541	3.05	K
27542	1.07857	K
27543	1.61429	K
27544	2.61429	K
27545	3.35714	K
27546	2.62857	K
27547	2.46429	K
27548	6.55714	K
27549	2.7	K
27550	1.06429	K
27551	6.39286	K
27552	5.62143	K
27553	4.22857	K
27554	1.53571	K
27555	3.04286	K
27556	3.08571	K
27557	1.94286	K
27558	1.45	K
27559	2.77857	K
27560	3.8	K
27561	1.82143	K
27562	2.02143	K
27563	2.85714	K
27564	2.56429	K
27565	3.42143	K
27566	2.79286	K
27567	2.30714	K
27568	4.32143	K
27569	7.12857	K
27570	1.63571	K
27571	2.04286	K
27572	4.87143	K
27573	3.15714	K
27574	3.29286	K
27575	3.03571	K
27576	3.03571	K
27577	0.585714	K
27578	1.92143	K
27579	2.8	K
27580	3.17143	K
27581	2.53571	K
27582	2.06429	K
27583	4.01429	K
27584	0.814286	K
27585	5.12857	K
27586	1.91429	K
27587	1.96429	K
27588	3.25714	K
27589	2.40714	K
27590	3.82143	K
27591	0.75	K
27592	2	K
27593	3.01429	K
27594	2.81429	K
27595	1.94286	K
27596	8.96429	K
27597	2.71429	K
27598	3.27143	K
27599	1.37143	K
27600	2.95714	K
27601	2.45	K
27602	2.15714	K
27603	6.75714	K
27604	2.71429	K
27605	4.9	K
27606	3.23571	K
27607	3.8	K
27608	2.95714	K
27609	3.60714	K
27610	3.33571	K
27611	1.34286	K
27612	6.20714	K
27613	2.46429	K
27614	5.68571	K
27615	2.77143	K
27616	2.07857	K
27617	4.79286	K
27618	2.09286	K
27619	2.08571	K
27620	3.22143	K
27621	3.47857	K
27622	3.22857	K
27623	2.46429	K
27624	2.32143	K
27625	2.81429	K
27626	2.38571	K
27627	1.25714	K
27628	3.22857	K
27629	2.82857	K
27630	3.06429	K
27631	3.17143	K
27632	2.70714	K
27633	2.34286	K
27634	4.47143	K
27635	3.9	K
27636	1.54286	K
27637	1.73571	K
27638	1.29286	K
27639	0.428571	K
27640	4.40714	K
27641	2.08571	K
27642	1.53571	K
27643	2.50714	K
27644	2.84286	K
27645	3.25	K
27646	2.01429	K
27647	2.84286	K
27648	1.95714	K
27649	1.34286	K
27650	2.17143	K
27651	1.73571	K
27652	1.97857	K
27653	3.17143	K
27654	1.57143	K
27655	1.59286	K
27656	1.81429	K
27657	1.62143	K
27658	3.43571	K
27659	2.26429	K
27660	4.81429	K
27661	2.83571	K
27662	2.97143	K
27663	1.95	K
27664	4.10714	K
27665	3.88571	K
27666	4.37857	K
27667	1.87857	K
27668	2.16429	K
27669	2.96429	K
27670	2.32857	K
27671	4.42857	K
27672	2.80714	K
27673	3.10714	K
27674	4.62143	K
27675	1.62857	K
27676	1.75714	K
27677	3.32143	K
27678	3.79286	K
27679	5.32857	K
27680	2.29286	K
27681	1.9	K
27682	2.77857	K
27683	4.01429	K
27684	2.13571	K
27685	1.45	K
27686	1.75	K
27687	1.71429	K
27688	5.74286	K
27689	4.09286	K
27690	1.57143	K
27691	1.33571	K
27692	0.564286	K
27693	2.41429	K
27694	3.12143	K
27695	1.87857	K
27696	5.5	K
27697	2.48571	K
27698	1.12143	K
27699	3.66429	K
27700	2.43571	K
27701	2.4	K
27702	3.44286	K
27703	2.56429	K
27704	2.07857	K
27705	0.914286	K
27706	0.542857	K
27707	2.87857	K
27708	1.67143	K
27709	2.6	K
27710	3.64286	K
27711	2.48571	K
27712	3.40714	K
27713	1.4	K
27714	5.30714	K
27715	2.88571	K
27716	3.62857	K
27717	4.71429	K
27718	2.76429	K
27719	3.17143	K
27720	2.87857	K
27721	8.8	K
27722	2.99286	K
27723	1.87857	K
27724	1.85714	K
27725	3.09286	K
27726	3.98571	K
27727	3.73571	K
27728	4.68571	K
27729	1.86429	K
27730	1.86429	K
27731	2.95714	K
27732	3.51429	K
27733	2.80714	K
27734	4.84286	K
27735	1.77143	K
27736	6.56429	K
27737	2.03571	K
27738	2.58571	K
27739	2.77857	K
27740	1.74286	K
27741	2.82143	K
27742	1.82143	K
27743	1.78571	K
27744	1.69286	K
27745	1.33571	K
27746	2.03571	K
27747	2.97857	K
27748	1.97143	K
27749	3.15	K
27750	1.08571	K
27751	3.12143	K
27752	1.47143	K
27753	2.50714	K
27754	2.15	K
27755	4.22143	K
27756	2.06429	K
27757	2.85	K
27758	4.82143	K
27759	2.20714	K
27760	5.45714	K
27761	3.54286	K
27762	1.99286	K
27763	3.88571	K
27764	2.43571	K
27765	1.62143	K
27766	1	K
27767	1.42857	K
27768	1.67143	K
27769	5.15714	K
27770	4.45	K
27771	1.52857	K
27772	4.48571	K
27773	2.89286	K
27774	3.35714	K
27775	2.93571	K
27776	2.71429	K
27777	4	K
27778	1.32857	K
27779	8.95	K
27780	3.37143	K
27781	3.39286	K
27782	2	K
27783	2.10714	K
27784	1.78571	K
27785	5.72857	K
27786	4.89286	K
27787	1.74286	K
27788	1.81429	K
27789	1.27143	K
27790	9.43571	K
27791	2	K
27792	1.57143	K
27793	0.6	K
27794	4.61429	K
27795	5.45714	K
27796	3.97143	K
27797	5.95714	K
27798	3.72143	K
27799	4.28571	K
27800	1.42143	K
27801	3.12143	K
27802	1.77857	K
27803	6.73571	K
27804	2.37857	K
27805	2.8	K
27806	2.28571	K
27807	2.12143	K
27808	3.93571	K
27809	2.62857	K
27810	3.92857	K
27811	3.2	K
27812	1.35714	K
27813	4.51429	K
27814	4.08571	K
27815	3.53571	K
27816	4.02857	K
27817	2.79286	K
27818	1.2	K
27819	1.15714	K
27820	2	K
27821	2.3	K
27822	1.65714	K
27823	3.62143	K
27824	3.68571	K
27825	2.33571	K
27826	2.06429	K
27827	1.61429	K
27828	7.02143	K
27829	2.48571	K
27830	2.44286	K
27831	0.392857	K
27832	1.89286	K
27833	2.56429	K
27834	2.43571	K
27835	3.75714	K
27836	4.17857	K
27837	5.65	K
27838	3.86429	K
27839	3.2	K
27840	2.45714	K
27841	3.62857	K
27842	3.72143	K
27843	1.1	K
27844	2.27857	K
27845	1.09286	K
27846	4.5	K
27847	1.80714	K
27848	2.05	K
27849	4.51429	K
27850	3.42857	K
27851	3.73571	K
27852	3.95	K
27853	3.13571	K
27854	3.15714	K
27855	2.50714	K
27856	1.55714	K
27857	4.02143	K
27858	0.578571	K
27859	6.35	K
27860	1.98571	K
27861	0.807143	K
27862	1	K
27863	1.42143	K
27864	5.32143	K
27865	4.69286	K
27866	4.09286	K
27867	2.97857	K
27868	3.9	K
27869	4.35	K
27870	3.75	K
27871	2.62143	K
27872	1.95714	K
27873	4.35714	K
27874	4.37857	K
27875	3.37857	K
27876	1.8	K
27877	1.38571	K
27878	1.7	K
27879	1.42857	K
27880	1.06429	K
27881	3.15714	K
27882	3.55	K
27883	3.07857	K
27884	2.48571	K
27885	1.63571	K
27886	4.47857	K
27887	4.02857	K
27888	3.1	K
27889	5.22143	K
27890	1.95	K
27891	4.37143	K
27892	2.92143	K
27893	3.68571	K
27894	1.83571	K
27895	3.62857	K
27896	1.7	K
27897	2.00714	K
27898	5.27143	K
27899	2.57857	K
27900	1.73571	K
27901	3.94286	K
27902	1.35714	K
27903	1.12143	K
27904	1.61429	K
27905	1.65	K
27906	2.42857	K
27907	3.69286	K
27908	3.65714	K
27909	1.83571	K
27910	1.72143	K
27911	2.47143	K
27912	1.69286	K
27913	1.46429	K
27914	2.40714	K
27915	4.37857	K
27916	3.22857	K
27917	4.13571	K
27918	2.35	K
27919	3.63571	K
27920	5.42857	K
27921	4.36429	K
27922	3.86429	K
27923	4.58571	K
27924	3.84286	K
27925	1.77143	K
27926	2.35	K
27927	1.80714	K
27928	1.65	K
27929	2.76429	K
27930	1.41429	K
27931	5.59286	K
27932	7.51429	K
27933	5.29286	K
27934	4.62143	K
27935	2.60714	K
27936	1.8	K
27937	2.31429	K
27938	3.99286	K
27939	2.64286	K
27940	3.07143	K
27941	2.52857	K
27942	2.63571	K
27943	3.19286	K
27944	2.07857	K
27945	4.75	K
27946	1.59286	K
27947	1.75	K
27948	4.42857	K
27949	3.93571	K
27950	3.41429	K
27951	1.17143	K
27952	4.77857	K
27953	4.88571	K
27954	2.72143	K
27955	6.42143	K
27956	4.1	K
27957	0.521429	K
27958	3.58571	K
27959	2.04286	K
27960	1.17857	K
27961	2.99286	K
27962	5.12143	K
27963	3.23571	K
27964	2.04286	K
27965	5.9	K
27966	3.07857	K
27967	4.11429	K
27968	1.30714	K
27969	2.92143	K
27970	4.84286	K
27971	4.69286	K
27972	4.91429	K
27973	3.37857	K
27974	4.04286	K
27975	5.99286	K
27976	7.5	K
27977	4.45714	K
27978	3.82857	K
27979	1.98571	K
27980	4.06429	K
27981	2.97143	K
27982	1.50714	K
27983	0.5	K
27984	1.58571	K
27985	4.20714	K
27986	3.88571	K
27987	4.35714	K
27988	6.8	K
27989	1.82857	K
27990	1.57857	K
27991	1.5	K
27992	1.15714	K
27993	1.89286	K
27994	1.43571	K
27995	7.12143	K
27996	7.50714	K
27997	1.24286	K
27998	3.15714	K
27999	2.48571	K
28000	5.51429	K
28001	3.87143	K
28002	2.72857	K
28003	3.50714	K
28004	3.1	K
28005	2.45	K
28006	3.25	K
28007	2.17857	K
28008	2.05	K
28009	2.02857	K
28010	4.19286	K
28011	2.78571	K
28012	3.60714	K
28013	3.29286	K
28014	2.10714	K
28015	2.45	K
28016	5.62143	K
28017	4.30714	K
28018	1.22143	K
28019	2.35	K
28020	2.36429	K
28021	2.49286	K
28022	1.95	K
28023	3.61429	K
28024	2.30714	K
28025	3.15714	K
28026	2.32857	K
28027	4.50714	K
28028	5.34286	K
28029	3.62143	K
28030	2.35	K
28031	2.81429	K
28032	3.52857	K
28033	2.70714	K
28034	6.02857	K
28035	4.34286	K
28036	1.85	K
28037	3.23571	K
28038	3.45	K
28039	5.71429	K
28040	3.11429	K
28041	1.35714	K
28042	3.74286	K
28043	3.77857	K
28044	4.80714	K
28045	2.60714	K
28046	3.17857	K
28047	2.66429	K
28048	6.12857	K
28049	8.04286	K
28050	4.75	K
28051	2.54286	K
28052	4.1	K
28053	0.842857	K
28054	4.62857	K
28055	5.28571	K
28056	4.07857	K
28057	4.54286	K
28058	2.99286	K
28059	5.46429	K
28060	2.85714	K
28061	2.93571	K
28062	1.30714	K
28063	1.09286	K
28064	3.34286	K
28065	4.47857	K
28066	6.66429	K
28067	4.79286	K
28068	1.6	K
28069	4.57143	K
28070	6.3	K
28071	2.47857	K
28072	2.15714	K
28073	4.65714	K
28074	3.02857	K
28075	2.25	K
28076	3.45714	K
28077	2.35714	K
28078	2.77857	K
28079	4.8	K
28080	2.12143	K
28081	5.6	K
28082	1.22857	K
28083	5.1	K
28084	4.32857	K
28085	2.5	K
28086	1.48571	K
28087	5.45	K
28088	3.52143	K
28089	0.25	K
28090	1.09286	K
28091	4.45714	K
28092	7.13571	K
28093	1.92857	K
28094	5.3	K
28095	2.82857	K
28096	2.12143	K
28097	2.6	K
28098	2.75714	K
28099	6.88571	K
28100	2.64286	K
28101	3.28571	K
28102	1.28571	K
28103	3.63571	K
28104	2.06429	K
28105	1.12857	K
28106	1.47857	K
28107	2	K
28108	4.09286	K
28109	3.08571	K
28110	2.56429	K
28111	5.87857	K
28112	1.17143	K
28113	3.42857	K
28114	1.90714	K
28115	2.42857	K
28116	2.72143	K
28117	2.82143	K
28118	7.29286	K
28119	1.6	K
28120	3.02143	K
28121	4.85	K
28122	1.5	K
28123	0.75	K
28124	3.77143	K
28125	1.12143	K
28126	3.70714	K
28127	2.67143	K
28128	1.60714	K
28129	4.91429	K
28130	3.22857	K
28131	1.61429	K
28132	1.97143	K
28133	2.78571	K
28134	3.42143	K
28135	2.01429	K
28136	2.77857	K
28137	4.25714	K
28138	2.8	K
28139	3.4	K
28140	4.39286	K
28141	4.46429	K
28142	4.46429	K
28143	4.47857	K
28144	1.45	K
28145	1.41429	K
28146	2.27143	K
28147	1.72143	K
28148	0.821429	K
28149	1.08571	K
28150	0.821429	K
28151	3.57857	K
28152	0.821429	K
28153	0.821429	K
28154	6.06429	K
28155	0.321429	K
28156	0.478571	K
28157	1.44286	K
28158	0.485714	K
28159	4.39286	K
28160	3.55	K
28161	2.85714	K
28162	2.09286	K
28163	2.54286	K
28164	6.72143	K
28165	4.53571	K
28166	4.36429	K
28167	1.58571	K
28168	2.81429	K
28169	2.79286	K
28170	3.5	K
28171	3.49286	K
28172	2.81429	K
28173	2.05714	K
28174	5.2	K
28175	6.22857	K
28176	2.17143	K
28177	2.03571	K
28178	3.97857	K
28179	1.56429	K
28180	0.978571	K
28181	4.32857	K
28182	1.74286	K
28183	1.95	K
28184	2.10714	K
28185	1.90714	K
28186	4.67143	K
28187	1.96429	K
28188	3.57143	K
28189	5.6	K
28190	6.50714	K
28191	2.45714	K
28192	6.74286	K
28193	6.05714	K
28194	3.85714	K
28195	1.93571	K
28196	1.83571	K
28197	2.21429	K
28198	8.32857	K
28199	2.28571	K
28200	3.30714	K
28201	3.28571	K
28202	3.77143	K
28203	1.24286	K
28204	5.15	K
28205	1.37143	K
28206	2.02143	K
28207	1.8	K
28208	3.72857	K
28209	1.10714	K
28210	1.25714	K
28211	3.47857	K
28212	5.14286	K
28213	1.59286	K
28214	3.00714	K
28215	5.07857	K
28216	5.3	K
28217	3.18571	K
28218	4.76429	K
28219	2.77143	K
28220	5.76429	K
28221	5.64286	K
28222	5.52857	K
28223	5.64286	K
28224	2.75714	K
28225	3.58571	K
28226	4.69286	K
28227	3.32143	K
28228	1.92143	K
28229	5.16429	K
28230	2.20714	K
28231	2.15	K
28232	4.12143	K
28233	3.58571	K
28234	3.65714	K
28235	1.68571	K
28236	1.57143	K
28237	1.9	K
28238	3.52857	K
28239	2.87143	K
28240	2.71429	K
28241	1.84286	K
28242	3.02143	K
28243	3.43571	K
28244	3.62143	K
28245	4.90714	K
28246	1.70714	K
28247	2.85714	K
28248	2.92143	K
28249	1.15	K
28250	3.32857	K
28251	2	K
28252	6.66429	K
28253	1.27143	K
28254	2.09286	K
28255	2.65714	K
28256	2.15	K
28257	1.94286	K
28258	2.32857	K
28259	4.87143	K
28260	1.52857	K
28261	1.71429	K
28262	0.728571	K
28263	2.35	K
28264	4.55	K
28265	4.53571	K
28266	2.5	K
28267	4.41429	K
28268	1.88571	K
28269	2.90714	K
28270	1.31429	K
28271	3.28571	K
28272	2.21429	K
28273	1.33571	K
28274	3.09286	K
28275	5.05714	K
28276	5.66429	K
28277	1.82143	K
28278	5.35714	K
28279	2.40714	K
28280	1.45	K
28281	1.89286	K
28282	5.84286	K
28283	2.47857	K
28284	0.85	K
28285	1.00714	K
28286	1.19286	K
28287	2.82857	K
28288	1.10714	K
28289	1.00714	K
28290	1.07857	K
28291	2.35714	K
28292	1.31429	K
28293	3.07143	K
28294	5.78571	K
28295	5.23571	K
28296	4.63571	K
28297	0.357143	K
28298	2.65714	K
28299	1.05	K
28300	3.88571	K
28301	1.81429	K
28302	3.09286	K
28303	2.44286	K
28304	2.54286	K
28305	1.67143	K
28306	2.65714	K
28307	4.33571	K
28308	3.24286	K
28309	0.807143	K
28310	4.10714	K
28311	2.95714	K
28312	6.27143	K
28313	2.82857	K
28314	2.70714	K
28315	3.38571	K
28316	3.43571	K
28317	0.207143	K
28318	0.3	K
28319	0.292857	K
28320	0.264286	K
28321	0.292857	K
28322	0.292857	K
28323	3.17857	K
28324	2.82143	K
28325	3.78571	K
28326	1.81429	K
28327	2.50714	K
28328	4.88571	K
28329	1.83571	K
28330	2.28571	K
28331	4.26429	K
28332	3.77143	K
28333	2.12857	K
28334	4.76429	K
28335	2.49286	K
28336	1.55	K
28337	1.86429	K
28338	5.9	K
28339	5.24286	K
28340	5.58571	K
28341	4.82857	K
28342	3.51429	K
28343	6.40714	K
28344	2.25	K
28345	2.47143	K
28346	3.45714	K
28347	2.07143	K
28348	2.97143	K
28349	2.62143	K
28350	2.52857	K
28351	1.90714	K
28352	3.6	K
28353	1.52857	K
28354	1.77857	K
28355	2.16429	K
28356	1.65	K
28357	1.46429	K
28358	1.81429	K
28359	1.12143	K
28360	4.04286	K
28361	3.67143	K
28362	4.97143	K
28363	1.97857	K
28364	2.01429	K
28365	5.52857	K
28366	2.53571	K
28367	3.93571	K
28368	2.17857	K
28369	4.42857	K
28370	5.72143	K
28371	1.50714	K
28372	2.42143	K
28373	1.94286	K
28374	3.78571	K
28375	5.8	K
28376	1.92857	K
28377	2.99286	K
28378	2.9	K
28379	4.6	K
28380	2.04286	K
28381	2.12143	K
28382	1.06429	K
28383	1.57857	K
28384	3.79286	K
28385	4.18571	K
28386	3.62857	K
28387	4.34286	K
28388	4.96429	K
28389	2.92857	K
28390	2.34286	K
28391	1.30714	K
28392	4.43571	K
28393	1.66429	K
28394	3.32857	K
28395	1.35	K
28396	1.92857	K
28397	3.72857	K
28398	1.85	K
28399	4.68571	K
28400	5.96429	K
28401	5.4	K
28402	1.53571	K
28403	4.82143	K
28404	1.30714	K
28405	6.47143	K
28406	2.8	K
28407	4.47143	K
28408	4.08571	K
28409	5.39286	K
28410	3.17143	K
28411	1.68571	K
28412	6.22143	K
28413	5.63571	K
28414	3.77143	K
28415	2.41429	K
28416	2.66429	K
28417	1.27143	K
28418	1.68571	K
28419	1.84286	K
28420	1.3	K
28421	1.70714	K
28422	5.49286	K
28423	3.14286	K
28424	3.30714	K
28425	1.41429	K
28426	2.43571	K
28427	4.89286	K
28428	4.97857	K
28429	1.56429	K
28430	3.15	K
28431	2.82857	K
28432	5.14286	K
28433	3.58571	K
28434	3.37857	K
28435	2.28571	K
28436	2.52857	K
28437	1.45	K
28438	5.01429	K
28439	4.7	K
28440	1.52857	K
28441	2.2	K
28442	0.578571	K
28443	1.17143	K
28444	3.68571	K
28445	1.76429	K
28446	2.71429	K
28447	2.56429	K
28448	1.77143	K
28449	3.71429	K
28450	2.82143	K
