line	year	genome
8712	0.35	A
8713	1.58571	A
8714	0.564286	A
8715	5.71429	A
8716	0.6	A
8717	2.21429	A
8718	5.6	A
8719	0.671429	A
8720	0.392857	A
8721	2.33571	A
8722	0.628571	A
8723	1.65	A
8724	4.12857	A
8725	1.70714	A
8726	4.24286	A
8727	1.12857	A
8728	1.63571	A
8729	2.06429	A
8730	1.64286	A
8731	3.11429	A
8732	2.97857	A
8733	1.82857	A
8734	1.60714	A
8735	1.32143	A
8736	1.65	A
8737	1.52143	A
8738	1.3	A
8739	0.771429	A
8740	0.828571	A
8741	0.178571	A
8742	1.22857	A
8743	1.07143	A
8744	0.514286	A
8745	0.907143	A
8746	1.2	A
8747	0.178571	A
8748	0.264286	A
8749	2.62143	A
8750	0.821429	A
8751	0.642857	A
8752	0.714286	A
8753	1.55714	A
8754	1.85714	A
8755	0.935714	A
8756	1	A
8757	0.692857	A
8758	0.4	A
8759	1.77143	A
8760	0.492857	A
8761	5.02857	A
8762	0.571429	A
8763	0.742857	A
8764	0.971429	A
8765	0.178571	A
8766	0.721429	A
8767	4.9	A
8768	5.48571	A
8769	0.592857	A
8770	0.157143	A
8771	1.05	A
8772	0.478571	A
8773	1.31429	A
8774	1.21429	A
8775	3.87143	A
8776	6.80714	A
8777	0.128571	A
8778	2.90714	A
8779	0.828571	A
8780	0.364286	A
8781	1.40714	A
8782	1.88571	A
8783	0.178571	A
8784	0.157143	A
8785	0.778571	A
8786	0.178571	A
8787	0.728571	A
8788	1.08571	A
8789	5.58571	A
8790	0.3	A
8791	0.0428571	A
8792	0.885714	A
8793	0.371429	A
8794	0.364286	A
8795	0.978571	A
8796	0.721429	A
8797	2.77143	A
8798	4.53571	A
8799	3.48571	A
8800	3.36429	A
8801	3.5	A
8802	1.11429	A
8803	0.942857	A
8804	4.28571	A
8805	1.22857	A
8806	1.52857	A
8807	0.292857	A
8808	0.135714	A
8809	1.53571	A
8810	3.35	A
8811	4.05714	A
8812	2.20714	A
8813	2.85	A
8814	5.90714	A
8815	0.892857	A
8816	0.978571	A
8817	5.56429	A
8818	5.17857	A
8819	1.76429	A
8820	2.54286	A
8821	1.04286	A
8822	1.69286	A
8823	3.07857	A
8824	1.13571	A
8825	4.79286	A
8826	1.10714	A
8827	0.414286	A
8828	0.764286	A
8829	4.35	A
8830	5.62143	A
8831	0.964286	A
8832	1.38571	A
8833	0.7	A
8834	0.928571	A
8835	0.771429	A
8836	3.51429	A
8837	4.70714	A
8838	1.67143	A
8839	0.342857	A
8840	4.64286	A
8841	2.09286	A
8842	0.978571	A
8843	0.6	A
8844	0.742857	A
8845	0.364286	A
8846	0.507143	A
8847	1.75714	A
8848	0.857143	A
8849	4.47143	A
8850	4.33571	A
8851	2.07857	A
8852	3.82857	A
8853	1.12143	A
8854	0.307143	A
8855	0.35	A
8856	2.47857	A
8857	0.821429	A
8858	2.25	A
8859	3.74286	A
8860	0.9	A
8861	0.471429	A
8862	2.17143	A
8863	0.857143	A
8864	0.485714	A
8865	4.95714	A
8866	2.50714	A
8867	4.08571	A
8868	0.8	A
8869	3.84286	A
8870	0.542857	A
8871	6.43571	A
8872	0.135714	A
8873	1.23571	A
8874	0.464286	A
8875	1.97143	A
8876	0.485714	A
8877	4.82143	A
8878	3.42143	A
8879	1.84286	A
8880	0.335714	A
8881	1.42857	A
8882	4.4	A
8883	4.48571	A
8884	2.59286	A
8885	1.05	A
8886	1.42143	A
8887	4.6	A
8888	0.771429	A
8889	6.21429	A
8890	5.59286	A
8891	2.55	A
8892	4.96429	A
8893	0.607143	A
8894	6.05714	A
8895	0.257143	A
8896	0.407143	A
8897	0.828571	A
8898	0.757143	A
8899	0.764286	A
8900	0.378571	A
8901	0.371429	A
8902	1.91429	A
8903	0.407143	A
8904	2.53571	A
8905	4.63571	A
8906	0.607143	A
8907	2.5	A
8908	2.98571	A
8909	5.23571	A
8910	6.05	A
8911	3.41429	A
8912	1.26429	A
8913	4.57143	A
8914	0.857143	A
8915	5.04286	A
8916	0.621429	A
8917	3.48571	A
8918	1.08571	A
8919	1.85714	A
8920	5.92857	A
8921	3.92857	A
8922	0.635714	A
8923	1.02857	A
8924	2.59286	A
8925	1.17857	A
8926	1.22143	A
8927	4.40714	A
8928	0.592857	A
8929	0.614286	A
8930	2.54286	A
8931	0.814286	A
8932	3.53571	A
8933	1.19286	A
8934	2.95	A
8935	4.02143	A
8936	3.87143	A
8937	1.49286	A
8938	0.657143	A
8939	2.21429	A
8940	4.71429	A
8941	2.06429	A
8942	2.05	A
8943	0.678571	A
8944	1.55714	A
8945	1.74286	A
8946	1.84286	A
8947	3.58571	A
8948	1.61429	A
8949	2.13571	A
8950	2.32857	A
8951	1.46429	A
8952	2.36429	A
8953	0.928571	A
8954	2.76429	A
8955	2.34286	A
8956	1.25714	A
8957	2.63571	A
8958	2.28571	A
8959	1.78571	A
8960	1.88571	A
8961	1.07857	A
8962	1.72857	A
8963	1.87857	A
8964	8.61429	A
8965	1.38571	A
8966	2.8	A
8967	2.20714	A
8968	1	A
8969	1.05714	A
8970	3.99286	A
8971	1.05714	A
8972	1.39286	A
8973	1.24286	A
8974	6.47857	A
8975	0.278571	A
8976	2.13571	A
8977	2.8	A
8978	2.27857	A
8979	2.72857	A
8980	1.29286	A
8981	0.471429	A
8982	2.08571	A
8983	2.01429	A
8984	1.42857	A
8985	4.7	A
8986	2.53571	A
8987	2.15	A
8988	1.14286	A
8989	2.07857	A
8990	1.28571	A
8991	0.692857	A
8992	0.364286	A
8993	1.06429	A
8994	0.271429	A
8995	0.157143	A
8996	1.85714	A
8997	0.464286	A
8998	1.32857	A
8999	0.928571	A
9000	1.64286	A
9001	5.64286	A
9002	1.91429	A
9003	1.88571	A
9004	1.30714	A
9005	1.28571	A
9006	1.14286	A
9007	1.4	A
9008	0.778571	A
9009	2.1	A
9010	3.52143	A
9011	0.392857	A
9012	2.15	A
9013	1.93571	A
9014	1.41429	A
9015	1.75	A
9016	0.9	A
9017	0.757143	A
9018	1.46429	A
9019	2.51429	A
9020	1.73571	A
9021	1.23571	A
9022	0.621429	A
9023	0.928571	A
9024	4.71429	A
9025	2.10714	A
9026	1.82143	A
9027	1.43571	A
9028	0.207143	A
9029	1.63571	A
9030	0.2	A
9031	0.642857	A
9032	1.18571	A
9033	0.414286	A
9034	0.842857	A
9035	1.15714	A
9036	0.535714	A
9037	1.22857	A
9038	2.05714	A
9039	0.814286	A
9040	0.621429	A
9041	0.735714	A
9042	0.392857	A
9043	0.207143	A
9044	1.46429	A
9045	0.392857	A
9046	1.69286	A
9047	1.5	A
9048	1.7	A
9049	3.15	A
9050	1.23571	A
9051	0.707143	A
9052	0.9	A
9053	3.12857	A
9054	1.72857	A
9055	1.20714	A
9056	5.48571	A
9057	6.32143	A
9058	4.85	A
9059	1.57143	A
9060	0.95	A
9061	3.87857	A
9062	0.621429	A
9063	1.69286	A
9064	1.19286	A
9065	1.60714	A
9066	1.23571	A
9067	5.91429	A
9068	0.95	A
9069	5.60714	A
9070	2.24286	A
9071	2.25	A
9072	1.25714	A
9073	1.28571	A
9074	1.02143	A
9075	2.25714	A
9076	1.50714	A
9077	1.47857	A
9078	1.02143	A
9079	2.19286	A
9080	0.757143	A
9081	0.835714	A
9082	0.921429	A
9083	2.61429	A
9084	3.05	A
9085	3.38571	A
9086	0.514286	A
9087	2.15	A
9088	1.66429	A
9089	1.20714	A
9090	0.728571	A
9091	0.814286	A
9092	0.842857	A
9093	2	A
9094	3.04286	A
9095	3.22857	A
9096	1.77857	A
9097	2.63571	A
9098	2.17143	A
9099	1.98571	A
9100	2.59286	A
9101	6.92143	A
9102	1.42857	A
9103	1.82857	A
9104	0.6	A
9105	3.03571	A
9106	3.08571	A
9107	3.85714	A
9108	3.04286	A
9109	0.807143	A
9110	1.2	A
9111	1.97143	A
9112	2.02857	A
9113	2.29286	A
9114	3.89286	A
9115	0.2	A
9116	2.77143	A
9117	3.26429	A
9118	3.40714	A
9119	4.22857	A
9120	1.07143	A
9121	1.81429	A
9122	2.28571	A
9123	1.03571	A
9124	1.27143	A
9125	5.16429	A
9126	0.857143	A
9127	2.92857	A
9128	0.407143	A
9129	2.27143	A
9130	0.621429	A
9131	1.84286	A
9132	2.55	A
9133	0.671429	A
9134	1.01429	A
9135	0.814286	A
9136	3.74286	A
9137	0.421429	A
9138	1.42143	A
9139	0.95	A
9140	0.95	A
9141	0.735714	A
9142	6.12857	A
9143	0.228571	A
9144	0.521429	A
9145	2.11429	A
9146	1.50714	A
9147	0.614286	A
9148	3.32143	A
9149	2.91429	A
9150	0.407143	A
9151	1.42857	A
9152	0.0714286	A
9153	3.55714	A
9154	0.0857143	A
9155	0.621429	A
9156	2.79286	A
9157	2.23571	A
9158	1.10714	A
9159	0.821429	A
9160	1.57857	A
9161	2.95	A
9162	0.242857	A
9163	2.32143	A
9164	1.9	A
9165	2.36429	A
9166	6.59286	A
9167	0.928571	A
9168	1.42857	A
9169	0.407143	A
9170	2.45	A
9171	4.34286	A
9172	0.542857	A
9173	0.964286	A
9174	1.05	A
9175	0.407143	A
9176	0.414286	A
9177	0.364286	A
9178	3.53571	A
9179	2.11429	A
9180	0.75	A
9181	2.14286	A
9182	3.22857	A
9183	0.564286	A
9184	5.50714	A
9185	0.664286	A
9186	1.45	A
9187	1.27857	A
9188	0.814286	A
9189	2.26429	A
9190	2.79286	A
9191	4.12143	A
9192	4.47857	A
9193	2.82143	A
9194	4.55	A
9195	2.57857	A
9196	4.11429	A
9197	0.264286	A
9198	0.421429	A
9199	3.75	A
9200	1.35714	A
9201	0.8	A
9202	0.242857	A
9203	1.71429	A
9204	1.35	A
9205	2.32857	A
9206	0.271429	A
9207	3.52143	A
9208	1.8	A
9209	0.614286	A
9210	0.264286	A
9211	1.05	A
9212	5.45714	A
9213	0.614286	A
9214	1.02857	A
9215	0.478571	A
9216	0.364286	A
9217	3.07857	A
9218	2.27143	A
9219	0.785714	A
9220	0.364286	A
9221	1.30714	A
9222	0.571429	A
9223	4.29286	A
9224	0.442857	A
9225	2.3	A
9226	0.885714	A
9227	0.307143	A
9228	5.57857	A
9229	3.95714	A
9230	1.25714	A
9231	2.2	A
9232	0.35	A
9233	3.49286	A
9234	3.6	A
9235	1.57143	A
9236	0.185714	A
9237	3.49286	A
9238	5.09286	A
9239	0.9	A
9240	0.707143	A
9241	3.76429	A
9242	0.664286	A
9243	2.3	A
9244	0.471429	A
9245	0.564286	A
9246	1.27143	A
9247	4.42143	A
9248	0.928571	A
9249	2.68571	A
9250	0.735714	A
9251	0.457143	A
9252	0.242857	A
9253	1.94286	A
9254	0.271429	A
9255	2.01429	A
9256	0.65	A
9257	1.77143	A
9258	6.17857	A
9259	2.72857	A
9260	1.55	A
9261	0.257143	A
9262	2.77143	A
9263	2.27857	A
9264	3.12857	A
9265	0.414286	A
9266	0.307143	A
9267	0.421429	A
9268	0.457143	A
9269	0.464286	A
9270	0.621429	A
9271	1	A
9272	1.20714	A
9273	2.62143	A
9274	1.72857	A
9275	0.185714	A
9276	0.292857	A
9277	0.792857	A
9278	0.821429	A
9279	0.621429	A
9280	5.23571	A
9281	0.885714	A
9282	0.207143	A
9283	0.621429	A
9284	0.528571	A
9285	0.4	A
9286	2.94286	A
9287	2.92857	A
9288	0.15	A
9289	1.14286	A
9290	0.807143	A
9291	1.41429	A
9292	1	A
9293	0.385714	A
9294	3.12143	A
9295	3.82143	A
9296	1.1	A
9297	0.2	A
9298	2.51429	A
9299	0.264286	A
9300	5.21429	A
9301	0.492857	A
9302	4.52857	A
9303	1.12143	A
9304	0.35	A
9305	1.25	A
9306	5.92857	A
9307	1.77143	A
9308	0.678571	A
9309	0.55	A
9310	1.09286	A
9311	4.45	A
9312	0.928571	A
9313	0.257143	A
9314	0.342857	A
9315	1.04286	A
9316	0.835714	A
9317	0.107143	A
9318	0.792857	A
9319	1.45	A
9320	0.914286	A
9321	0.407143	A
9322	0.407143	A
9323	6.37143	A
9324	1.44286	A
9325	0.95	A
9326	2.42857	A
9327	1.75	A
9328	0.65	A
9329	2.07143	A
9330	0.25	A
9331	0.285714	A
9332	5.47857	A
9333	5.45	A
9334	0.314286	A
9335	0.507143	A
9336	2.36429	A
9337	0.792857	A
9338	6.27143	A
9339	0.2	A
9340	1.85714	A
9341	2.80714	A
9342	1.3	A
9343	0.542857	A
9344	0.242857	A
9345	1.13571	A
9346	0.635714	A
9347	6.5	A
9348	0.264286	A
9349	0.935714	A
9350	2.21429	A
9351	3.6	A
9352	0.557143	A
9353	0.0214286	A
9354	1.05714	A
9355	0.835714	A
9356	1.68571	A
9357	0.885714	A
9358	0.821429	A
9359	0.242857	A
9360	0.114286	A
9361	1.5	A
9362	1.4	A
9363	0.15	A
9364	0.135714	A
9365	0.485714	A
9366	0.3	A
9367	1.38571	A
9368	0.135714	A
9369	0.578571	A
9370	1.80714	A
9371	0.935714	A
9372	0.157143	A
9373	0.55	A
9374	0.328571	A
9375	0.207143	A
9376	2.59286	A
9377	0.135714	A
9378	0.942857	A
9379	0.35	A
9380	1.1	A
9381	0.721429	A
9382	3.22857	A
9383	0.242857	A
9384	0.435714	A
9385	5.08571	A
9386	0.5	A
9387	3	A
9388	1.56429	A
9389	5.43571	A
9390	0.814286	A
9391	1.23571	A
9392	0.242857	A
9393	0.5	A
9394	0.9	A
9395	2.13571	A
9396	0.671429	A
9397	1.07143	A
9398	0.107143	A
9399	0.435714	A
9400	0.65	A
9401	2.18571	A
9402	1.42143	A
9403	0.228571	A
9404	1.08571	A
9405	0.764286	A
9406	2.8	A
9407	0.2	A
9408	0.842857	A
9409	0.671429	A
9410	0.5	A
9411	0.678571	A
9412	5.29286	A
9413	2.75	A
9414	0.857143	A
9415	2.42857	A
9416	0.285714	A
9417	2.03571	A
9418	2.10714	A
9419	0.5	A
9420	0.342857	A
9421	0.25	A
9422	5.12143	A
9423	0.542857	A
9424	6.93571	A
9425	1.67143	A
9426	2.4	A
9427	0.628571	A
9428	1.04286	A
9429	0.814286	A
9430	2.88571	A
9431	0.807143	A
9432	0.828571	A
9433	0.571429	A
9434	0.535714	A
9435	0.364286	A
9436	0.285714	A
9437	0.507143	A
9438	12.3643	A
9439	12.3357	A
9440	0.114286	A
9441	0.542857	A
9442	0.328571	A
9443	4.32857	A
9444	0.8	A
9445	2.31429	A
9446	0.514286	A
9447	0.157143	A
9448	0.307143	A
9449	1.10714	A
9450	0.9	A
9451	1.26429	A
9452	0.742857	A
9453	0.571429	A
9454	0.871429	A
9455	0.507143	A
9456	1.75	A
9457	2.77143	A
9458	0.585714	A
9459	0.25	A
9460	2.45714	A
9461	6.49286	A
9462	0.685714	A
9463	1.33571	A
9464	0.942857	A
9465	2.90714	A
9466	0.814286	A
9467	1.12857	A
9468	1.07143	A
9469	3.59286	A
9470	0.785714	A
9471	0.642857	A
9472	0.714286	A
9473	0.735714	A
9474	0.314286	A
9475	1.45	A
9476	0.2	A
9477	3.31429	A
9478	0.728571	A
9479	1.89286	A
9480	1.24286	A
9481	0.25	A
9482	0.992857	A
9483	0.292857	A
9484	1	A
9485	1.41429	A
9486	2	A
9487	0.814286	A
9488	0.314286	A
9489	4.95714	A
9490	3.36429	A
9491	0.207143	A
9492	0.514286	A
9493	0.764286	A
9494	0.235714	A
9495	5.31429	A
9496	0.928571	A
9497	1.62857	A
9498	0.171429	A
9499	0.828571	A
9500	1.68571	A
9501	5.63571	A
9502	0.4	A
9503	0.814286	A
9504	0.928571	A
9505	0.907143	A
9506	0.442857	A
9507	2.05714	A
9508	0.642857	A
9509	1.45	A
9510	0.7	A
9511	0.942857	A
9512	1.13571	A
9513	0.135714	A
9514	1.17857	A
9515	1.22143	A
9516	0.528571	A
9517	2.65	A
9518	0.435714	A
9519	2.21429	A
9520	0.485714	A
9521	1.42857	A
9522	1.13571	A
9523	0.264286	A
9524	0.264286	A
9525	1.07857	A
9526	1.35714	A
9527	0.828571	A
9528	1.77857	A
9529	0.642857	A
9530	0.721429	A
9531	0.292857	A
9532	0.107143	A
9533	0.4	A
9534	3.59286	A
9535	0.2	A
9536	0.185714	A
9537	2.02143	A
9538	0.207143	A
9539	0.221429	A
9540	0.721429	A
9541	0.9	A
9542	2.35714	A
9543	4.55	A
9544	0.185714	A
9545	0.721429	A
9546	4.02143	A
9547	0.228571	A
9548	1.5	A
9549	0.242857	A
9550	1.19286	A
9551	0.885714	A
9552	0.25	A
9553	0.464286	A
9554	6.12143	A
9555	0.157143	A
9556	0.0428571	A
9557	0.221429	A
9558	0.671429	A
9559	0.892857	A
9560	0.528571	A
9561	2.95714	A
9562	2.94286	A
9563	2.97143	A
9564	0.828571	A
9565	2.09286	A
9566	1.67143	A
9567	0.821429	A
9568	0.0857143	A
9569	0.264286	A
9570	2.16429	A
9571	4.64286	A
9572	0.285714	A
9573	0.507143	A
9574	5.38571	A
9575	5.77143	A
9576	0.842857	A
9577	0.478571	A
9578	0.428571	A
9579	5.06429	A
9580	4.82143	A
9581	0.642857	A
9582	2.06429	A
9583	0.535714	A
9584	1.05	A
9585	0.45	A
9586	0.328571	A
9587	0.664286	A
9588	0.285714	A
9589	0.664286	A
9590	0.25	A
9591	0.207143	A
9592	1.32143	A
9593	0.207143	A
9594	0.728571	A
9595	0.828571	A
9596	0.285714	A
9597	0.507143	A
9598	0.535714	A
9599	0.95	A
9600	1.35	A
9601	0.907143	A
9602	0.0428571	A
9603	0.807143	A
9604	3.46429	A
9605	0.235714	A
9606	1.53571	A
9607	0.0428571	A
9608	4.46429	A
9609	5.37143	A
9610	1.3	A
9611	0.871429	A
9612	3.92857	A
9613	0.378571	A
9614	0.542857	A
9615	0.307143	A
9616	0.514286	A
9617	1.36429	A
9618	1.27143	A
9619	1.52857	A
9620	3.09286	A
9621	3.39286	A
9622	3.22857	A
9623	0.0857143	A
9624	2.5	A
9625	0.542857	A
9626	1.17143	A
9627	0.328571	A
9628	0.757143	A
9629	1.22857	A
9630	1.28571	A
9631	1.69286	A
9632	0.314286	A
9633	0.3	A
9634	3.07857	A
9635	0.878571	A
9636	0.328571	A
9637	0.878571	A
9638	0.4	A
9639	0.328571	A
9640	2.78571	A
9641	1.30714	A
9642	0.107143	A
9643	0.157143	A
9644	5.25714	A
9645	0.45	A
9646	1.85	A
9647	0.207143	A
9648	1.71429	A
9649	0.2	A
9650	0.678571	A
9651	0.385714	A
9652	0.221429	A
9653	0.157143	A
9654	0.828571	A
9655	0.814286	A
9656	0.25	A
9657	0.507143	A
9658	1.07857	A
9659	2.71429	A
9660	0.692857	A
9661	3.09286	A
9662	0.692857	A
9663	0.135714	A
9664	0.45	A
9665	0.621429	A
9666	0.214286	A
9667	0.95	A
9668	0.628571	A
9669	0.9	A
9670	0.0714286	A
9671	0.685714	A
9672	0.55	A
9673	3.69286	A
9674	1.07857	A
9675	0.835714	A
9676	1.22857	A
9677	1.89286	A
9678	0.678571	A
9679	5.34286	A
9680	0.264286	A
9681	0.192857	A
9682	0.421429	A
9683	1.32857	A
9684	2.05714	A
9685	0.371429	A
9686	0.657143	A
9687	0.228571	A
9688	1.12143	A
9689	0.742857	A
9690	1.61429	A
9691	1.15	A
9692	1.32143	A
9693	1.5	A
9694	0.257143	A
9695	1.10714	A
9696	2.09286	A
9697	2.06429	A
9698	0.285714	A
9699	1.59286	A
9700	0.871429	A
9701	1.41429	A
9702	2.52143	A
9703	5.03571	A
9704	0.307143	A
9705	1.74286	A
9706	0.25	A
9707	0.542857	A
9708	1.02143	A
9709	0.821429	A
9710	0.871429	A
9711	0.592857	A
9712	3.36429	A
9713	1.84286	A
9714	0.285714	A
9715	0.221429	A
9716	0.207143	A
9717	4.24286	A
9718	0.657143	A
9719	0.407143	A
9720	0.65	A
9721	0.921429	A
9722	1.15	A
9723	2.47857	A
9724	1.24286	A
9725	0.492857	A
9726	0.971429	A
9727	2.20714	A
9728	0.371429	A
9729	0.607143	A
9730	1.12857	A
9731	1.12857	A
9732	1.85714	A
9733	4.77143	A
9734	0.228571	A
9735	4.96429	A
9736	0.421429	A
9737	0.271429	A
9738	1.20714	A
9739	0.685714	A
9740	2.04286	A
9741	0.228571	A
9742	0.285714	A
9743	0.221429	A
9744	2.96429	A
9745	1.33571	A
9746	0.2	A
9747	1.13571	A
9748	0.785714	A
9749	1.53571	A
9750	2.09286	A
9751	1.15714	A
9752	1.67143	A
9753	0.0928571	A
9754	2.91429	A
9755	0.314286	A
9756	0.285714	A
9757	2.42857	A
9758	0.614286	A
9759	0.678571	A
9760	1.05714	A
9761	0.128571	A
9762	0.307143	A
9763	1.41429	A
9764	0.785714	A
9765	1.04286	A
9766	0.35	A
9767	0.321429	A
9768	2.01429	A
9769	0.221429	A
9770	0.642857	A
9771	1.27143	A
9772	0.121429	A
9773	1.06429	A
9774	1.20714	A
9775	1.75714	A
9776	0.621429	A
9777	1.07857	A
9778	1.17857	A
9779	0.521429	A
9780	0.992857	A
9781	0.728571	A
9782	0.892857	A
9783	0.45	A
9784	5.17143	A
9785	0.721429	A
9786	1.05	A
9787	0.471429	A
9788	1.58571	A
9789	0.214286	A
9790	0.328571	A
9791	1.46429	A
9792	0.25	A
9793	0.771429	A
9794	0.835714	A
9795	0.721429	A
9796	0.221429	A
9797	0.2	A
9798	0.107143	A
9799	0.157143	A
9800	0.564286	A
9801	1.38571	A
9802	0.678571	A
9803	0.685714	A
9804	0.0428571	A
9805	0.585714	A
9806	0.178571	A
9807	0.4	A
9808	1.72857	A
9809	2.15	A
9810	0.814286	A
9811	1.07143	A
9812	0.871429	A
9813	1.02143	A
9814	0.928571	A
9815	1.01429	A
9816	0.264286	A
9817	3.46429	A
9818	0.657143	A
9819	0.528571	A
9820	0.114286	A
9821	0.307143	A
9822	0.835714	A
9823	0.4	A
9824	1.48571	A
9825	0.221429	A
9826	1.45714	A
9827	0.271429	A
9828	0.442857	A
9829	0.157143	A
9830	0.785714	A
9831	0.914286	A
9832	0.45	A
9833	1.2	A
9834	0.5	A
9835	1.2	A
9836	1.40714	A
9837	11.6357	A
9838	0.314286	A
9839	1.12143	A
9840	2.18571	A
9841	4.03571	A
9842	0.135714	A
9843	0.542857	A
9844	0.578571	A
9845	0.271429	A
9846	0.835714	A
9847	1.71429	A
9848	2.92143	A
9849	3.08571	A
9850	0.414286	A
9851	0.114286	A
9852	1.24286	A
9853	1.52857	A
9854	0.457143	A
9855	3.79286	A
9856	3.77143	A
9857	0.314286	A
9858	1.32857	A
9859	0.292857	A
9860	1.21429	A
9861	0.507143	A
9862	1.82857	A
9863	0.707143	A
9864	0.235714	A
9865	1.7	A
9866	0.421429	A
9867	2.25714	A
9868	0.371429	A
9869	0.321429	A
9870	1.08571	A
9871	0.728571	A
9872	0.171429	A
9873	0.814286	A
9874	0.135714	A
9875	1.23571	A
9876	1.61429	A
9877	0.0928571	A
9878	2.93571	A
9879	0.971429	A
9880	0.435714	A
9881	0.907143	A
9882	6.57857	A
9883	0.485714	A
9884	0.992857	A
9885	0.157143	A
9886	0.2	A
9887	6.06429	A
9888	2.96429	A
9889	0.164286	A
9890	0.471429	A
9891	1.45	A
9892	0.492857	A
9893	1.55	A
9894	1.39286	A
9895	0.642857	A
9896	4.76429	A
9897	0.65	A
9898	0.492857	A
9899	1.15714	A
9900	0.271429	A
9901	0.185714	A
9902	1.07857	A
9903	1.27143	A
9904	7.3	A
9905	1.65	A
9906	3.06429	A
9907	1.97143	A
9908	1.23571	A
9909	2.49286	A
9910	2.69286	A
9911	0.707143	A
9912	1.52143	A
9913	2.39286	A
9914	0.471429	A
9915	0.65	A
9916	0.492857	A
9917	1.10714	A
9918	3.54286	A
9919	0.114286	A
9920	2.31429	A
9921	6.4	A
9922	0.521429	A
9923	0.471429	A
9924	0.0857143	A
9925	0.785714	A
9926	0.235714	A
9927	0.128571	A
9928	2.02857	A
9929	1.05714	A
9930	1.31429	A
9931	2.86429	A
9932	0.35	A
9933	1.20714	A
9934	1.85714	A
9935	0.907143	A
9936	1.17143	A
9937	0.228571	A
9938	0.621429	A
9939	0.292857	A
9940	1.03571	A
9941	0.178571	A
9942	0.978571	A
9943	0.557143	A
9944	0.464286	A
9945	1.49286	A
9946	0.242857	A
9947	0.464286	A
9948	0.0928571	A
9949	0.864286	A
9950	1.13571	A
9951	0.564286	A
9952	0.142857	A
9953	1.08571	A
9954	1.17143	A
9955	1.35	A
9956	1.94286	A
9957	4.32143	A
9958	1.52143	A
9959	0.728571	A
9960	1.12857	A
9961	0.628571	A
9962	0.9	A
9963	0.928571	A
9964	1.70714	A
9965	2.92857	A
9966	5.02857	A
9967	4.42857	A
9968	1.75714	A
9969	1.49286	A
9970	1.97143	A
9971	1.28571	A
9972	1.07857	A
9973	3.3	A
9974	1.32857	A
9975	1.89286	A
9976	0.585714	A
9977	2.75714	A
9978	1.30714	A
9979	0.757143	A
9980	0.342857	A
9981	0.621429	A
9982	2.01429	A
9983	0.435714	A
9984	0.0428571	A
9985	0.157143	A
9986	0.585714	A
9987	0.464286	A
9988	4.54286	A
9989	0.657143	A
9990	0.242857	A
9991	3.28571	A
9992	2.91429	A
9993	3.27857	A
9994	3.27857	A
9995	0.2	A
9996	0.771429	A
9997	0.135714	A
9998	0.485714	A
9999	2.39286	A
10000	0.192857	A
10001	1.9	A
10002	0.114286	A
10003	0.2	A
10004	0.385714	A
10005	0.278571	A
10006	0.835714	A
10007	0.864286	A
10008	0.242857	A
10009	3.85714	A
10010	0.35	A
10011	0.171429	A
10012	0.364286	A
10013	0.364286	A
10014	0.75	A
10015	1.27857	A
10016	0.978571	A
10017	1.5	A
10018	1.37143	A
10019	0.0928571	A
10020	0.828571	A
10021	0.392857	A
10022	0.271429	A
10023	4.69286	A
10024	2.94286	A
10025	0.307143	A
10026	0.457143	A
10027	0.2	A
10028	2.25	A
10029	2.57857	A
10030	0.2	A
10031	0.264286	A
10032	1.02143	A
10033	0.521429	A
10034	1.01429	A
10035	0.135714	A
10036	0.5	A
10037	2.47857	A
10038	5.25	A
10039	0.2	A
10040	2.49286	A
10041	0.821429	A
10042	1.66429	A
10043	2.18571	A
10044	0.407143	A
10045	0.385714	A
10046	0.207143	A
10047	0.957143	A
10048	0.564286	A
10049	0.95	A
10050	0.95	A
10051	0.571429	A
10052	1.07143	A
10053	2.91429	A
10054	0.707143	A
10055	1.90714	A
10056	0.471429	A
10057	2.02857	A
10058	0.2	A
10059	0.3	A
10060	0.614286	A
10061	0.721429	A
10062	0.25	A
10063	0.814286	A
10064	0.585714	A
10065	3.70714	A
10066	0.164286	A
10067	0.571429	A
10068	0.628571	A
10069	1.42857	A
10070	0.614286	A
10071	0.792857	A
10072	1.36429	A
10073	1.75	A
10074	3.84286	A
10075	0.142857	A
10076	0.892857	A
10077	2.25	A
10078	0.307143	A
10079	0.95	A
10080	0.985714	A
10081	1.79286	A
10082	2.09286	A
10083	0.307143	A
10084	1.24286	A
10085	0.507143	A
10086	1.67143	A
10087	2.63571	A
10088	0.278571	A
10089	0.4	A
10090	0.628571	A
10091	2.16429	A
10092	0.178571	A
10093	3.3	A
10094	0.45	A
10095	0.221429	A
10096	0.242857	A
10097	1.51429	A
10098	0.85	A
10099	0.871429	A
10100	1.14286	A
10101	0.228571	A
10102	0.6	A
10103	0.971429	A
10104	0.742857	A
10105	0.457143	A
10106	0.785714	A
10107	0.407143	A
10108	0.0214286	A
10109	1.43571	A
10110	2.17143	A
10111	2.06429	A
10112	0.271429	A
10113	0.985714	A
10114	0.228571	A
10115	0.407143	A
10116	0.278571	A
10117	0.628571	A
10118	0.114286	A
10119	1.01429	A
10120	0.321429	A
10121	0.392857	A
10122	0.921429	A
10123	4.44286	A
10124	0.528571	A
10125	1.48571	A
10126	3.18571	A
10127	0.878571	A
10128	0.192857	A
10129	6.27143	A
10130	0.414286	A
10131	4.25714	A
